-21.7318,0.768005,9.9353,11.3384,43.394,13.6602,18.3789,1.1026,35.8988,0.251364,10.3145,8.81984,5.54039,2.24595,2.61633,37.4223,12.8201,8.24806,0.296945,10.0523,0.558587,14.4069,25.6583,0.873286,8.68049,0.870394,0.92707,47.8144,10.5319,1.03912,20.072,9.28037,8.52101,37.515,28.1556,17.254,42.3976,1.39399,4.42148,58.1591,35.37,1.68881,1.28909,0.305404,10.7095,6.37476,23.291,0.483267,6.95088,1.99783,0.223929,25.6599,1.46906,25.4787,10.6409,5.59042,66.4278,12.1512,21.5074,22.3687,6.06978,43.6906,2.04847,22.7635,11.6601,26.9717,15.8073,23.0894,7.13918,9.40253,1.30361,33.9958,2.46975,43.8972,7.52736,11.4751,17.4069,42.8456,2.98977,1.74287,5.73183,43.4113,3.92819,24.7023,4.18731,1.05183,3.12139,0.208378,4.27061,0.140021,0.731296,148.923
-13.8797,23.1295,10.3663,20.7879,41.1589,10.1404,0.961699,0.896544,32.5394,1.67627,14.4891,18.9327,4.2011,4.58527,1.3323,23.6251,26.6135,0.639235,0.296945,10.1223,12.9311,2.26917,23.2462,4.89423,3.87093,1.12361,7.18513,1.56509,17.919,1.93611,2.28491,8.75409,53.9788,44.7208,28.1556,40.1852,4.86954,29.1899,10.777,13.8952,35.9223,0.971803,1.39046,1.1291,0.345142,4.30521,10.4823,0.830935,11.8751,0.827045,0.586565,19.1939,12.9812,26.2968,10.7794,9.92176,130.328,7.26182,15.383,25.1278,20.7386,24.8159,2.56271,18.3905,7.99123,52.2779,16.5326,24.3125,8.86722,14.1513,7.31416,0.1759,4.30361,27.0163,1.7338,7.94635,7.91671,64.5833,22.9905,1.86519,41.5413,44.8199,1.12493,48.8577,7.89484,4.97913,3.02466,2.15018,5.95335,1.38539,0.508131,157.25
-13.7687,4.91506,13.8326,7.84548,57.2846,12.4916,1.04952,6.24335,23.8252,6.30937,9.99611,13.4823,2.08462,3.34764,3.49411,29.4262,25.3708,15.277,0.274976,6.22497,20.3621,1.2177,40.8735,4.18582,2.46937,3.13134,1.47903,7.00079,1.7354,9.10505,1.98958,10.2014,22.2087,47.1865,18.2714,13.1714,9.11804,9.78088,6.60666,10.6709,59.3265,1.93372,0.619497,17.0607,1.06791,7.91811,6.19766,13.5354,6.32576,4.74446,3.01818,17.2881,24.2906,25.2878,7.07149,1.84423,142.075,1.86566,12.0837,73.5217,13.9091,22.2689,1.991,22.5275,1.36459,47.7207,13.6124,12.7879,1.11913,7.99552,4.53892,38.1243,10.2952,27.5145,4.85415,9.29958,6.13945,38.8989,21.0167,1.28012,34.5177,106.223,3.81252,54.3872,18.9884,5.6517,2.12088,1.60768,31.2752,20.2073,0.508131,164.324
-25.2675,11.2188,3.06607,1.56857,38.7903,16.1843,2.61431,2.81424,21.8001,25.5755,7.71905,22.6956,9.92006,6.91443,5.54099,12.9534,30.0289,9.26236,10.5198,3.86613,3.15805,3.191,16.5998,7.38443,9.54384,3.91833,0.276801,8.12711,6.07362,8.82485,1.11686,9.78748,23.1304,47.1865,16.2819,0.443376,6.95222,13.0515,6.15957,10.528,60.351,2.80901,20.5028,17.9616,0.545562,10.7371,8.62471,12.5093,1.63324,22.2941,2.44801,4.34512,71.1689,38.5909,5.38756,1.84423,75.3832,16.9917,8.31008,55.2364,17.2654,18.0994,1.00042,37.875,2.953,15.7345,13.2951,10.6792,66.8728,7.99552,0.968875,14.4425,10.9707,33.0512,8.63668,5.05326,6.33648,42.3879,25.7641,6.50311,34.1552,29.364,0.574037,47.1592,10.0924,4.48134,1.56794,12.3518,25.3078,19.4099,0.448231,157.952
-25.934,18.5119,14.1376,0.208511,24.7285,7.55676,4.62254,27.4345,20.74,8.72614,13.3044,13.0242,8.88229,17.4402,29.2901,10.3156,29.1547,0.708363,5.64293,11.2968,4.48733,0.0902671,15.1004,7.37628,3.37157,7.42834,5.08089,17.2934,0.060358,9.81797,3.77267,14.9414,46.215,9.91361,3.86674,18.7477,8.79564,3.07114,8.4317,17.066,37.413,5.21092,64.1407,9.71239,0.366461,5.85615,2.80401,19.3598,0.241785,20.0777,28.5103,63.3944,31.3494,42.9478,9.36543,8.47861,42.7446,14.8906,25.9283,7.19777,5.0198,15.2992,1.86394,4.14466,6.76806,40.5067,4.5065,10.9442,41.1914,45.3264,0.968875,26.149,4.78857,32.9293,10.8518,0.894479,11.8766,35.0896,3.56709,8.99001,1.39768,14.5609,3.63257,6.41542,16.8413,11.8933,1.62177,0.36099,8.58614,6.80522,0.387248,151.337
-18.5267,6.1632,13.9082,7.4308,1.5336,5.41012,2.46851,54.9558,19.2734,5.81829,13.0032,11.621,32.4183,25.662,8.81854,3.26849,21.104,0.477468,9.7291,3.54012,6.39112,0.0902671,11.8644,10.7322,11.1347,5.71843,41.8075,11.5335,0.335166,9.08942,3.99259,14.6267,44.1937,8.36518,7.16111,3.9436,6.14102,8.00107,5.64647,5.00122,33.4093,18.8856,10.102,7.06757,0.70937,20.8432,2.03214,48.4372,3.79748,16.0584,15.5519,84.4858,20.0935,14.633,0.528202,21.519,37.591,19.8561,32.9548,24.5335,2.44438,3.07752,4.37549,12.6911,2.5813,13.4333,10.3447,12.1281,11.2236,15.5243,5.29881,32.2209,6.94912,37.325,6.19154,1.61779,3.34865,8.01328,6.10501,37.9222,0.430759,1.73808,3.47884,1.15107,28.4044,6.66744,7.69362,28.1247,0.090878,2.29783,0.241542,143.873
-24.2893,19.3431,4.77705,24.2157,8.82253,3.90442,9.51456,52.1643,7.82089,1.08231,14.4248,0.639844,9.20175,13.3564,7.0226,3.26849,25.6561,6.16916,20.7498,6.04085,0.192914,6.0698,22.255,17.3981,8.54518,6.98618,41.9583,21.8841,1.55888,0.616918,3.95761,2.58356,47.9057,39.6643,0.512635,4.14969,14.2221,3.88765,5.28036,3.88372,83.5873,11.7027,1.53773,8.75784,3.71366,0.991832,0.737434,22.5748,4.86191,0.693676,7.38267,27.7664,26.0515,3.02692,1.54191,24.5828,7.76295,7.65246,50.7594,73.3365,7.58991,12.7139,6.35656,12.7968,6.45305,20.5349,22.7719,12.332,19.8531,9.23477,28.0913,71.1478,1.99765,69.4489,8.45535,1.70387,8.60401,26.3983,6.21843,32.3956,24.0539,6.8522,16.3452,4.73062,19.6681,1.92544,27.6938,13.9345,11.3545,1.53901,0.125626,155.408
-22.908,13.2273,0.133791,12.897,13.5854,4.01638,8.09364,59.1728,0.586863,2.66666,25.1589,0.612646,6.42882,5.87065,2.57801,23.0422,43.9601,3.90304,28.4999,8.63008,3.47827,11.7543,2.24965,15.2628,5.76519,5.58286,23.2342,9.25973,2.40986,3.33836,4.31343,2.5083,38.7112,0.950145,2.57993,29.2486,14.2221,8.96302,8.14836,8.72405,50.5656,8.44432,21.4361,4.52685,2.40325,3.02437,0.851137,10.9974,11.9321,15.9137,32.0547,16.8828,41.7961,19.0113,48.6106,23.9775,4.91884,19.9362,56.6614,58.0507,2.94096,2.03797,13.0824,12.3183,5.07024,22.2792,16.1957,2.60914,29.5994,9.56167,11.1794,38.0663,15.372,22.3625,19.029,15,1.09009,24.9011,4.37478,16.4153,7.56811,1.01642,13.0333,5.67651,29.3223,4.45495,0.124967,15.3137,5.5285,1.60164,0.254571,148.9
-21.8838,40.2005,1.09217,10.6678,21.656,20.7992,7.40999,23.8553,4.11304,7.65128,21.8155,0.307745,1.40531,2.30895,1.46702,21.5854,22.6408,9.97156,24.1047,7.62943,0.201905,16.3095,6.60793,15.6503,15.2711,1.1687,1.41639,4.71705,5.66359,44.5859,4.30639,3.96134,7.96167,16.329,3.38887,32.4082,14.7586,7.41261,2.81647,3.52572,35.4909,6.21302,11.9175,19.0477,16.4878,0.692572,22.6982,10.405,9.21856,31.8048,1.68889,0.637382,8.51529,47.6495,10.8597,23.3569,8.08614,21.2219,75.5406,84.7273,8.05602,9.54672,22.4517,7.33703,2.20833,14.689,0.731234,1.8216,16.9551,9.63073,76.9088,21.664,0.122728,3.57509,7.20347,6.11533,24.8144,25.6152,0.0456063,17.7299,5.29265,1.01642,3.29459,7.36248,14.9528,3.39746,15.7798,30.8294,7.30443,1.21349,0.0465124,148.802
-20.0931,20.2363,33.5631,12.593,1.08239,23.7193,24.4672,2.5441,9.90015,17.7713,27.1651,2.59668,0.0655606,2.68771,11.591,23.8605,17.6018,23.2471,23.3512,0.00619297,0.574502,14.7414,4.45544,9.08567,5.10993,2.90852,4.43673,5.9718,4.23217,44.9022,4.4367,3.96134,19.3184,32.6399,0.23836,34.1218,14.7586,0.916304,12.8186,4.18537,6.60213,1.44215,0.112727,20.9189,9.94767,5.19328,19.1757,8.90171,9.21856,33.7388,73.4904,0.206284,1.84597,53.0165,14.4419,23.0831,5.92387,23.0148,0.97529,93.5874,9.03329,9.81694,4.53266,1.05874,31.9755,1.41617,1.77343,2.67155,16.9551,11.3967,30.4348,23.8992,9.93357,7.86305,7.63216,19.2548,4.83289,56.3339,9.67513,1.75791,35.4129,1.01642,3.29459,5.69143,12.1414,2.67955,5.76722,0.24115,49.4998,0.594215,0.0957988,147.013
