-40.2738,2.3194,10.5185,14.9831,4.89373,4.1271,9.75966,11.8899,18.9652,6.73825,31.8848,6.37231,1.32143,7.5137,9.19218,8.35647,20.0784,1.03322e-09,12.9564
-30.6538,2.39189,23.6544,0.712946,16.5441,9.50894,21.235,5.89516,9.64291,14.7935,15.8439,2.9272,11.9194,4.49689,10.4167,7.30675,45.5426,1.03322e-09,18.2799
-39.3169,10.429,23.9808,6.70555,28.3854,0.750635,15.7322,5.49584,2.00336,8.42728,9.7069,1.473,14.5746,15.8686,13.5725,5.16999,11.154,1.03322e-09,13.7723
-33.2855,10.6578,17.4253,10.8241,13.4018,10.6976,24.8008,14.2507,8.19974,8.32047,12.5375,8.87625,7.63788,15.3721,37.9856,17.4441,19.4141,1.03322e-09,22.1434
-55.7084,14.6981,5.50069,7.1711,28.3827,16.3815,20.2953,3.3644,3.61939,1.66904,7.52612,1.74042,21.7166,10.6041,20.789,15.2545,17.1335,1.03322e-09,17.5967
-35.8444,0.492834,12.9707,8.75426,16.3486,15.6426,18.3449,15.4529,7.27493,10.1842,4.12874,6.56683,25.6801,2.37493,2.98825,14.9242,12.6374,1.03322e-09,14.0665
-32.4551,49.7101,18.7108,3.89569,10.7796,4.05985,5.10554,0.385391,16.7411,10.3098,23.1162,6.69487,5.22967,2.5191,8.43385,10.2114,8.16467,1.03322e-09,18.2875
-35.3635,17.7666,3.88667,3.00459,9.57828,3.01124,0.230733,5.03578,6.72172,9.8732,3.85997,3.87275,25.4049,43.7763,6.04604,2.51831,7.86574,1.03322e-09,14.0694
-37.5678,6.17394,17.2866,7.40897,6.58699,8.77051,0.230733,28.1225,9.61878,17.1915,9.06929,19.6926,2.3739,23.0697,2.16339,3.22622,5.01435,1.03322e-09,15.4293
-38.7166,18.5465,9.39204,1.87001,7.3129,7.46149,0.230733,28.3872,9.07934,2.92305,12.4131,14.385,5.23847,30.3566,2.82676,31.8514,10.6966,1.03322e-09,17.4487
-39.0641,1.75579,1.80787,5.89045,21.3919,0.377455,6.69409,35.5965,11.209,2.13668,3.77399,23.8878,11.5333,13.5851,3.38833,59.8451,4.19366,1.03322e-09,19.9692
-36.2448,4.29803,4.18899,3.61523,13.6351,4.76473,15.6001,20.3004,19.4729,11.9554,6.00895,14.3517,8.6008,12.9045,3.18681,32.8826,13.6106,1.03322e-09,14.5952
-35.9622,18.6503,14.1418,9.67213,13.1387,3.36144,29.5057,21.7533,2.08609,0.157108,12.8504,6.73138,10.313,15.2528,3.81782,46.7992,12.9496,1.03322e-09,22.1934
-52.1687,5.34584,8.33385,2.80587,31.1471,7.35014,4.50975,2.80097,11.9843,8.91943,17.9158,3.95297,2.89087,15.8531,28.2501,25.1873,1.29198,1.03322e-09,16.5069
-55.5946,13.5613,6.27749,8.04046,13.8941,12.3545,2.68244,2.70724,21.9079,12.5834,1.5637,6.85928,1.05162,23.1717,16.4549,38.9456,10.8178,1.03322e-09,18.5281
-49.8499,3.82381,6.59645,4.5173,20.7162,13.8207,5.40377,2.32699,13.5588,20.5119,0.551313,7.886,16.7872,16.3178,9.20426,7.03403,28.0124,1.03322e-09,15.3493
-43.049,4.94065,6.80646,4.17458,14.6251,23.2429,10.8415,13.8536,14.6291,9.55619,9.21067,10.4639,17.2886,3.44765,0.601235,10.0283,14.4456,1.03322e-09,12.3222
-39.3796,34.9064,4.79151,4.496,17.9804,6.03473,11.9532,8.89874,15.8816,11.0907,9.66593,8.59475,3.07253,4.43164,10.6054,5.13162,6.99434,1.03322e-09,11.7295
-51.1639,33.7274,17.0407,9.56501,5.58923,2.38568,5.38329,19.9792,6.33852,7.85068,6.51949,3.52839,5.36983,0.946317,4.24577,6.39517,8.09751,1.03322e-09,12.1531
