depth	min	max	median	mean
25	854	1431	1216	1191
30	1052	1574	1358	1343
35	1169	1761	1474	1473
40	1278	1933	1582	1588
45	1381	2075	1689	1699
50	1542	2202	1797	1815
55	1714	2372	1970	1989
60	1822	2793	2227	2249
65	2041	2957	2548	2531
67.5	2149	3106	2692	2673
70	2477	3149	2820	2818
72.5	2723	3244	2958	2963
75	2883	3764	3154	3187
77.5	2959	5524	3353	3527
80	3005	7298	3547	3867
82.5	3115	8399	3782	4199
85	3196	9112	4026	4525
87.5	3261	10011	4255	4851
90	3392	10458	4463	5093
92.5	3485	10780	4671	5315
95	3549	11170	4902	5536
97.5	3658	11319	5076	5701
100	3765	11522	5248	5866
105	3953	11868	5582	6195
107.5	4037	12019	5761	6359
112	4229	12283	6089	6650
130	4981	13426	7272	7798
150	5901	14624	8626	9086
170	6761	15491	9729	10114
190	7570	16254	10797	11098
210	8505	17186	11868	12088
250	10185	18744	13985	14069
270	10974	19530	15121	15087
290	11773	20349	16270	16091
310	12691	21120	17391	17090
330	13543	21895	18513	18082
350	14433	22686	19718	19090
370	15277	23455	20825	20085
390	16087	24285	21974	21073
430	17890	25819	24230	23019
450	18817	26511	25386	23996
468	19597	27135	26422	24830
490	20416	28164	26979	25549
510	21155	29092	27528	26213
550	22715	30860	28628	27514
595	24518	32731	29917	28986
610	25173	33402	30355	29476
650	26779	35261	31753	31087
670	27568	36185	32457	31891
690	28344	37183	33172	32692
710	29308	38187	33868	33506
730	30161	39055	34601	34314
750	31041	40102	35337	35135
770	31982	41037	36087	35956
790	32959	41983	36773	36773
810	33914	42949	37486	37581
830	34779	43909	38241	38403
855	36014	44963	39174	39424
880	37173	46094	40117	40441
905	38389	47435	41049	41460
925	39321	48361	41988	42402
