1134.19,32.381,15.3388,35.1267,22.2878,66.0662,166.44,698.067,34.7316,156.905,23.5907,15.4936,97.7617,24.1606,64.827,74.8007,51.8607,21.0755,3.48573,9.94373,28.2516,24.256,24.7292,9.88234,16.0065,51.2916,116.575,7.01434,42.5181,103.674,22.6072,5.10677,100.614,21.6931,20.282,24.9195,10.3251,84.2701,41.8828,112.097,100.593,61.6254,23.9697,7.9224,68.1365,11.6029,22.1233,4.80236,28.0258,13.9608,59.0589,123.216,22.3968,15.3646,48.5175,22.9655,64.4643,11.882,26.8784,29.6497,48.8335,20.454,5.12929,14.3993,6.00324,74.9378,23.7269,42.9857,21.6599,33.8115,22.7292,8.13383,4.15977,5.58329,62.5672,138.344,83.5747,67.7097,33.9719,19.2314,30.4138,12.6378,37.9835,27.4208,22.9224,38.5764,32.3152,93.5403,53.3555,23.0377,30.998,6.81271,18.5572,79.4879,11.8403,157.59,52.1292,24.0689,10.004,8.51451,107.206,63.3879,78.3922,0.00785598,58.0473
1185.84,19.3174,15.7602,47.4179,21.2922,63.6198,166.44,782.144,29.3583,83.7581,74.9708,125.181,64.3031,40.888,64.4695,60.0045,13.6387,1.94739,16.1536,9.94373,1.46144,5.61358,13.7794,12.1764,22.6184,26.8912,48.3342,8.46874,61.9502,86.5036,31.4394,29.1392,152.918,24.3239,43.9171,1.06978,8.35487,68.4805,43.2492,9.7666,97.8319,32.2841,27.0916,25.429,61.8665,6.79699,10.4032,4.80236,32.0812,70.0519,52.9897,0.789869,14.116,10.6631,43.1833,66.224,11.2256,19.9598,40.1238,15.8175,46.9596,56.4794,33.5774,18.8732,16.0079,55.196,12.067,36.7296,13.2883,50.6581,22.1146,12.3834,67.3638,37.0868,47.7721,25.8611,40.2883,75.2085,24.2717,12.7474,35.2765,26.7681,8.6728,18.6984,30.7707,36.6421,51.5941,85.9342,37.6621,0.73839,25.0706,17.1172,93.0184,3.61727,23.1501,65.7473,5.55102,20.0538,11.2355,41.1159,8.96491,39.1477,67.2995,0.00441363,43.1209
1432.04,18.9719,23.107,12.9772,28.7014,42.9098,99.4312,747.262,12.6272,0.57881,53.0539,150.564,34.3595,53.5408,162.385,109.783,12.1397,48.1496,22.4416,3.47854,156.831,44.0416,17.3071,1.83067,43.7548,26.8912,38.9936,8.17144,26.4108,6.23835,4.25902,34.7365,110.639,14.5814,66.0741,27.5673,41.2043,87.3682,33.2857,4.34723,85.4354,23.9104,73.1995,24.992,41.8977,6.08194,70.6131,18.48,29.265,37.6967,2.49421,16.512,63.4883,5.71673,8.95545,24.0239,20.3599,73.0862,43.5372,8.40859,14.2256,105.823,24.1578,6.21363,2.34501,64.6803,14.3315,66.0984,2.38701,27.778,38.0835,9.22185,133.259,70.5696,54.13,34.8887,62.2286,88.1652,40.7327,1.57462,23.6913,28.3832,43.5533,10.3183,31.4668,30.7579,44.8552,59.9395,13.2007,1.60457,13.3304,3.67787,82.9115,5.72778,22.1199,36.9476,13.8136,19.9451,14.6029,54.5712,127.868,83.0964,34.6585,0.000754039,54.0037
1432.04,6.82233,4.99232,6.89265,36.5717,72.6026,146.981,709.935,75.1028,182.233,53.0539,73.3464,32.3984,41.7963,77.0342,76.3659,31.6209,8.58058,38.5537,14.0842,166.114,39.6198,17.7011,25.6418,4.73733,65.9383,99.4968,32.8477,42.1062,55.1308,30.2821,51.2895,41.2418,27.3775,19.5543,12.622,34.8136,29.4632,18.5207,34.3998,22.0295,39.1209,56.2895,33.0365,26.2643,5.31402,13.0646,18.48,29.8778,21.4059,3.11868,53.0291,42.3759,16.9112,17.5108,34.5204,21.0772,73.5721,50.9302,20.712,42.886,92.1765,24.9021,69.157,37.1342,50.8428,13.3834,91.448,3.95283,27.2896,8.727,12.7017,65.1374,41.885,27.0388,78.625,18.751,133.252,30.2527,5.23499,40.8739,17.2174,29.4993,10.6922,17.242,9.11879,45.7779,35.1686,5.89927,56.2187,12.4698,6.6726,3.30183,12.7436,14.6897,29.1654,19.418,25.9386,16.5608,64.6506,105.58,54.9371,27.5421,0.00340206,42.6705
1306.86,12.8246,6.10514,5.54656,62.6186,56.932,143.934,685.065,224.607,92.2633,44.1816,46.2862,30.5998,81.5513,34.4931,4.6232,64.0224,29.8193,38.8374,40.4855,18.6842,39.4852,40.576,13.7101,17.8215,4.51196,18.6578,57.0954,72.0287,42.6354,4.60456,64.5859,57.5605,1.52512,56.1069,70.4537,32.85,40.4871,14.6539,14.6289,86.4615,67.8458,74.3819,38.2043,35.759,18.3564,18.9069,23.7133,51.6409,33.9249,2.16025,48.5455,63.3251,26.9362,28.425,12.7724,30.4384,10.2099,89.7711,62.7199,27.3071,34.553,46.9508,27.2889,26.5867,40.9087,8.19522,6.42653,28.7604,35.831,20.4629,26.7546,60.3212,46.9978,5.93632,12.2611,24.8605,137.686,6.69639,7.18343,1.45292,27.7949,45.607,2.50756,30.106,145.898,55.7518,38.5435,5.69846,7.82481,20.0742,9.97925,6.98109,18.2935,28.5028,19.1084,62.2958,5.35918,9.20138,32.7409,93.164,87.4981,33.0251,0.00340206,41.8376
1271.17,25.2757,5.023,14.9735,44.8064,84.8954,82.1334,685.065,226.568,123.972,92.5716,41.2847,120.473,4.88434,68.7356,19.5655,7.34156,51.3329,63.7328,27.8612,12.737,39.7543,42.202,13.4594,38.6228,9.95826,13.86,71.7217,38.48,26.784,4.47319,47.6412,41.9264,19.0596,22.4758,85.9591,29.1379,76.4692,20.3987,16.566,44.0469,28.0294,90.3638,35.6274,38.2057,1.99448,23.3853,79.4895,12.3468,3.06028,6.48054,9.72981,28.9523,23.8862,53.6629,54.2549,3.861,6.21716,77.9457,101.784,17.1944,37.8131,83.2016,46.8654,55.3885,29.6678,9.75576,49.4015,27.6358,1.98694,5.13884,161.401,66.5467,19.4803,1.45026,22.0657,13.5699,87.8729,8.92297,3.64151,19.5413,8.94882,13.4483,13.9981,75.8083,35.571,24.0731,25.8953,6.61546,25.2843,0.40905,7.08498,84.0486,16.38,52.3769,19.7318,56.3361,6.74657,11.5575,48.3575,70.9885,35.1397,15.2658,0.00340206,43.7655
1282.95,35.3861,7.44119,4.26086,41.9917,68.247,75.132,685.065,252.863,63.8433,47.0575,61.6595,107.738,41.5698,73.427,15.2543,21.5058,60.7697,56.1335,19.868,24.8597,52.255,24.7452,21.0758,12.8827,2.49013,15.251,46.535,1.46717,6.68138,54.622,26.2901,11.4036,19.4755,43.9298,38.8334,34.0059,44.2107,50.7406,54.832,52.5262,45.3772,116.188,86.8519,3.03938,1.22688,34.1612,34.9353,45.3203,5.97905,5.37001,13.6804,43.7782,23.8862,57.4957,115.124,37.9592,4.60585,40.8524,77.0842,4.24805,4.32179,4.14781,51.8906,53.0417,34.5124,12.6941,55.4217,47.8691,20.2073,48.5777,125.031,32.1089,17.3617,37.3467,14.7055,5.7172,64.28,22.0137,21.5139,8.39956,47.9351,38.0866,41.8432,8.09617,7.60295,13.8995,54.7936,6.59025,58.7149,30.7972,13.9661,35.6289,38.7126,2.01861,12.9733,15.6598,14.9995,72.8377,58.2278,69.52,67.3122,6.55414,0.00405924,42.5893
1254.41,29.4106,7.74814,6.70196,68.1236,66.0354,46.9537,668.566,326.468,36.6995,40.8103,54.4797,173.513,14.4022,87.5318,15.3867,63.2121,56.8744,25.4643,77.3213,25.8266,63.6925,72.2629,8.63413,12.3023,29.0495,26.3049,47.1583,41.1049,13.2668,19.6943,18.6323,13.3154,16.8471,13.1484,3.96878,4.16826,28.2183,57.7515,58.5919,32.8091,68.4828,48.3553,78.2812,11.9253,16.2733,62.9857,49.5933,26.8028,9.86565,24.0688,32.8283,12.1019,18.4502,99.7167,23.7372,55.4737,20.4053,1.74912,9.69879,30.3474,22.0868,26.2158,56.7168,38.7113,37.6211,74.3349,5.97381,32.9053,86.4331,27.0135,70.6065,8.29152,43.0973,32.0507,20.3223,3.41306,68.634,5.2862,10.344,8.10584,4.53267,48.7446,63.8925,49.7989,22.2951,22.3976,3.78533,24.8102,34.6911,64.8873,52.773,5.42223,32.9908,9.99425,16.7123,20.8447,40.9867,6.32422,39.8922,85.0305,30.9937,18.295,0.00214529,35.4285
1235.13,35.6463,3.74724,9.9455,37.5021,50.4363,157.875,697.857,252.953,76.0442,43.6658,172.252,98.0325,6.8322,64.4499,13.089,63.9937,24.2811,82.9341,25.7831,65.9264,11.3785,101.451,12.381,15.0154,43.638,32.2464,32.6291,39.8912,50.1314,52.6292,52.3526,22.8676,16.8471,11.2829,21.0756,4.5964,27.6985,5.1461,41.18,33.5647,0.897352,12.0647,29.8681,63.6387,10.327,36.3854,20.6159,13.0279,9.86565,38.4339,69.5555,12.4514,32.3483,101.436,6.54972,22.8778,42.5385,39.6163,22.7622,30.3474,19.1696,10.6482,56.2737,19.7695,6.65817,6.54996,0.981914,61.5771,68.4452,33.1755,25.8725,32.2032,23.1914,9.21224,20.6229,43.6193,32.2665,32.468,36.2711,18.602,31.4686,40.1968,24.4357,53.742,41.4234,35.8922,34.012,59.6879,11.1494,58.2369,31.9697,16.2893,16.9691,23.1633,4.38687,28.1346,21.6181,6.95518,15.8397,35.5133,35.2388,5.78357,1.16219e-05,25.9153
1154.48,63.3892,17.8956,15.8662,65.5908,30.6659,37.8551,697.857,283.788,125.874,54.2975,213.728,48.2363,52.4021,54.5644,39.0502,97.1821,17.5677,1.96417,40.995,64.7558,11.5519,21.8891,12.6737,32.1201,87.0443,5.89595,12.4511,23.7647,42.1514,27.5751,40.0538,6.49124,23.2144,0.890432,68.2597,9.35427,33.3502,11.2654,73.424,40.0619,14.1805,10.1018,16.8221,77.6753,15.6937,40.2985,13.9648,22.9649,35.2068,49.5553,15.649,10.8338,42.6151,55.4288,65.2365,9.77101,3.24067,30.1109,28.994,39.6156,14.3822,26.5342,12.7271,8.24858,0.596525,34.9011,34.9764,15.9243,41.379,86.9119,37.5722,18.9921,62.0993,6.11446,34.3569,1.6634,31.0386,56.1439,48.2223,35.8876,5.51437,78.7911,42.786,18.5089,6.8149,62.9705,15.7284,12.7218,33.2688,50.3284,127.821,31.9627,26.2568,17.0575,2.66419,70.8369,19.8314,22.4278,5.34773,28.0315,36.3932,42.8928,1.16219e-05,33.6756
