1194.04,23.9545,14.152,16.8144,21.6803,61.0607,25.7909,32.2381,952.918,94.7397,72.6303,151.386,164.354,49.5293,35.5439,195.756,38.6828,17.6136,18.1828,50.1618,15.9158,33.0648,9.63387,67.6953,92.9262,5.12935,12.8155,15.8728,109.348,25.9366,16.1227,41.8033,69.5285,19.1096,58.2057,13.3594,18.5252,69.6535,20.5505,41.8414,24.6136,25.1677,41.8192,6.17722,42.1606,10.0687,8.16685,7.39237,12.7283,49.9031,13.1815,7.87792,49.0505,0.99871,19.8676,47.5132,15.9357,36.7206,42.9444,28.6579,47.3611,17.9111,23.1149,6.41724,20.6375,28.0411,15.3052,54.955,28.6739,16.1393,2.69772,6.37743,20.6211,33.4424,21.1704,40.73,73.9561,154.253,29.7735,38.5596,26.2931,17.9108,2.24441,98.761,8.55706,33.5379,11.0407,19.5539,73.3764,125.936,51.2091,26.5155,48.5515,3.2292,44.4649,0.762158,2.66933,39.5233,12.3982,36.3787,34.4207,100.74,9.78236,54.871,25.3516,5.89757,24.998,59.7342,14.9745,26.7636,58.1504,34.4625,10.531,25.0606,35.3597,0.000287972,39.7402
1174.94,35.613,12.8309,10.3993,20.2717,89.3876,53.0357,4.83594,873.881,114.551,116.934,84.5088,132.087,46.0171,73.4385,59.29,44.6546,18.6872,39.7436,46.737,30.1561,6.55479,41.7588,27.9112,22.8773,16.0626,58.6936,14.7114,77.0961,4.43481,20.0785,22.9909,119.016,76.5077,14.9214,20.6257,12.3019,29.9344,48.2434,40.0956,82.9674,132.978,34.5571,21.1184,37.9046,19.602,38.0471,10.1082,13.8732,55.4833,60.3794,7.24577,22.3056,6.76687,12.245,5.83306,28.4468,26.2901,110.219,12.4942,6.16055,52.1922,31.0705,18.3932,5.542,105.695,35.1958,18.8846,3.84011,24.2947,15.9137,13.8932,20.6427,20.5222,46.0334,21.8548,41.6693,60.0967,46.6083,26.8634,89.4795,29.0453,4.45652,43.0151,2.17344,63.2774,11.0407,3.50551,10.9945,6.20724,10.9851,10.7837,102.929,55.2902,12.3155,0.762158,2.66933,51.2146,57.9494,46.4114,23.783,68.5071,69.9076,48.4243,11.2516,55.6148,4.99033,57.2836,39.2327,9.54064,5.00435,25.4572,6.91933,59.774,27.2496,0.00202376,39.443
1249.87,40.1546,1.06478,38.5987,6.65983,72.5827,58.0742,31.4824,873.881,78.0198,163.478,125.141,69.1868,60.878,50.8018,176.487,62.0307,3.77056,10.9163,21.9505,28.2996,24.4107,61.9488,30.6793,15.0951,16.9918,51.871,11.3166,90.3322,19.1261,11.7067,17.3558,59.8696,6.77487,7.76239,36.9857,29.4319,15.7507,12.0262,70.0877,60.4094,96.2288,3.57446,51.0565,50.4517,98.222,30.3635,6.6879,71.5634,6.69987,11.6777,52.887,2.65231,8.31925,58.6479,33.3656,21.1536,22.4163,55.7604,23.4272,20.6488,13.8926,24.8137,23.6988,16.7945,92.4109,29.3729,45.2738,14.1147,48.0819,44.4183,56.7626,21.9014,28.0756,53.5373,20.9875,96.7282,43.8188,47.9834,34.6117,11.0267,12.6799,40.9478,60.6604,22.7024,33.1151,17.183,4.27872,27.9221,61.0705,45.9977,27.3472,25.3341,78.1106,47.9234,55.1823,17.7313,53.3662,15.2197,27.8396,70.3632,47.5702,41.9972,10.8293,7.60924,20.4337,23.8209,59.1639,23.3244,12.3497,10.8315,6.10404,40.2063,27.2823,11.8126,0.00224125,35.698
1194.4,27.4004,47.0903,8.97445,2.0103,67.168,59.7524,152.136,800.996,64.9087,142.873,71.2147,27.2893,56.9071,65.4525,86.4344,147.21,37.1431,79.3027,15.8193,37.9852,24.4107,46.9626,30.509,78.1781,8.19699,40.5292,56.466,3.07629,62.3685,85.25,28.2661,58.9116,59.0528,0.917139,19.5702,30.8861,7.38969,28.5499,12.8675,28.4898,58.2672,3.57446,75.4696,43.3017,2.93498,18.5665,27.9756,20.3169,34.5135,5.08115,10.0624,16.7936,13.7926,23.9457,91.902,55.4004,18.7753,76.1769,26.3385,36.0821,62.7752,42.0642,14.5878,4.62118,43.8508,48.4571,3.67315,9.09371,32.4138,99.9282,28.613,22.0972,12.6789,26.2832,24.2594,39.4479,17.1031,18.2871,146.119,74.7157,9.25985,48.1415,21.7056,6.60491,18.6261,32.6914,3.84234,18.036,10.5463,65.6408,24.6611,12.2239,61.888,38.7096,12.2779,25.4897,18.2506,47.3742,52.2728,33.4283,12.668,14.9143,6.17273,2.98428,30.1657,31.2843,51.9755,93.5177,48.1591,68.6997,58.8819,72.2905,116.321,112.408,0.00224125,43.1762
1124.95,22.3512,39.282,36.4113,10.4902,88.5483,11.0554,214.893,844.099,94.437,209.079,10.3622,26.8756,78.677,77.5962,62.5137,184.927,59.8427,115.695,2.93114,23.6735,46.1392,13.37,18.4048,23.1377,16.3031,35.8989,53.6266,6.29397,59.8207,56.1759,32.2332,25.1151,8.12391,26.7618,15.9803,12.9743,81.2196,52.6469,26.8761,13.6537,93.8479,4.83709,47.5009,29.0474,7.78393,9.38248,13.1171,23.9993,27.3049,6.98673,12.8176,12.8228,26.6694,9.3698,1.36078,59.1319,43.7386,53.0806,6.06006,10.2654,36.0917,25.1271,19.2246,30.6848,1.63768,27.07,31.3246,24.2982,50.0969,15.9062,39.1109,19.5588,15.3609,5.27206,47.2109,53.284,84.1334,2.83248,37.2189,43.2859,17.935,36.4025,37.3138,17.7283,56.8411,94.5275,6.32792,29.5137,16.9183,32.8652,30.7976,10.6535,35.036,3.34493,30.8055,54.7237,4.03456,51.429,43.2324,6.53186,19.8182,52.563,67.9352,5.68704,119.54,12.8811,11.5208,25.1891,32.377,2.10231,64.9994,39.3582,7.24649,51.676,0.00450329,33.6015
1165.19,21.9798,20.9541,34.5061,6.84757,106.107,35.9747,134.386,844.099,11.2881,118.414,8.60675,9.95528,82.889,77.061,70.6253,219.595,32.2113,59.3256,27.226,28.6036,22.7943,51.7037,40.7974,92.5568,112.562,21.4807,50.5742,87.853,26.0685,59.6162,18.6325,82.7514,32.9308,0.860969,4.80829,18.4341,18.7046,75.3584,3.71946,72.006,22.353,27.6403,8.56526,28.0438,35.0598,12.0205,18.0442,67.1745,10.1901,34.8312,14.4933,7.19054,14.0547,8.02002,62.6166,61.5627,49.0952,33.4509,8.16157,34.8183,80.1072,72.3304,18.2617,20.3549,28.7438,22.0969,79.3548,15.1336,6.4059,28.0603,24.2518,8.81546,74.306,11.5812,136.936,37.1252,25.3644,47.8053,9.51332,19.5088,12.6806,16.7867,20.7881,14.8856,74.0002,127.391,25.0636,36.105,14.5121,35.8118,25.1628,14.8611,4.74908,29.3694,14.4147,21.6664,9.6255,20.3106,70.9075,8.38569,15.8504,37.797,133.706,25.6069,11.3013,2.91726,8.00525,25.7635,21.665,12.6776,64.9994,4.49844,28.7771,47.6504,0.0107181,42.9998
1310.8,17.915,4.65103,29.464,48.6847,77.1191,14.5181,179.143,892.281,122.535,30.7897,113.877,56.8905,107.466,120.462,11.504,48.5723,11.4603,94.7493,15.5198,35.0249,33.8009,35.4047,69.7339,37.4052,123.099,19.8887,15.792,6.5845,41.2955,56.5403,28.7745,160.678,30.0606,5.64782,108.468,9.76453,38.9848,10.4402,28.5405,26.39,20.736,23.657,9.76634,24.6572,21.5714,12.0205,8.65496,26.4702,56.37,20.2758,25.5838,6.24363,20.0395,11.6675,21.0947,17.6964,33.2271,17.4281,14.9123,15.1214,27.5127,53.4595,20.4621,7.74208,54.0987,12.6127,6.99586,12.823,74.183,32.357,16.867,2.90035,37.0165,18.2527,75.2911,48.4241,14.3716,95.1435,67.8576,14.537,14.6531,9.5087,20.658,18.9746,18.7376,188.217,31.9943,19.8196,42.6239,9.31273,38.5396,8.37776,41.9042,17.7942,18.1028,26.3012,0.781205,10.6796,39.1741,7.30038,61.3221,28.1868,21.1868,36.1862,42.7475,3.43974,50.869,2.90826,43.474,18.0553,29.4179,7.87601,33.9845,32.3581,0.00163082,32.9922
1249.8,20.1224,13.2508,25.2719,24.8405,133.194,24.5103,88.5251,892.281,148.141,90.7658,123.103,76.4404,17.5742,96.449,26.0725,125.017,6.49833,35.9068,58.4163,74.7067,28.4895,17.4759,66.9264,12.5306,65.0079,9.11569,17.9616,37.4361,25.9329,54.5553,19.4308,37.0898,54.1792,10.8048,51.217,36.0668,41.3046,75.6295,0.305578,108.846,3.22027,25.2677,12.1687,20.6554,8.34297,12.5815,13.5781,114.827,24.6703,15.5683,12.2266,22.4063,10.7026,11.6675,56.9206,13.0574,4.9347,29.9145,3.78604,15.2029,29.0923,72.4258,19.465,35.1668,10.0717,9.22475,5.89783,6.12247,75.2509,9.29886,24.0092,68.539,7.17411,21.7529,35.6851,47.9639,10.8924,30.5251,70.2182,18.6935,16.813,14.41,38.4798,15.645,20.5975,113.69,31.9943,17.5734,32.6968,20.9608,7.45229,1.31777,27.8428,17.3208,7.54186,118.864,7.58907,75.1302,9.62351,9.01432,29.5203,76.5471,16.8438,44.2486,53.0973,27.2831,53.1739,48.421,30.5383,128.271,87.5617,44.5829,13.9006,21.7536,0.0612325,42.6583
1436.49,28.3557,5.83395,17.019,22.3265,64.639,32.4974,101.79,900.099,152.362,5.39495,96.2943,101.794,95.2759,43.2572,35.426,76.8224,39.9386,47.2813,6.88528,76.9404,21.5315,37.8349,67.5283,9.11295,9.3194,17.605,12.9742,34.8228,37.3429,17.0537,20.5355,65.9625,20.9312,52.0049,52.9962,36.4345,160.809,30.6212,13.1111,72.2378,3.55891,37.344,60.607,5.25696,14.3497,28.4302,35.2896,34.8133,22.6762,28.0958,12.2266,16.2012,7.01716,27.0777,77.8052,23.3006,44.3339,15.9696,45.7424,18.3541,93.2568,58.7684,8.55931,13.6716,8.00666,5.54459,19.7725,36.693,79.0003,2.27635,23.501,40.7824,4.50883,26.2643,12.1664,16.4346,14.9278,23.3891,38.2177,71.0688,9.26118,16.7477,34.8924,15.756,46.9292,31.4626,105.955,20.0872,24.6181,9.12134,18.0077,7.67536,33.2655,46.2865,9.03037,47.9477,21.501,67.478,12.0351,23.6185,49.3066,54.1291,62.3339,19.578,13.8124,23.8257,58.6909,13.08,32.534,133.24,4.34448,133.849,2.73418,2.51084,0.0839672,39.4488
1165.4,56.3594,8.13363,24.6317,3.61565,66.7925,29.0956,67.618,900.099,143.095,24.2717,69.4904,108.49,185.917,45.3284,64.1191,106.525,131.935,13.1551,25.6104,17.9019,22.7912,30.9339,45.3074,6.88581,9.11218,19.1278,28.1732,12.5273,10.7757,22.7995,10.1004,19.7463,23.3214,17.8793,106.163,5.51742,144.097,85.0646,15.6534,19.4493,11.3184,67.3971,73.6653,20.2709,30.1269,10.586,14.8374,26.016,30.1072,67.7776,6.0892,27.8395,53.8947,3.8122,25.2365,23.7753,20.6892,24.5267,35.3321,13.8386,70.4617,74.9733,28.3169,18.4524,54.0952,17.5366,11.8485,16.8596,13.7525,11.121,1.03613,13.5812,8.18063,40.3098,62.8774,11.9205,22.3481,70.4049,22.2086,16.0526,31.2131,31.1916,8.3567,3.49309,10.7559,44.9558,55.5263,112.125,3.58136,38.9764,32.3588,7.12234,12.3071,29.8043,28.8852,50.0153,22.3738,54.8391,36.5845,58.2942,59.0214,28.8305,18.1176,3.88218,32.1325,21.497,57.5879,3.54408,4.37294,81.8842,83.9499,74.986,42.2003,93.4165,0.0598297,39.6301
