"site.id","site.name","lat","long","age","MAT_tjan","MAT_tfeb","MAT_tmar","MAT_tapr","MAT_tmay","MAT_tjun","MAT_tjul","MAT_taug","MAT_tsep","MAT_toct","MAT_tnov","MAT_tdec"
1766,"Montezuma Well",34.6492,-111.75225,0,4.05963143388408,3.72225536066025,3.40975787050936,2.76264754061571,2.39578497495088,2.30676091460511,1.99694832656732,2.05302424335964,2.27008696827672,2.64998198625843,3.10573698677292,3.73873112508879
1766,"Montezuma Well",34.6492,-111.75225,34,3.73813851673815,3.70927959924036,3.03375955340452,2.5415830450801,2.23124050867006,2.17581538037414,2.00292164245561,1.99985750869066,2.29594273840713,2.42178440234367,2.97568524814915,3.63622895677151
1766,"Montezuma Well",34.6492,-111.75225,68,4.19329295925482,4.04352285777961,3.48265055797045,2.86858147135696,2.37217871815895,2.19469471414924,2.03020617186465,2.10431722500586,2.30171638653613,2.58032245081094,3.44677326156701,3.92999322162266
1766,"Montezuma Well",34.6492,-111.75225,149,3.79483731033175,3.85975659442373,3.50589244967557,2.89357439166621,2.64520713636273,2.5238689088282,2.11278556419076,2.22113044699221,2.38718289357522,2.69431972387328,3.17487496720027,3.53256513057279
1766,"Montezuma Well",34.6492,-111.75225,285,3.81563113251811,3.81571484763843,3.29027565591897,2.71746733468773,2.5493075504661,2.39286798392261,2.06342657021606,2.08046379575166,2.27060206330375,2.43712048834343,2.80642832553292,3.65377747817325
1766,"Montezuma Well",34.6492,-111.75225,413,4.33667222766377,4.2685404533657,3.64727009208173,3.00833546600204,2.51155142277542,2.32739325252504,1.90782381554908,2.04980223894271,2.4369364002403,2.86798525031304,3.38408952467195,4.17480661213035
1766,"Montezuma Well",34.6492,-111.75225,542,3.71294367924685,3.51743022522621,3.12941875302747,2.80249472233855,2.32824212283514,2.32912203215771,1.99244633628731,1.96716208797304,2.1749080647793,2.59819358044763,2.9624895068323,3.53602848103716
1766,"Montezuma Well",34.6492,-111.75225,678,4.35536531650806,4.2236151418559,3.74490666434208,3.20325928920005,2.85207194268802,2.57204200261141,2.03022353896455,2.2856722633773,2.52923104264324,2.97543337292865,3.39221390281262,3.97106528315957
1766,"Montezuma Well",34.6492,-111.75225,800,4.11704945590212,4.09671813483373,3.61005660406509,2.78809073160144,2.23101348744409,2.11933570255706,1.79579718793097,1.88122820088367,2.25573079879318,2.7464367549128,3.34184119040782,3.98476810745455
1766,"Montezuma Well",34.6492,-111.75225,935,4.4122331577214,4.26856722195747,3.69420281207189,3.14326393540644,2.73524599766583,2.51907471485392,1.99287925794282,2.24410790567169,2.48174130176857,2.99345860954239,3.47226799990166,4.13950192666792
1766,"Montezuma Well",34.6492,-111.75225,1071,4.12266664982305,3.99136603850993,3.65928064037429,3.02435647650943,2.84492401896484,2.60356504876645,2.05081772309965,2.28547770806582,2.44125410762808,2.85849713103467,3.30682847983229,3.8610265770021
1766,"Montezuma Well",34.6492,-111.75225,1254,4.17602837603644,4.31903556942216,3.54750597165691,2.83424323796132,2.2614242950883,2.04932327082387,1.77076261881128,1.86154267577812,2.23945596680407,2.73774292143433,3.28737080182064,4.03964973442629
1766,"Montezuma Well",34.6492,-111.75225,1457,4.17378434687615,4.28966892041382,3.57267268956002,3.02174033481323,2.50697796842751,2.2053441520234,1.95174202601951,2.18740474779534,2.52434869530665,2.81946359963205,3.57920221681688,4.12798121810444
1766,"Montezuma Well",34.6492,-111.75225,1590,3.73695939856869,3.50753371428225,2.98544778463031,2.43622033344856,2.18086412336058,2.07929501686079,1.94328277766078,1.88766212641053,2.18700770153252,2.26984154031571,2.8979631233037,3.5396055976024
1766,"Montezuma Well",34.6492,-111.75225,1719,3.63309850466166,3.4488582187865,2.9934250908864,2.69683071174732,2.29351324904469,2.25948639955384,2.00643255201694,1.99018440582977,2.22121452368492,2.37272107610318,2.77149207906337,3.23410866094825
1766,"Montezuma Well",34.6492,-111.75225,1849,3.74518432356743,3.67360433178627,2.99069128876621,2.4271809271484,2.20042474256225,2.08187347109846,1.91887227232543,1.91807967325725,2.16859010044123,2.32148836665125,2.92558245825815,3.58532502996492
1766,"Montezuma Well",34.6492,-111.75225,1939,3.7565283948702,3.55004244602315,3.00882672819656,2.42544509327137,2.19518586639767,2.07088272461324,1.95699852242724,1.90079432373739,2.16258422686377,2.28919678389235,2.87755726253074,3.5660900847004
