-39.5891,3.3747,16.0795,1.20907,0.880654,2.93517,2.29027,19.2888,2.84122,7.99128,11.4327,7.11622,4.46588,6.63556,6.65968,19.8962,4.74542,5.23453,2.94686,15.5167,12.3148,4.84065,2.53768,19.3378,9.28489,12.0652,30.8664,11.0941,13.8724,17.2875,6.01076,15.8407,8.40003,10.0158,3.94783,74.5245,19.8524,66.9913,78.8572,52.3555,61.8363,36.9018,13.8769,87.9036,10.5406,22.2594,27.5811,1.77158,11.9977,11.7881,0.452394,2.80547,1.63527,3.09363,11.2211,1.6002,1.77298,20.9752,11.2563,1.72486,2.02075,6.12555,9.63436,1.10702,6.03892,3.50347,6.276,2.0456,15.2285,3.15597,0.877029,3.23364,3.26975,1.25487,8.15696,8.31056,4.64519,0.630361,3.85334,9.79772,8.96453,1.66718,6.26846,4.85432,2.53143,2.36983,1.78557,11.0571,5.6393,1.66027,8.6382,33.6262,0.646891,12.5907,9.29391,9.28869,29.6018,11.9641,9.70956,8.92452,29.3071,18.555,9.8401,2.5624,0.0742707,98.2611
-37.7104,5.29491,19.8264,0.691769,0.872878,2.02215,2.93606,4.27757,0.799626,9.23074,5.36373,5.10584,3.93131,13.1294,6.65968,13.014,8.81123,12.6112,1.49498,18.9593,2.38453,4.84065,2.08888,15.7249,21.8184,6.1783,27.0312,14.3308,25.9834,1.47406,9.28288,13.3453,5.18144,14.0608,3.94783,80.7879,19.8524,66.9913,78.8572,60.3794,61.8363,21.0172,15.6915,68.6067,50.065,26.531,20.7516,0.568398,11.6659,1.14917,4.13787,5.68558,6.09344,2.88132,0.173456,4.03709,2.96674,14.378,6.70826,1.31195,5.30225,4.05114,11.3086,2.82857,3.65725,3.16621,5.83642,2.07444,15.5938,3.88373,4.03355,0.415548,0.961945,4.41106,0.931464,3.21636,2.60444,6.8005,0.300339,4.28838,10.6836,1.4964,4.78003,4.60547,4.76076,0.935974,9.71735,4.62211,4.48547,1.54531,20.1057,51.7616,5.42769,37.6043,1.39674,6.4174,29.6018,25.6727,9.02592,9.02817,1.85442,21.8185,9.11671,0.54241,0.0328054,92.9189
-37.3604,1.48184,12.9684,5.21957,1.71399,2.02215,4.30732,5.15833,4.35494,3.88149,2.10577,2.91896,1.78311,17.1951,12.3783,16.2681,5.24831,16.9039,4.97475,10.6506,0.972369,8.90457,2.14903,20.8048,16.9565,11.7756,22.5219,0.20205,42.4375,20.6636,6.07108,9.39897,2.0372,15.658,13.6719,84.6723,19.8524,48.2741,78.8572,66.9715,38.211,34.31,8.11551,63.416,63.9443,23.0415,6.26163,0.628601,19.4342,3.25549,5.28249,4.742,5.84512,1.34822,5.29612,8.9551,5.71989,14.5724,4.63504,4.24124,6.84657,2.42763,4.84177,2.73685,1.64731,3.5501,4.36138,1.16036,7.86018,3.53363,6.4123,0.167006,0.920771,2.21707,9.7424,1.33076,2.79037,5.55812,6.08325,8.85917,7.8959,2.196,3.3354,2.13927,6.0834,9.09567,4.89743,0.918244,4.02271,1.8637,21.0419,35.6981,12.1054,18.6006,28.5948,5.5506,27.6844,14.8961,11.9319,16.6738,12.7122,10.8445,10.4023,7.04095,0.00511283,92.2176
-36.0998,1.68614,16.5917,5.63039,0.871228,1.74396,2.94437,5.92491,12.7887,8.50634,4.4053,1.91507,2.14808,3.19669,10.0756,17.1859,4.7213,12.4155,8.0366,9.50864,0.578976,2.34037,2.78081,33.3459,19.9849,10.511,38.6896,3.45056,55.3893,15.5033,3.8464,1.36462,2.28253,13.4118,6.41822,85.1212,15.7887,39.3349,76.5802,59.1678,32.2342,44.7411,32.7727,63.416,44.4421,28.8375,26.7176,1.41936,5.67409,1.26943,8.92601,5.61638,2.06092,3.64592,4.09113,1.13109,5.75387,7.74891,5.86019,3.8598,4.07074,0.207791,5.26371,1.6528,3.16927,3.99005,1.20547,0.95992,7.32393,3.53363,7.77583,1.74964,6.12784,1.69411,8.94371,5.90189,4.84419,2.484,11.0038,6.53461,8.99481,4.7208,5.78611,7.01428,6.76039,12.2015,6.40671,6.09105,3.23807,0.227368,15.1986,21.9494,16.7919,32.0071,18.3645,10.347,31.7333,12.1025,2.54061,8.1289,22.3574,11.4869,12.5842,10.1591,0.0128471,91.5959
-42.841,1.68614,3.49061,3.02977,1.26611,1.74396,2.80868,4.87824,5.69972,3.90354,7.19937,0.403751,2.66853,2.94567,15.4212,11.1036,4.71645,6.75452,22.014,22.6541,3.33134,0.191466,5.03294,33.3459,33.7754,1.5241,37.8734,1.82725,38.611,24.2937,3.31913,2.06019,2.30372,11.8427,14.8603,85.1212,15.7887,42.9495,76.5802,60.4034,40.4884,23.0938,22.03,33.17,81.9789,36.7977,28.8509,1.52301,6.30181,5.86951,10.3817,2.39136,13.1704,1.21224,5.12835,6.59232,4.07342,1.27115,5.54671,7.02703,3.50988,1.60835,9.65014,2.07721,5.81881,6.25036,3.97954,1.88086,3.82787,0.0553889,5.20558,1.46393,9.92419,7.79677,7.81452,6.09216,4.28466,2.484,6.42436,7.94065,4.38041,1.52956,10.2374,3.42547,6.9383,8.54233,3.24294,1.61579,2.70257,1.39503,17.8836,31.4166,17.9549,36.7479,14.7316,17.133,56.2305,11.0399,1.6977,0.880378,4.3441,7.89148,8.58769,1.74837,0.0358066,100.952
-37.5118,3.09044,6.558,10.1896,1.56254,3.8417,3.32653,6.45844,3.27359,0.981066,2.29825,0.580862,2.58835,0.351782,26.2932,3.75378,5.38369,1.48497,22.014,9.88804,13.8732,6.60781,12.4704,20.6267,33.263,5.02752,26.856,4.39453,35.1391,15.4564,2.15854,1.17944,2.72815,9.56723,16.2103,107.633,15.7887,42.9495,78.047,70.2774,17.2823,23.0938,29.2075,54.7296,55.2818,21.1583,9.58085,1.63052,2.24711,3.1733,7.48251,7.93594,8.1654,2.03243,0.865467,0.251935,11.9763,2.90137,4.14153,8.42271,0.594006,2.44487,8.51133,0.895387,4.9771,8.3036,7.44883,0.842514,2.56341,6.81238,18.394,12.3307,0.177855,9.40317,3.8909,6.40853,1.10358,15.8715,7.20561,3.92434,3.90896,3.34069,10.4537,5.56692,5.69187,7.68822,12.11,5.15033,17.2271,0.97879,22.3055,12.6,20.7381,35.173,3.0389,6.04627,56.2305,25.1515,9.55896,4.27681,6.49756,4.37913,3.68269,12.8888,0.0239437,110.515
-37.5689,10.4567,14.0298,2.26841,7.925,4.93426,6.75601,5.44765,0.400622,0.151256,4.77117,4.92182,9.80023,2.15297,14.938,2.92224,0.612337,1.48497,24.9806,11.8743,15.2138,2.17801,1.13455,9.70329,54.5596,5.30613,8.5578,1.66844,35.1391,14.5466,7.37334,4.84268,1.44952,17.9996,25.4975,107.486,13.6638,35.9995,59.789,64.1848,18.4986,23.0938,30.7112,46.6764,55.2818,24.1161,36.4448,1.05713,3.71007,4.80053,2.78934,2.9242,15.1545,2.87945,10.4106,4.995,0.699282,4.12751,8.86191,6.41136,4.47693,3.23891,1.32364,0.895387,0.0756016,1.28589,8.51805,4.39485,1.93458,2.98013,14.1619,10.6372,3.2252,29.5932,7.12,7.14751,1.7494,11.0853,7.68985,4.6057,10.2652,0.301874,14.3904,2.27674,2.03144,11.3836,8.467,4.86911,15.0622,0.152436,24.2882,5.88487,16.8246,15.3216,3.003,5.41617,42.2683,9.63196,7.8789,18.7994,17.0712,10.3182,4.86189,9.56632,0.0287754,108.804
-35.3828,16.3373,5.51883,0.838411,5.44994,3.44835,4.97953,5.60409,11.5414,9.24807,8.09422,1.0872,1.45336,0.878672,8.3857,10.1786,3.96108,1.05485,20.5741,1.97315,16.4715,4.95162,2.483,11.9934,36.3941,1.42314,11.6633,5.4523,46.2881,18.7755,7.37334,1.0647,12.9753,19.5253,18.2372,75.6789,38.6506,43.6492,89.3829,43.9763,8.65659,5.49977,33.1751,115.251,42.0975,37.9601,4.08103,0.684266,6.38309,1.1384,16.948,10.338,13.6835,2.5973,7.44004,3.69512,2.01325,9.62517,11.0341,5.40597,5.24699,5.4266,1.35901,3.03606,0.301758,2.3926,5.96255,3.62984,2.19359,4.61458,13.8475,8.70551,12.5286,9.59791,11.3659,0.617564,3.55908,9.28208,8.94402,3.2245,4.9613,0.539873,9.89021,11.9821,2.58195,5.52345,2.22737,3.95087,11.7569,0.721332,22.5487,7.74044,6.28699,5.05719,2.20886,5.41617,8.52021,9.58613,4.4773,27.4862,5.96334,49.6466,4.93197,7.28657,0.017452,103.537
-37.485,7.60988,7.08065,7.0395,4.04587,10.1173,8.72582,5.69293,14.6095,18.0692,6.15357,2.65956,0.740241,9.93687,2.87272,3.12642,3.96108,4.82766,16.0005,1.97315,6.05671,1.8658,4.03363,18.6061,26.2743,1.42314,6.28222,10.958,46.9345,15.8656,3.09284,19.1833,1.80007,19.6262,18.2372,81.5032,55.7003,46.2731,88.2798,34.928,8.65659,13.1195,8.08638,41.1478,42.0975,37.1765,61.8807,0.347559,17.2322,1.38661,8.96871,12.0441,10.5483,1.04275,4.03996,5.72448,0.73604,5.10208,14.3026,9.92643,6.08688,9.12026,0.722361,6.32445,8.03345,10.1003,1.70486,2.47385,2.72103,5.33481,14.3489,6.96399,7.24554,18.6078,12.9239,3.13843,0.421573,4.02577,7.05314,2.30268,5.54975,2.63493,10.8463,0.989223,3.78904,5.52345,3.62319,6.11991,12.3671,0.926832,1.55144,9.7735,0.515983,18.5885,14.3446,5.41617,17.7615,4.73772,11.615,23.799,1.84684,52.958,11.7131,53.6922,0.00392944,110.629
-34.8651,5.23051,5.35697,2.86278,9.29825,9.94491,6.38756,5.84672,15.5124,13.419,8.15006,4.66591,0.735927,9.7514,2.8546,0.481616,6.43883,6.74935,16.1355,1.97315,6.03154,1.18586,6.10661,18.2731,21.9974,11.3835,0.162743,13.1006,46.9345,15.5053,3.09284,21.0109,10.0583,15.7802,11.8205,72.9246,47.1788,42.1077,88.2798,39.9682,20.9407,16.5941,20.5125,28.8805,33.7981,42.132,82.1325,0.385175,0.135217,2.68704,5.58963,4.62491,7.27413,3.36341,4.15512,2.30912,1.17733,1.28765,13.2363,0.992264,6.33856,4.01009,0.673372,2.34575,2.66422,9.9496,0.302111,1.65299,0.839911,8.50055,4.11584,3.19848,7.41782,10.6736,5.44416,6.03945,7.30003,2.13881,5.06517,0.586518,7.70345,8.80012,3.78389,4.17465,3.10205,3.51813,9.76524,7.99712,17.8593,1.16138,12.983,5.34163,7.88543,22.2709,12.8515,7.81924,22.2843,11.123,21.5555,28.0581,20.8751,18.2862,28.3442,46.0931,0.0071766,93.1781
