-37.0881,22.642,4.56703,1.83508,39.6017,4.10912,13.632,7.86406,20.598,11.4164,2.38829,16.4839,9.35915,1.2607,7.23467,3.96574,7.26936,0.134249,0.226392,13.8589,5.8642,3.30899,5.67951,0.87208,4.00209,11.7883,11.453,5.80532,11.2954,15.4873,20.1002,5.3743,7.87631,0.0341627,55.7934
-36.1971,20.0196,7.02937,3.8206,37.3592,16.8498,1.22566,1.24028,24.2434,1.25528,4.18764,16.0407,28.2756,9.7211,1.10974,5.47919,2.72823,2.25145,0.801924,1.37626,2.00882,18.801,14.3921,7.1703,3.1468,17.224,9.82062,12.1789,8.36071,12.625,25.4625,2.86513,5.95754,0.0124655,57.0857
-38.2933,20.0196,3.86949,7.00998,42.7849,4.10451,7.0971,2.53793,26.8091,3.34563,6.53527,13.2141,25.1902,8.7027,2.65614,0.500497,5.47533,2.28568,0.469789,6.5891,7.89275,3.79694,8.91763,7.48448,4.32611,4.3262,5.98302,9.69423,4.60157,7.81034,20.2403,4.20316,9.05688,0.0413688,50.1728
-39.0856,14.3146,4.38001,7.82234,52.0155,5.25018,6.70999,3.89734,10.9067,23.889,4.081,26.8305,2.43413,8.69246,2.87246,1.40635,10.2228,5.85761,0.793175,4.1371,0.683619,0.733552,1.65159,1.57732,4.70016,8.53738,4.09727,24.7037,6.32103,0.561945,20.6177,0.866513,3.80742,0.112697,55.0488
-38.2441,13.5958,7.50684,7.95233,46.0839,10.4246,6.71302,0.838828,10.9067,13.4261,10.1255,17.1114,4.16002,8.23119,9.00324,1.47492,11.7065,4.69527,0.665881,4.10463,3.5508,2.72373,15.0817,2.64185,4.70016,10.7558,13.5596,22.0228,9.38682,1.67025,4.20177,3.47085,6.83648,0.00886142,51.257
-38.3889,8.50363,10.1214,12.4109,38.366,13.671,3.33427,16.7945,11.6653,0.432486,6.18142,10.7886,15.2876,9.12493,11.1438,1.83026,1.06158,18.4478,0.442695,6.47555,1.19543,5.38892,16.2503,3.60022,5.53579,5.79083,1.8681,13.9838,12.1153,1.73696,6.40968,21.5905,1.40501,0.000337956,50.4333
-40.2544,8.11306,13.1211,11.4926,39.7533,2.17932,9.029,21.1618,12.3207,5.81676,11.499,1.19291,3.25923,12.0434,5.65239,2.39253,5.45034,15.7327,0.218362,4.0573,3.13984,7.36263,11.1063,4.27819,10.268,11.2557,0.800295,22.7561,8.29468,1.79411,16.4339,11.6864,2.46812,0.000337956,51.2046
-33.6615,11.2685,11.9955,3.07826,34.5941,7.44388,11.3985,18.6806,9.96744,5.53597,34.5553,3.79488,8.49378,9.79838,1.5769,2.09454,19.6948,2.45185,0.287763,2.78218,16.7166,10.1273,14.4305,2.7747,2.58871,13.0639,2.96669,31.6253,12.5745,4.96991,10.443,8.15214,12.1602,0.307479,60.1543
-41.4726,3.99949,11.9274,8.46695,47.7291,7.87763,10.5682,0.728961,13.0563,8.83485,39.0874,5.62742,1.06826,14.7936,6.83386,0.647637,9.61589,10.1357,0.889629,1.04657,1.80674,5.20059,4.86363,0.319307,7.53914,10.6138,4.92125,8.05875,6.31804,1.12475,7.83152,19.2757,4.31729,0.173642,57.4378
-36.5725,7.77617,13.2931,7.23231,33.3074,12.6176,8.62318,6.03984,8.1093,14.0179,39.0874,0.946085,6.17753,2.41601,7.29045,0.647637,2.49806,20.4604,0.66326,15.2218,6.53579,4.04065,11.472,2.49027,4.27462,10.7874,0.640125,29.9251,0.924476,1.12475,2.33956,7.37451,6.84028,0.310704,57.8607
