37.5508,52.2223,51.3578,58.6464,72.3218,228.709,41.9949,140.358,133.65,50.5908,25.55,16.588,76.625,52.7078,62.6894,25.234,75.1551,5.93812,11.6603,29.1343,45.7157,72.1303,32.0133,33.9951,26.2171,47.7303,37.0691,46.6425,23.1052,46.3326,38.7178,22.479,14.5226,39.6613,9.33574,35.7793,12.4181,10.0906,31.8167,57.2057,44.0821,33.0463,13.3682,32.5897,34.7742,96.8807,100.302,25.4519,79.8248,29.0985,23.5661,13.8783,141.575,29.8895,22.3002,158.249,49.4166,18.07,134.82,57.1053,50.0105,52.4484,104.994,0.0204388,35.0589
28.8988,51.8882,73.7938,169.144,85.3871,220.727,45.7184,149.811,40.1335,75.5859,18.3058,24.2367,61.3289,57.8178,69.5787,44.6533,102.508,6.93517,65.6566,35.1171,18.0694,36.591,36.141,35.3253,17.3393,23.8056,4.18082,51.1074,22.4055,24.5018,35.045,49.3957,8.23948,13.1413,3.41288,15.9111,17.083,5.56139,21.3714,25.448,31.4145,24.0477,59.6972,84.9116,26.815,92.4565,29.9467,10.4958,5.01517,102.315,102.934,0.746998,103.471,16.7694,11.203,140.998,49.7772,101.987,27.6827,43.4563,63.8313,26.9674,7.49741,0.0280247,29.8296
-30.7498,56.7298,62.1244,124.246,111.277,182.89,60.082,54.8288,92.3355,81.1009,84.5767,24.9322,110.087,15.8661,108.99,51.5055,7.12841,20.1098,63.3782,45.0987,56.1212,41.2531,68.1503,32.6392,4.51522,16.9973,40.2082,24.6137,26.6643,1.57403,16.0868,17.816,18.2036,53.7163,12.2352,33.7592,60.6237,8.72954,30.5136,34.0358,38.4769,4.42825,54.8109,48.8309,19.5115,99.2978,24.4885,10.8087,14.169,72.4418,92.7651,53.0029,92.1691,56.7458,41.4242,65.4082,46.9251,30.0801,25.7751,62.1951,60.2411,13.1901,3.76824,0.0400247,22.5844
-56.3844,10.1131,136.359,149.221,138.222,69.4398,62.6991,66.9484,19.2852,37.8974,128.277,106.401,65.0671,9.91321,21.1328,15.4116,21.2513,13.6162,32.5383,48.2748,117.365,41.2531,46.9948,54.2703,8.56681,32.5403,123.238,23.8769,35.9026,7.93876,54.1266,13.8879,15.5428,20.3704,27.5999,45.4196,46.9989,16.5003,74.5861,26.2139,16.131,10.6815,126.333,22.4395,23.5491,148.552,12.1226,12.0615,39.4903,79.1552,62.5725,45.0513,90.963,31.0186,34.7961,50.546,82.4701,72.3768,21.8176,76.6072,33.701,79.9714,3.64242,0.0447598,26.8976
-21.3441,32.8237,46.5441,174.21,127.37,119.482,38.4055,56.9928,40.0893,30.9887,107.526,80.8214,128.867,9.91321,3.12492,18.2288,52.9742,11.7031,24.4163,28.9871,87.0207,44.7076,17.4126,144.149,39.7511,36.5599,74.2586,10.6104,13.0868,35.1489,75.7159,6.13569,5.92973,12.5276,5.75308,19.1831,22.5613,45.7835,25.6509,64.6582,16.655,11.7986,148.003,24.2118,19.5338,126.583,47.3049,20.5517,37.2602,43.645,76.6275,9.13361,33.7339,68.3319,16.3841,20.5791,57.4832,128.466,51.9017,29.6604,0.666481,129.384,5.99062,0.00854151,23.1527
-52.4292,91.1371,23.9581,30.5366,36.1737,175.054,54.9411,90.0364,32.6273,26.572,100.763,121.491,155.403,65.4741,3.12492,61.0311,20.5878,115.779,67.4295,60.215,73.0861,38.4634,19.8915,14.5121,14.3299,26.0831,30.6271,93.0537,5.0109,20.1818,102.331,13.1905,4.26149,8.33964,15.7233,6.73564,8.19818,20.0998,38.4934,8.63568,19.7614,69.9137,9.03456,65.2783,19.5338,33.824,20.2211,67.07,69.8459,57.383,45.7308,0.966668,44.9829,12.3444,92.3177,57.8275,66.2003,114.318,22.0234,103.041,59.806,12.1916,28.2315,0.0255955,28.0437
-25.4729,71.0977,16.2005,64.9666,96.5186,109.706,17.9766,141.336,42.9734,1.92743,21.0466,174.17,244.065,40.8188,29.273,47.904,25.1452,61.6377,32.1389,94.996,45.6942,6.48213,46.1895,18.7022,18.0852,7.48612,17.716,86.915,6.22373,37.8481,87.0469,16.1855,21.0071,35.5978,30.4794,14.7721,16.8451,29.7461,22.3676,3.85432,37.4245,28.7052,122.612,17.312,52.4379,27.8475,56.9408,55.8517,30.824,41.8352,163.941,0.966668,14.0116,30.6459,59.2679,33.4425,59.234,102.997,106.559,58.1846,27.6191,122.525,35.884,0.0950228,27.1505
-31.1788,61.6868,15.326,92.1276,80.8062,95.2523,22.1785,153.349,31.086,5.29767,59.6363,125.87,246.68,18.842,22.5192,46.1783,30.5074,63.3915,2.16994,35.2659,43.0968,2.14905,88.0206,5.18898,18.1461,54.9903,33.5057,111.913,14.5238,51.082,66.2991,9.90535,41.6233,30.9364,29.6341,19.2203,18.5257,39.7517,12.672,7.0563,40.2381,19.3068,74.1307,9.45987,44.7429,25.7989,52.8559,64.0642,57.7376,39.5795,89.5661,13.1229,167.682,20.0722,33.6237,7.5811,56.2661,145.687,96.327,95.8041,47.459,84.3944,25.0969,0.0740759,26.9418
-41.753,26.4216,41.9443,74.3838,53.3271,67.1518,39.9692,172.632,56.894,30.1397,60.7445,163.184,200.225,26.6371,8.41729,54.7995,8.85431,51.9135,41.1721,32.4623,15.0987,7.20553,155.504,19.1554,41.8418,9.48316,22.7475,74.7176,18.4429,74.1381,72.5535,5.50994,45.4347,14.067,0.372002,25.1942,25.9904,44.9205,21.8913,3.19137,56.9696,10.471,48.7862,57.0772,146.928,50.2618,120.902,9.23556,21.932,39.0121,2.36988,48.1464,36.076,22.5206,34.5789,70.0965,40.6327,130.737,59.8528,76.5357,9.8283,20.122,38.4969,0.0491633,24.3992
-51.3422,14.8651,26.1633,74.3838,69.4912,27.866,39.9345,194.132,83.5182,53.7145,78.0566,166.582,209.032,19.9995,26.2539,59.64,19.5461,4.06541,42.2222,52.3887,15.0987,11.4983,110.351,12.6809,48.9544,15.6123,50.8942,83.8942,21.3826,65.2708,69.9483,10.0816,23.675,11.6949,14.1694,21.2271,38.1,63.3073,0.379814,13.5793,49.5911,25.4985,17.5759,28.9056,56.6586,51.2935,25.2148,21.3681,30.0944,56.1712,1.1557,29.7922,16.9548,44.0718,31.5989,181.287,32.2748,85.3878,38.7667,78.5158,42.1097,48.61,19.6274,0.0238273,26.9879
