35.566,54.1814,14.2002,14.4387,23.4374,138.675,128.085,53.9357,53.6886,159.695,176.814,52.4461,86.8619,18.9064,32.0731,7.64401,124.993,177.293,132.65,87.4229,38.2301,39.2909,109.296,133.507,27.1926,49.8868,28.7064,4.51414,54.4171,96.7527,106.161,14.6589,3.2985e-06,16.9253
36.5477,40.6814,9.67327,7.53468,5.48824,116.449,187.229,40.0469,88.8005,263.23,134.296,105.658,80.2043,29.7517,59.9692,7.79297,111.794,282.641,33.4099,86.7553,14.0402,64.2175,34.1604,75.449,108.356,14.5462,26.6117,16.4565,36.0589,4.97511,39.236,70.9475,3.2985e-06,18.2101
-11.5023,86.6242,20.6789,1.60683,71.0171,108.382,90.9519,24.432,55.8265,159.543,4.86033,94.6273,267.978,145.638,54.067,107.842,87.6468,60.2667,185.111,44.6675,107.877,106.093,36.7884,117.46,41.5789,83.0949,29.8967,60.9276,142.851,5.79493,153.524,35.7733,3.2985e-06,24.8081
36.6579,49.1328,3.48817,26.3333,36.1372,112.059,217.585,23.8094,21.674,90.0734,33.4502,20.0764,14.4029,140.733,83.2534,44.1833,149.608,41.5679,22.9077,62.3895,160.175,94.9185,72.1269,104.41,71.9003,143.419,6.98539,135.363,154.244,165.135,60.3794,30.163,0.00010393,25.8074
39.0823,31.6109,32.2273,55.1504,19.9463,144.391,107.968,15.5088,62.3663,112.301,30.0087,43.9342,135.143,114.482,40.5274,82.2899,106.007,39.1007,109.786,56.2942,30.6039,55.3176,41.8853,189.607,21.7086,177.664,16.5046,83.5494,9.59034,8.57624,138.85,76.3001,7.74171e-05,19.9927
18.9456,5.53606,17.0548,49.4184,89.3201,55.5481,141.532,49.2363,23.5395,9.07568,7.16995,81.6265,89.2353,92.8767,15.0663,108.02,153.35,37.7112,47.8583,12.6693,109.921,60.0149,10.9899,239.712,67.1623,199.264,16.4559,8.26749,50.1084,4.76997,13.1076,3.78111,3.65204e-06,14.7345
8.77604,15.0673,44.9153,17.9505,72.1071,24.8946,237.217,50.6263,35.2105,16.2771,16.8848,108.346,92.6757,69.8519,20.0323,58.8571,205.352,57.4994,86.2594,17.01,120.023,16.4038,80.1475,58.1355,36.796,59.5792,16.666,30.4897,40.8556,58.3753,18.4584,61.1278,4.55801e-05,12.2213
4.76612,33.6228,36.1739,41.424,155.492,24.8946,93.9655,8.62626,101.263,46.1133,16.5262,59.4124,203.22,46.9569,47.6663,45.705,19.3533,1.57636,36.1811,11.5537,119.654,3.27571,27.5617,31.1647,7.10795,70.1541,9.73877,27.9078,114.568,56.8446,64.6207,21.9081,2.95334e-05,12.5822
-61.4157,2.5453,43.6726,35.5134,197.769,72.1087,18.447,60.6823,69.2423,35.7256,95.9364,58.5778,161.207,52.1228,16.319,34.0485,157.357,66.7546,8.71851,55.0029,14.1149,15.814,31.7161,44.7582,35.5803,37.7418,18.5388,28.2713,89.6789,21.0694,79.7439,25.6215,1.16409e-05,10.5349
14.6115,6.7643,41.2588,12.2188,197.769,12.702,85.737,89.1785,13.0058,89.2518,17.0202,2.02956,69.5064,113.6,61.565,108.604,108.972,79.8374,128.853,68.6112,61.6595,46.3028,77.2121,193.497,45.5896,102.838,38.6315,18.8362,18.403,2.66138,9.65597,18.1522,4.52652e-05,15.4701
