-40.6988,21.2201,24.5121,117.889,44.4425,53.9043,21.5098,9.44971,8.27537,26.3492,5.35976,30.1516,16.6455,6.94749,19.9337,25.2253,49.526,16.5036,7.14304,46.0374,1.6514,57.2292,10.784,29.7781,3.17121,14.869,17.8166,18.7861,43.4879,19.1778,67.3614,14.9641,26.8615,2.52732,47.4939,36.2358,22.2636,44.375,46.1699,2.13637,60.1284,21.2571,38.6081,89.6276,15.1516,10.7357,21.3887,14.5661,13.4386,19.5184,13.5406,42.2031,33.3602,0.642082,48.7446
-40.3728,19.8754,32.3416,111.202,43.8151,39.8987,11.467,9.65523,29.4715,31.9839,15.4177,5.86393,14.5318,12.3736,23.2611,21.92,45.962,3.42869,46.05,37.0996,39.273,118.594,16.6238,27.7056,12.0082,15.9995,10.8982,0.371484,10.2529,10.9305,11.1722,15.5162,31.8984,5.56693,18.8771,20.3323,13.6827,14.671,35.4069,11.0027,19.7475,23.5221,25.2757,32.546,52.5384,55.3668,23.2655,2.64207,13.8458,32.7897,11.3094,10.7846,15.3601,0.620893,42.5665
-40.8026,24.7619,85.8938,141.255,9.73022,2.37253,12.2441,10.082,29.4715,30.0951,17.3013,13.835,18.3781,2.216,11.9259,10.1221,44.4743,3.93721,18.9549,34.7251,55.4672,60.0325,44.8483,21.0322,7.71724,9.70056,1.81778,6.66696,5.33419,12.3164,14.6029,29.5732,26.2827,22.1284,0.753993,13.2478,13.221,3.50954,24.5102,13.1917,8.70726,8.60456,48.698,18.7878,28.6182,28.4037,52.9393,0.919652,30.0523,9.30282,4.54787,9.58502,9.31415,0.597723,38.175
-40.5673,1.40307,60.5726,141.255,7.85182,12.9882,10.5335,9.0336,47.8155,21.6451,22.933,4.89072,40.1174,34.3089,10.3028,4.09558,45.8263,8.76362,3.9285,32.0736,21.1577,20.4508,41.6774,34.4948,28.4864,23.4829,21.5342,2.60989,33.6748,3.47484,8.15923,61.2333,20.9182,5.33631,21.9826,26.9377,19.7848,35.7145,10.053,40.0793,57.8766,20.1013,45.5256,10.3091,9.86564,34.2756,21.7758,14.3394,40.5089,24.8218,37.6581,11.8074,14.5256,0.479318,44.0406
-40.3965,6.09415,150.882,14.5872,16.6404,17.096,35.3556,10.8648,6.86397,62.751,12.596,22.677,19.5699,35.7053,10.812,17.5875,25.1248,8.67705,26.3028,44.7624,12.9146,20.4508,13.3574,53.666,22.9296,22.4357,40.4044,3.5822,18.2943,17.2945,57.6768,30.8932,38.1394,22.9554,11.7882,2.59826,8.09199,13.4878,11.446,51.4861,3.63811,16.2296,31.6325,29,4.50631,36.9888,9.2791,16.8903,42.5819,11.7758,10.3446,19.4973,13.5081,0.538983,39.154
-36.2573,4.7705,89.7309,62.5707,17.2504,16.6596,72.4325,5.70374,8.62003,22.0057,4.30298,35.5252,33.8296,13.1523,11.7797,14.1006,23.1308,1.14255,34.871,36.933,14.4088,6.86275,19.7949,16.5804,27.8414,24.1738,76.4492,11.3158,8.58411,13.0495,53.3838,13.5779,97.094,10.7673,8.26455,37.7855,16.0623,12.1369,15.6691,51.7002,6.80995,17.7508,1.40949,23.4575,18.7674,31.3943,2.61869,13.4824,122.415,28.9444,15.3841,11.1492,10.6822,0.486127,47.9739
-40.6633,15.3342,35.8205,68.4992,27.4245,16.4167,44.2414,32.362,22.7051,24.1879,4.76902,11.9372,19.0003,20.0265,6.7127,16.4802,14.6823,4.62047,25.6824,11.7015,8.72629,17.4526,46.4703,26.9022,27.3286,24.6186,59.9792,1.8385,60.0707,18.6633,23.4399,56.5496,71.4695,2.76622,1.06443,12.881,0.44766,4.16458,22.1645,85.0139,29.3745,23.0694,2.92662,20.3533,6.04578,27.4336,5.31119,42.8908,55.0288,44.1948,16.0301,4.38505,9.0402,0.310833,43.9511
-40.7976,28.0384,31.2239,44.7785,36.0941,13.9343,71.0159,18.5683,17.132,42.7224,19.5829,5.45866,23.8633,35.584,28.7849,7.47424,20.043,7.45073,17.6653,44.3129,9.59104,13.8681,51.7089,38.4193,5.00035,25.8077,20.119,30.3401,5.63833,15.8718,12.322,39.5761,22.5749,42.759,7.43853,42.4817,27.8701,10.7213,21.0612,43.4999,17.8281,10.5674,2.14798,20.0953,2.67488,6.04922,32.7292,44.2051,38.5708,16.3216,8.99893,11.0715,6.4103,0.183197,37.2528
-40.6756,30.6833,5.2187,74.3279,29.7782,16.6007,68.2098,40.314,7.7877,16.9459,44.7522,19.0191,15.2738,39.4618,12.4647,2.88619,22.2,1.87398,13.3831,7.33067,21.4158,11.7222,71.913,46.5546,36.1204,25.9754,14.8545,20.3796,20.4748,4.98513,6.02213,1.5359,22.6968,42.7718,6.67473,10.7368,37.7903,4.65968,7.27282,3.39791,29.5809,30.8036,5.15895,19.7005,30.9082,48.1472,16.2037,6.48002,13.0795,19.7288,22.7333,5.75636,15.1442,0.586424,33.5075
-38.3674,20.2313,8.01122,84.9503,29.1025,10.3942,68.2098,24.2398,12.8608,13.4082,61.1774,13.0143,32.6971,15.6945,17.657,27.6047,32.0869,23.4822,34.0818,25.1369,11.8353,2.1284,22.3252,55.2715,3.4894,11.2145,8.48337,12.5739,22.1092,13.9917,3.954,2.12193,6.84867,34.3146,7.10042,17.918,10.3198,20.264,11.3946,56.7731,32.6858,34.2934,9.07566,3.49731,17.561,27.052,42.5464,20.6718,39.0412,18.0853,14.4098,4.02374,28.3518,0.471162,34.3419
-39.0994,33.3251,11.6741,77.342,24.3278,17.031,72.7644,24.858,41.6848,6.93953,17.9054,16.8748,7.04678,29.601,22.9401,41.024,9.36828,3.24122,31.3355,3.67948,32.439,21.6702,84.6172,9.2669,45.8979,66.6491,5.99161,12.1952,4.69099,47.9398,11.5643,6.48656,0.990202,29.9828,77.0532,28.5699,5.97232,11.3966,20.4815,27.3818,30.944,5.92544,17.9586,18.4076,13.6736,57.9092,56.0275,15.981,13.7461,7.25753,9.67804,17.0521,13.9983,0.669266,44.4427
-39.503,12.3236,8.45185,75.4195,23.9595,22.618,75.3453,22.9046,41.111,13.6135,17.3052,24.0198,14.6019,19.883,24.2248,27.6078,23.5495,20.3269,10.0101,47.9197,14.1622,13.7655,55.9768,14.011,55.56,16.0925,10.0233,9.06564,6.48123,1.45118,2.68657,9.73249,0.914032,25.4155,69.8423,13.5301,16.8478,35.4705,9.98663,31.8544,43.5541,4.91579,67.1266,32.5941,12.7402,9.24911,9.6624,18.0057,21.622,8.12159,15.4218,31.1675,39.9919,0.266254,40.2708
