-34.2027,3.27812,15.1047,770.007,254.276,2.91557,94.5979,51.6123,57.5281,6.68529,38.5369,5.58866,159.22,3.57082,11.5193,44.457,6.91918,56.6794,51.5039,31.1996,38.9309,104.794,81.3551,14.201,2.58681,54.7035,30.9898,14.5287,11.4592,74.8925,22.7986,9.34534,62.014,47.7866,46.2744,50.0293,86.3137,78.6736,12.3727,53.6792,31.1383,191.132,69.8803,36.0493,38.8614,15.0006,4.00273,1.54259,57.698,84.6796,4.68767,0.0114361,90.7259
-30.5658,1.88422,25.8568,706.402,31.3996,287.816,31.3654,82.3116,74.4506,103.78,34.8642,27.3688,44.3076,5.55732,87.3135,20.494,40.229,68.608,23.1405,30.92,35.3928,91.3055,24.7224,11.3599,46.2207,33.8632,5.91015,12.7696,79.0432,29.2835,8.72271,67.8208,25.2881,39.1198,32.7329,65.5604,95.8373,20.2331,12.6103,30.04,13.573,14.2879,43.435,50.9613,12.617,32.2462,9.94537,64.2206,80.917,13.6496,28.2618,0.0129797,78.8399
-28.2383,9.14442,15.3498,550.07,117.903,313.441,54.9039,30.4176,29.9916,48.9827,15.2595,127.334,32.9776,8.01404,52.269,81.3557,16.1709,9.75186,46.4249,103.3,76.3438,11.5176,9.45554,17.4839,44.0072,18.1853,3.74606,101.578,96.4231,43.0876,34.313,28.4151,18.5995,31.6721,5.89315,10.7977,18.1395,35.8384,38.8937,13.6332,5.62726,68.8225,3.64032,39.7675,95.5484,53.1989,119.754,16.8589,43.2869,37.5582,42.3354,0.0149215,82.068
-32.1986,4.97628,13.4854,701.803,219.369,117.702,35.0545,23.6594,96.3792,5.80262,9.28351,22.4582,62.2597,40.3441,84.0576,67.3763,10.601,42.6198,98.1872,111.537,9.52157,11.9471,63.3875,18.4834,109.854,8.41844,21.2374,43.2602,32.2208,52.9737,41.5295,3.58863,2.23742,23.5411,24.3997,7.00234,16.3438,62.4088,38.0632,84.347,15.0483,7.76069,0.819887,89.8482,12.373,90.3181,101.87,37.7733,1.39988,50.0903,19.7089,0.0178595,84.208
-36.1435,2.94719,38.4534,651.034,212.255,62.917,69.1134,10.1453,154.476,16.1242,92.2864,20.1683,52.9217,35.5106,47.3575,62.3753,37.9596,45.6771,8.77919,55.4686,24.4192,66.5131,55.3091,14.6415,68.0631,23.2993,32.008,3.72566,74.0051,27.4869,49.9362,51.8929,40.8487,6.90268,16.7782,75.0762,24.1723,8.01044,5.93539,63.5847,21.6235,23.6157,61.0721,32.2665,52.0143,90.2585,24.5715,9.04984,18.1263,32.8586,25.8158,0.013404,82.0951
-35.1321,3.33131,18.6015,692.991,140.38,219.131,96.2727,16.8076,119.166,45.5668,56.2865,72.6688,45.2748,5.69803,7.63269,10.9391,20.7893,13.0383,16.868,24.4354,34.3099,129.598,22.2272,78.6321,42.4149,32.2841,12.8062,78.5872,47.2899,24.7783,15.1538,44.3364,42.9623,51.6813,23.0884,31.2647,30.1169,93.6601,90.3061,23.1388,139.227,62.3959,46.6191,28.0052,79.776,162.564,58.7075,49.2203,6.33097,36.868,70.3189,0.00833954,88.4636
-32.926,12.93,9.52665,638.908,160.054,214.32,53.4146,12.1666,115.596,141.941,84.7493,48.6819,28.3595,1.08356,6.96354,28.4118,14.8463,11.7881,25.3672,40.1668,11.0355,21.089,44.0222,33.1185,40.8195,2.97108,32.7946,32.1042,53.8313,24.1087,3.26411,11.5744,14.4938,12.1258,21.4268,29.445,44.7907,43.1857,119.017,25.8095,13.4742,76.2138,63.4488,0.626728,11.9262,34.2468,58.4869,41.5877,41.5019,91.1418,13.3351,0.0101765,77.8636
-38.141,20.9406,9.18653,558.684,199.221,196.209,46.99,119.143,20.1761,95.3869,156.215,20.1278,6.49523,22.3213,43.5822,28.9713,4.60694,19.6213,67.4669,59.8832,102.172,91.2608,24.8572,28.1195,37.4728,38.6692,128.671,143.231,44.3136,28.4498,55.4975,4.75403,36.3192,37.277,72.178,57.5398,41.0955,11.4449,18.4723,16.0861,11.0384,22.3374,34.9046,3.56172,71.7617,149.903,64.273,55.2003,56.3108,37.0747,19.1022,0.000674175,89.2058
-28.3683,9.68876,7.43098,515.317,418.419,79.4208,212.251,6.97749,104.178,94.1568,57.862,9.99757,2.34675,42.2979,22.574,7.56248,47.1227,54.6148,43.5528,1.60545,32.344,59.8964,21.2248,25.1676,38.0344,49.7991,60.0999,104.097,19.8425,47.7354,87.9606,8.08037,55.6678,49.7385,54.589,42.1613,38.3313,68.6921,9.71633,40.3902,23.9845,48.1794,65.7006,15.9839,88.4583,9.93156,39.0586,49.4868,56.6301,64.6486,52.8838,0.0137244,85.8163
-34.9029,0.386236,33.5785,528.537,357.758,81.8174,204.321,69.4773,35.4875,145.782,36.9911,14.2634,20.0071,34.5529,54.8208,13.5515,46.3071,50.0875,17.9062,23.7235,88.4216,35.5164,12.5243,75.2118,12.8828,67.3958,3.65028,43.2165,30.7711,40.288,78.1175,30.0046,64.3742,32.0522,6.64489,60.161,45.1539,28.045,1.51697,82.3706,6.30646,19.3857,85.3997,22.713,21.3232,87.0226,55.2651,27.206,54.6377,63.619,31.4055,0.0143854,85.7935
