-49.4322,9.90204,12.7131,12.3032,21.0758,52.9963,9.93112,3.13066,3.95405,30.6859,13.9516,37.1838,35.832,41.9056,16.1442,43.2844,31.4071,27.815,12.7537,11.4702,3.63858,17.0914,0.548105,38.8579,82.9912,9.4159,28.4104,12.1766,63.8043,25.1634,103.147,1.06098,26.2805,57.9417,8.34978,4.25735,34.256,22.0177,33.4741,61.1728,7.64064,37.8167,23.7417,66.2109,64.9194,38.6363,61.7125,40.1855,20.3979,67.5028,27.011,38.2698,23.0402,55.4579,11.3093,26.1859,7.80064,40.7494,11.4527,42.9029,17.514,40.6908,112.516,85.6237,15.3637,122.43,101.445,13.3503,12.0863,126.248,60.4136,27.3581,54.4257,7.02116,35.6912,82.5256,36.6671,30.6804,36.5564,35.984,40.2764,0.0281301,68.8242
-48.0093,10.6635,12.6135,12.444,25.152,75.0188,20.1148,23.337,3.27276,29.0465,4.83047,9.04744,23.8577,23.5361,15.1186,57.5076,58.0459,17.0263,10.4692,36.3899,3.63858,6.52104,0.548105,13.7226,126.417,18.8819,6.39814,10.504,28.3677,13.4398,23.6036,12.8767,13.152,69.5673,8.34978,4.25735,91.7409,25.9162,31.3139,64.7653,39.1753,50.7184,59.0621,66.5775,60.363,36.0521,41.0278,40.1855,27.701,67.5028,27.011,63.6817,29.7179,43.0653,29.5763,52.7076,14.1381,23.2342,14.1247,56.332,16.4212,51.6577,107.272,60.8369,38.582,38.109,128.027,10.081,5.4075,110.534,31.2393,33.6009,55.5567,49.5133,14.119,57.91,44.8211,53.3082,85.1969,85.227,72.8438,0.0639354,75.5866
-48.9542,11.0498,12.6545,12.4487,26.5052,45.0791,16.1106,23.337,23.9541,45.8634,3.79431,16.5118,24.1669,14.9617,21.1406,50.4253,14.0616,27.4122,15.1743,45.4766,20.1196,6.62775,0.548105,21.5686,87.2284,14.857,8.50934,14.7303,33.2767,1.17247,23.6036,39.9086,13.152,33.4635,5.45345,55.4533,38.5351,42.0071,35.4165,50.5936,135.268,44.2777,44.4109,44.9294,64.7093,20.8108,45.6705,36.097,30.3095,65.7544,23.4883,48.7168,28.0612,25.8493,30.7273,54.5582,18.4163,62.3195,7.20721,56.332,22.9939,66.2299,45.2918,103.168,39.1421,55.3144,54.0035,15.2919,31.3443,106.991,55.0383,32.0299,53.256,49.5133,9.43633,53.4614,48.9734,25.0231,109.905,48.6959,52.9049,0.0714374,66.047
-48.9173,12.908,12.6331,12.4361,22.4339,37.8572,16.1106,29.3815,17.2713,60.8935,15.6526,4.94551,22.7594,24.6581,17.0781,58.6614,16.3646,12.9946,20.6915,47.8805,23.3399,4.46828,0.548105,36.324,80.0497,15.1026,10.7675,1.57872,63.0131,1.17247,16.9937,23.2602,51.4586,16.6454,9.20322,65.0768,12.657,25.914,37.9902,32.7636,124.973,22.4058,26.6642,30.8358,90.3596,47.1728,45.6705,32.9997,19.9893,41.8231,2.80971,59.7647,39.9132,28.4191,87.5562,46.9434,17.4118,72.2013,83.6313,57.8442,12.2752,62.6514,22.4756,45.2242,52.909,54.1421,77.2843,10.5048,8.36803,115.501,75.0672,58.41,74.4653,54.2664,36.0611,30.3066,15.6402,6.61821,127.894,42.6322,70.3588,0.041262,72.4144
-48.6106,11.4296,13.0532,12.4061,21.1088,37.8572,17.1587,29.3815,37.355,46.3634,18.6955,2.97758,22.7594,52.0735,16.0978,58.6614,3.02485,31.9891,7.38474,43.1253,8.53441,8.50264,0.548105,20.1508,80.0497,21.5372,10.8327,1.57872,52.7115,7.06908,28.9207,22.1544,1.69413,7.3414,9.20322,70.918,9.07343,25.914,36.5098,35.9398,126.961,31.4053,20.9133,30.8358,106.194,53.606,57.7213,48.1164,20.1716,66.682,2.80971,59.549,92.8143,12.1165,89.488,69.8098,33.3466,74.8771,56.5196,52.7673,9.16408,83.2388,4.71513,28.0731,22.5581,34.3377,37.3074,32.5833,22.2332,178.371,59.2483,6.4197,33.139,87.1351,29.4734,33.0285,18.8617,23.3192,107.169,46.49,7.46353,0.0160342,72.4154
-48.6858,11.1866,13.0884,11.354,28.2096,40.0806,17.931,27.5654,26.4776,53.881,18.0628,16.0928,8.92786,51.3334,18.6636,28.0672,3.57044,17.6954,7.38474,15.8638,23.0075,19.5461,0.548105,31.392,90.9936,33.6968,3.51533,4.46782,79.3871,12.7345,49.6941,16.0341,14.4985,28.0918,16.5335,70.918,9.07343,4.29371,33.7424,41.3521,126.961,35.0204,72.4982,53.1919,49.3201,29.1938,39.8931,39.2512,35.6487,71.0536,27.6073,12.7038,164.123,10.5431,40.2299,54.7328,37.2973,80.3149,50.4745,52.5703,9.16408,32.2852,24.9441,30.7143,22.5581,46.1774,52.1188,27.159,23.0356,104.335,67.2215,62.6212,18.4481,65.4138,13.4471,62.6243,51.0813,18.9291,33.3359,32.6951,18.6136,0.0221343,68.5703
-49.1024,10.7285,14.0585,11.2521,30.7377,25.9126,31.227,24.1668,48.4579,50.9208,13.0768,27.8174,8.92786,31.7664,6.71802,15.6843,4.0711,4.19661,7.38474,5.98729,10.8093,17.6229,0.548105,52.7753,95.6718,8.16866,25.9749,45.0899,54.6293,13.1986,4.05025,57.7595,17.2127,40.3777,7.16897,58.2848,10.1788,5.33592,35.3965,37.855,102.61,20.2289,39.7413,85.9271,29.3228,26.5576,35.6119,22.8036,121.132,108.64,30.0898,14.7546,117.654,31.4517,32.6542,70.6364,18.479,20.6869,53.928,42.5947,33.2632,23.0363,19.7202,36.8823,42.8772,86.4745,42.2233,22.9961,7.14015,101.881,61.3949,25.5659,29.7085,45.3192,19.2847,63.9084,59.297,23.0703,28.6114,41.5445,20.0566,0.0336184,60.1096
-50.3653,10.234,14.0623,10.7544,31.2166,20.9795,28.5303,29.9369,48.4579,63.8886,16.5492,29.9575,7.10857,34.7936,7.35754,13.7281,9.62475,10.1038,7.38474,5.98729,10.8952,31.6984,0.548105,57.4956,85.9442,5.471,0.854083,32.5282,55.8763,5.41134,3.33717,50.6134,24.6439,38.9643,8.51601,59.5538,12.6384,8.72761,28.7724,10.6549,102.61,13.5947,68.4793,91.0886,29.3228,23.7086,42.3387,16.6296,140.19,103.037,36.6659,66.8488,149.197,15.3921,32.609,65.3517,16.7544,22.3826,32.8939,48.3186,30.9862,32.1623,19.8707,14.5563,7.48038,76.1125,38.2387,21.8715,6.61794,56.1938,61.0376,51.9875,50.503,45.9286,25.1959,43.4908,110.658,50.6391,26.4534,38.038,21.4406,0.045127,63.1489
-51.0713,10.7659,14.0791,11.455,32.3645,19.3514,28.3509,26.7663,54.6155,34.4409,7.42019,25.5685,32.3518,89.527,10.6405,13.6303,2.08876,25.312,7.43951,15.2597,30.0884,30.2342,8.60248,38.3768,20.1062,2.58549,0.854083,55.0353,46.7292,53.0389,3.33717,39.2547,26.5644,33.5126,18.1127,56.4731,15.6114,15.8078,38.5403,21.1257,99.1089,12.9127,38.0014,71.955,29.3298,38.2036,8.83884,16.6296,117.647,103.037,20.7077,18.2793,152.133,16.4208,32.609,92.4938,27.9122,0.97533,52.5101,11.9688,34.1111,56.9268,2.50163,45.2955,53.5096,133.003,28.2815,29.2985,20.7518,10.322,37.5387,31.238,104.591,17.1611,4.06067,38.1257,66.4139,53.9714,52.0903,46.4302,13.7151,0.0188718,69.6826
-53.1778,12.1319,14.292,11.2197,19.1626,6.12772,28.2428,26.7663,60.3168,29.2453,14.6682,32.8353,39.1415,78.8574,5.38328,13.503,7.08346,27.9774,3.02106,7.73137,37.4931,13.1547,24.9267,69.0685,18.2376,7.61866,3.64616,48.4609,27.239,48.0067,3.33717,50.2928,22.8558,72.8765,17.915,40.9031,15.5276,9.97537,36.5528,24.0746,66.125,3.60336,73.2423,64.5807,38.0732,46.4721,8.36015,30.1246,117.647,100.804,20.7077,39.3275,127.289,16.4208,8.9663,73.8427,4.44438,11.5396,22.1034,21.0453,74.6274,74.7273,14.5104,47.2908,8.96079,83.4948,41.5435,7.78654,15.1156,15.859,25.8575,0.660062,66.8515,147.511,36.8978,55.1573,69.4685,53.7764,7.5075,26.508,35.0814,0.00498805,67.7075
