-30.315,5.36087,8.17913,6.63553,32.5798,24.1487,30.3543,22.3945,28.4567,6.1169,0.0408801,66.3064
-47.0388,9.1847,9.93339,2.98755,30.9245,17.7691,32.4145,8.76544,24.0677,70.6875,0.0133007,71.0342
-1.42387,15.7082,11.5014,8.70625,31.5667,15.4972,10.284,17.8227,27.8667,56.5982,0.0346562,67.059
6.20613,8.2543,19.4083,14.632,27.3741,13.56,6.41764,16.7677,23.05,28.1432,0.0301535,64.6126
31.4411,10.4964,19.9899,13.8941,40.2829,11.9649,11.2301,11.7017,22.7929,12.83,0.00850243,64.4108
26.5992,13.03,15.0821,11.3017,33.0107,0.223516,42.614,9.94713,22.7062,18.2233,0.000502685,67.4137
3.05099,16.4132,0.990872,11.5922,13.3905,12.7514,42.811,23.4468,21.3378,31.9257,0.065097,66.7409
0.0628129,17.5185,24.2604,10.6793,9.51746,6.33818,20.6191,36.1147,11.5185,9.2187,0.0761287,64.8342
-6.68553,14.8297,51.9327,2.74435,16.8479,2.71275,24.9531,25.2071,7.81222,15.1033,0.115942,67.6265
-5.21839,23.058,35.6576,1.16162,26.9252,7.30309,26.3037,24.9029,4.99022,17.475,0.345183,69.185
-18.6958,38.9856,42.0003,1.69659,29.5766,8.49625,15.9954,15.2354,8.56323,23.7352,0.396262,70.568
7.50074,30.4803,36.0078,1.57594,31.8618,13.4913,11.3471,13.6144,10.5437,24.7592,0.466178,70.2775
6.51872,29.0711,35.8885,10.0192,14.1914,11.6252,8.23485,12.9392,15.9059,19.0262,0.400539,69.2462
2.48419,10.4084,41.4085,9.5383,4.94383,5.63768,15.7005,19.9742,20.2374,38.618,0.353452,68.7152
22.4998,21.6208,47.1434,13.0271,11.9547,12.3072,17.7985,4.10709,10.3287,4.011,0.197104,67.8817
67.4691,19.6691,10.988,17.041,3.76732,3.43251,23.8867,5.02342,27.9714,35.934,0.0404109,66.9118
38.8113,43.6886,38.9086,5.12099,4.88325,12.3328,18.0385,2.8822,9.96368,31.0621,0.454301,71.0155
23.945,1.83759,37.9115,9.79513,3.36333,5.94604,19.1765,34.1239,11.5466,45.9415,0.260042,69.3758
-10.4547,15.9217,19.0314,22.1444,10.2368,3.47514,19.5886,29.0178,4.90794,44.4708,0.0593598,68.3522
62.2853,12.3781,16.8125,15.8584,17.5329,3.58863,33.6112,26.4622,5.56103,25.0811,0.0486738,66.9025
-63.2245,10.7878,10.9958,24.9953,32.9046,11.7296,35.8047,26.4752,1.53584,31.0025,0.0486738,70.8345
41.8822,17.7973,11.2505,51.9025,6.38136,5.76713,17.5674,13.445,2.14443,14.1869,0.207293,67.5557
-8.9346,39.4009,1.36136,12.2929,30.6046,2.88852,4.0201,56.7752,13.3174,4.90075,0.0606313,68.2883
-39.0242,16.1311,10.7707,16.8351,35.5732,5.99463,21.7854,42.0509,6.4316,11.9543,0.19831,69.1778
44.1277,16.8192,15.4453,18.1926,8.14097,35.8752,8.78134,14.6736,4.04069,32.8924,0.168811,69.8998
-18.6718,6.71527,11.6911,17.8722,46.7466,38.6741,8.37461,19.978,4.04069,8.16983,0.00292865,67.0504
11.2656,1.53476,6.57713,17.2335,39.9681,15.2576,5.98437,38.4427,10.7465,7.28736,0.0464894,66.4414
12.8162,6.48938,31.6787,17.0667,5.79712,11.7095,7.63702,30.2953,37.3785,3.10202,0.0807509,65.8449
12.0857,9.90159,28.3466,26.4124,12.1975,1.07804,7.44355,34.8009,35.6812,5.45085,0.128867,68.1608
5.64355,3.30801,35.9366,23.991,11.0008,3.56321,16.1201,27.1742,9.86409,21.4697,0.0506427,65.6015
87.2688,16.975,1.50669,15.7955,21.9481,3.35393,2.92225,12.3456,31.1939,35.8135,0.0121738,67.98
22.5323,13.2851,7.03606,14.9066,26.38,3.5236,11.5422,4.16509,37.189,54.0157,0.00283186,67.5424
51.0112,5.7124,41.4713,14.1319,1.7757,3.34094,27.969,31.1857,9.13155,19.9837,0.0708432,68.7366
3.42061,18.3566,14.5269,15.1181,4.30555,1.92797,41.3966,22.2024,25.8012,24.2882,0.0198853,65.7399
17.9391,28.489,12.8352,17.4054,2.95343,2.16546,41.9524,21.3966,4.9145,36.6667,0.0909319,69.8393
-1.57945,23.7684,21.337,20.1742,2.95343,2.16546,28.3641,22.2917,6.66102,41.6195,0.0909319,67.499
-4.97282,14.9997,36.4398,23.4192,2.58842,14.7545,28.4552,20.6858,9.81479,16.4275,0.184963,67.0335
5.25153,18.2895,32.1517,11.0275,34.7198,15.6169,3.32746,23.8872,10.052,8.01912,0.0223134,64.9427
3.04674,14.4703,12.2995,46.8655,2.15574,7.63891,4.08204,23.5904,6.23729,45.3155,0.419011,70.1428
58.8282,5.42224,15.0347,31.8844,12.9743,10.4293,3.85862,22.2279,11.6767,47.3461,0.178977,69.3841
46.8135,10.3833,6.15068,45.7702,18.3323,1.14576,6.14715,32.5747,0.760198,36.4872,0.178977,71.824
59.7859,9.18226,6.15068,63.9657,16.012,1.14576,8.49589,24.8083,0.760198,8.95573,0.115399,70.2257
98.5871,6.12698,34.3987,5.7064,5.36086,7.67055,6.02442,42.1951,10.1266,21.2789,0.00728678,67.8773
57.7387,17.8026,20.9983,8.23074,30.7018,10.6852,7.6992,36.2433,13.3493,10.7102,0.300571,69.4717
-41.0087,5.86465,32.1194,9.18245,36.5641,1.64032,7.94901,54.7275,11.9546,16.4306,0.135048,68.9406
-19.5158,2.74844,31.6058,38.5129,5.83307,14.5927,4.2002,41.2346,12.0122,25.7359,0.0329233,67.128
-1.03128,8.02562,35.2299,13.0259,29.4058,0.784229,1.33849,41.4168,3.48101,4.47004,0.00408534,68.2629
-69.4299,10.4203,38.6156,20.9926,34.1145,25.0034,1.72492,27.2283,10.6172,14.8015,0.0507967,68.6109
-62.5865,17.8785,1.71485,25.0358,38.2576,15.1151,15.5973,30.4755,16.286,17.8178,0.0774003,68.9124
-23.1398,3.81845,49.4291,32.078,4.25722,1.85093,4.99851,22.5192,27.3242,21.583,0.0642796,68.7371
23.4402,12.6008,38.7166,26.6552,11.3652,13.8813,6.48597,23.7291,13.4694,14.3816,0.228365,67.0959
-57.4806,9.41613,19.858,42.642,18.1486,6.46068,5.32527,21.4376,6.49217,40.1664,0.487091,72.1343
-2.03409,6.76538,55.497,40.8083,6.86083,7.64077,3.58384,6.42221,8.25363,59.2401,0.20807,72.0291
17.5218,12.3816,60.4142,26.68,4.76927,7.28039,5.09621,23.9214,8.25363,24.281,0.390258,70.8998
9.18588,8.84791,33.3851,43.2294,15.4166,12.2681,7.95494,17.8765,14.0975,13.4638,0.369594,69.412
13.5567,7.57209,20.4887,24.004,20.4317,15.1968,14.4475,21.2237,30.4238,3.03749,0.324992,68.9271
10.8647,13.6498,19.5041,18.1816,3.6361,17.2328,39.305,7.33881,2.34331,34.8064,0.198773,69.6936
37.5802,8.96672,25.4584,20.5461,3.23953,24.7393,31.3503,8.59344,3.50889,42.2309,0.186926,68.4492
14.5656,8.96672,25.4584,19.7411,1.41623,20.2022,31.3503,5.31684,3.50889,33.6077,0.142184,71.9586
-51.3375,11.9959,25.1658,11.9584,17.2484,30.5126,38.1122,14.2317,12.2059,23.8194,0.197308,68.8991
106.709,1.6305,23.6659,17.6333,6.39095,5.37532,3.01185,4.04002,49.0607,22.9765,0.0159808,71.3424
95.6869,8.19397,27.9322,14.8585,7.68439,2.98437,3.01185,3.94226,40.5617,13.881,0.0258947,67.7414
58.9093,8.19397,37.9433,15.0946,7.8238,23.8589,1.76451,1.47274,40.5617,13.881,0.147094,68.8103
33.2072,7.74107,26.1108,28.9681,10.4803,20.726,20.6493,3.46886,13.3799,38.3032,0.177478,67.8473
-60.2266,5.13433,27.4832,13.3126,10.9754,22.7883,32.8738,26.3439,15.1368,13.6866,0.118471,70.5779
22.8095,17.1381,12.5906,19.8013,2.77451,42.0107,12.3071,27.8798,13.5144,16.7884,0.131278,67.5167
-12.2244,6.15401,7.78158,19.7399,2.77451,36.7526,10.8293,27.8798,14.5797,28.0043,0.213734,68.1674
42.7978,21.3341,10.7111,9.92464,3.45465,14.7999,10.5882,22.5879,37.6314,4.99826,0.126405,68.4521
76.3122,40.3354,11.3053,16.8034,12.8835,18.3765,1.57042,8.27816,16.7392,16.817,0.182427,70.3483
6.23669,5.03649,1.14902,6.61466,21.9238,48.364,39.2209,26.3081,2.60161,8.34543,0.0474766,67.1524
15.9077,8.65139,5.48333,12.0297,5.79106,28.5712,45.1695,29.0289,8.25814,10.0912,0.0298242,66.2716
34.0567,11.3862,13.0466,38.4476,12.4863,18.0988,20.6543,13.6024,9.03579,19.9872,0.0246383,65.0193
51.3188,10.4947,13.0849,25.8576,2.09139,25.2411,15.4689,11.8424,29.2422,10.5521,0.00644091,66.5758
111.1,3.73199,20.088,3.57594,3.98174,17.5575,54.8407,6.54058,8.8882,10.1298,0.00686306,68.0275
81.8909,13.3393,26.1263,11.8771,3.22851,11.1478,31.027,12.8853,8.37288,10.8664,0.00686306,66.8348
12.9752,16.7327,28.3165,4.32118,0.988285,19.4989,46.5163,25.266,2.28247,10.4589,0.0209764,66.3163
100.479,12.1184,20.5213,4.75399,5.2435,36.9668,20.8633,25.1684,6.02638,5.29435,0.0268275,69.2282
100.479,6.79674,19.8892,4.75399,4.92407,31.9668,20.8633,27.8639,11.4372,12.2914,0.0469906,67.883
45.1929,7.1133,39.7714,4.66812,4.14048,29.8431,17.1603,27.3106,8.546,1.76322,0.0174368,65.8881
39.9502,4.29492,36.5352,22.7238,6.67272,24.9568,8.24462,11.2157,15.7218,31.849,0.017805,65.827
13.1034,10.6248,19.722,16.8534,22.6836,28.3934,13.9848,23.9922,12.1244,15.4024,0.00158679,64.0748
-11.4395,25.368,21.3331,28.3463,8.61907,21.8003,16.991,30.8837,2.68501,23.5307,0.000915943,66.4671
7.61644,11.1967,14.2069,22.9817,13.0591,7.19018,29.5058,33.5605,16.1985,32.1499,0.0597795,67.5095
