-55.0537,8.58024,2.65644,18.4528,6.52079,6.85186,40.526,2.63524,10.8725,33.2195,38.6891,27.6183,9.78402,11.439,36.5955,3.60902,34.02,12.4978,46.6182,16.8235,6.19206,2.1256,38.3563,82.7569,67.2635,7.97637,67.0275,45.8745,4.43773,17.6245,39.6605,53.835,97.9687,22.9288,265.353,25.3599,277.607,116.221,39.1193,23.5264,65.7189,12.0769,9.26189,12.4186,27.8631,35.4101,18.7015,29.074,22.0754,7.54811,1.0826,12.0209,103.89,6.84077,27.507,40.6784,11.4902,19.2029,27.3518,29.465,24.137,11.6572,16.0535,9.58979,71.1644,21.8042,37.8431,3.28598,22.3097,6.3539,0.445895,33.8232,38.0292,127.976,17.7525,10.116,85.4823,47.6017,171.759,30.059,16.8419,36.3828,23.321,56.8168,6.9238,24.3695,43.6594,101.305,34.6237,60.3948,46.4986,0.062943,31.2035
-59.1908,8.91967,5.14421,9.4244,0.96517,6.95088,33.5811,41.4466,10.8725,7.63249,36.2978,28.0908,10.5199,33.869,26.7774,8.75345,35.0875,4.30604,44.737,52.4007,12.8878,15.2049,34.8284,52.8362,7.43932,14.5749,56.3641,54.7555,15.0074,24.7612,36.775,16.8831,90.426,69.7991,279.006,121.958,173.308,132.414,39.3437,59.3569,20.0123,24.2329,5.42051,7.61622,78.122,7.07366,36.1743,13.3402,17.9531,0.717458,8.32436,2.36563,66.4026,16.0109,26.7908,19.8552,15.9845,9.29698,14.365,54.4485,7.82079,15.739,12.7889,9.79924,15.9453,6.52971,45.2234,59.8426,63.6224,0.799201,50.4333,16.7432,52.8965,33.3161,15.6062,11.1716,79.3009,71.2771,74.3014,24.8318,177.026,34.0837,69.7179,95.6953,44.2785,93.4612,21.9511,81.1661,26.6577,53.7281,98.0965,0.0876933,30.9946
-62.5679,9.91804,1.98945,4.65222,7.77063,7.88678,45.7844,35.8561,27.092,5.06086,29.8269,35.0386,31.5886,45.0387,31.2155,5.68805,13.4608,3.22182,45.2844,18.2401,6.21724,20.1661,29.4371,38.11,7.50822,25.9906,75.296,47.6588,11.5589,3.59302,49.2389,23.0575,90.426,75.5877,279.006,137.388,159.123,113.301,13.8705,68.6674,8.7327,15.8038,4.27977,2.21006,120.231,8.23941,11.5001,22.2416,10.5244,4.38764,35.0424,19.2978,47.3549,7.47627,64.8376,14.8849,9.37049,11.1166,7.05436,24.9321,8.61884,48.2453,12.8866,5.7588,32.7797,6.88849,39.9876,30.3604,68.7707,9.51298,62.7573,17.3395,100.159,26.9663,23.6501,17.861,125.134,48.4497,13.4048,11.9696,252.808,14.0815,7.89612,85.2226,27.5435,121.226,23.1319,119.438,34.0392,193.79,60.001,0.00286679,34.7884
-61.8322,10.0826,1.94732,6.77501,6.31135,25.1393,39.0882,37.2404,25.4083,1.64938,30.2855,28.4776,5.92232,23.4927,24.1878,6.52558,21.4776,12.5239,35.4885,12.8606,25.5455,6.83781,27.8254,46.9941,6.94616,39.5755,67.7683,37.4497,52.5382,14.3656,14.9406,23.0575,101.62,59.859,266.377,119.333,176.531,179.769,0.341779,64.802,4.7989,5.89395,23.8947,2.82757,106.078,11.6583,20.9235,7.35186,24.3807,34.1541,26.0607,57.7436,33.6898,5.09311,83.6826,14.7536,8.19393,8.6142,11.1467,31.1664,12.4334,38.3962,6.7141,5.08112,11.4938,18.8072,31.2186,41.8312,12.0311,10.4937,84.9272,101.991,37.0341,44.6812,0.993021,1.12358,47.036,33.1101,13.9169,68.669,28.6504,23.277,74.235,120.456,48.8421,97.7009,63.7369,40.6847,20.629,125.496,27.7061,0.0628295,23.8629
-54.5991,6.71352,5.63991,5.49895,10.9886,23.549,28.6857,16.1615,22.9415,8.89761,29.3999,22.2252,20.7909,22.9468,81.5396,2.3126,12.2904,14.2523,15.5184,13.7336,13.6543,2.58968,4.75386,32.1723,9.32988,39.5755,54.7517,49.5666,12.3315,44.7303,25.7449,89.0433,85.186,22.8523,266.377,156.572,170.744,188.027,0.341779,75.2003,46.0519,24.1232,3.97879,5.64676,24.4615,28.8309,5.67227,31.7746,21.9164,3.24782,39.1869,26.2187,31.2321,21.356,93.3448,23.3425,19.3722,40.3601,7.86927,69.1977,13.1982,9.32696,9.2833,10.3564,2.95005,9.14661,19.6675,3.25174,39.4764,16.7456,134.405,71.5515,58.2022,42.3854,11.9386,116.292,148.919,44.9445,28.5052,14.211,39.2571,17.5345,93.453,128.096,28.4717,19.5228,26.0503,62.7234,11.166,49.9295,24.2656,0.0237992,27.0843
-48.3321,5.21785,2.94709,5.49001,10.7647,12.0881,18.0532,13.603,61.6467,7.88475,25.818,23.4195,23.3252,29.699,81.8918,5.05736,20.9069,7.60035,3.65399,13.028,10.2066,2.04872,6.83686,19.395,21.0334,18.8949,79.3834,50.5353,28.7047,42.1838,17.3313,104.397,70.9635,15.9823,240.909,159.81,170.744,189.598,0.341779,141.614,11.7272,19.7182,6.73314,16.4399,3.95661,17.835,6.77696,37.4491,19.1341,4.27626,44.2764,28.089,12.9791,23.4763,58.2635,24.4709,37.6554,8.7143,17.2954,27.0213,19.4683,8.1687,9.2833,23.5427,22.1175,35.6123,27.8724,10.6266,28.2783,17.3081,43.5253,16.4548,44.0586,17.7986,13.2846,33.0076,18.5637,62.8396,52.3859,65.2842,36.6177,7.13475,117.487,48.5988,47.1707,33.6134,25.9839,48.5304,21.1068,31.3243,12.1138,0.0226047,18.5053
-49.6309,7.82122,1.83443,5.90171,4.93201,18.5119,11.8503,30.4309,39.0487,4.18372,22.9236,49.2189,38.5742,18.5266,19.6272,11.0128,19.6522,24.6011,5.87467,13.2198,25.1766,11.4962,22.458,14.1019,5.7879,12.3401,53.3017,48.793,39.6544,71.2776,2.32441,107.36,92.7548,5.5931,217.368,169.301,170.744,222.828,2.38472,46.9116,8.51946,1.36528,1.30965,105.411,9.58544,21.1802,6.5438,28.5029,9.00294,33.1875,38.0848,32.892,12.9791,13.0322,72.1856,5.91691,24.552,18.9289,65.7219,33.8133,0.95127,8.12477,36.1694,6.85197,19.7831,11.5555,4.29459,12.2488,57.2025,3.8002,26.6761,11.746,62.1061,39.453,5.53309,1.69347,45.4897,55.1858,144.081,2.91062,30.6363,12.7142,34.8072,17.3686,71.514,61.4927,14.3582,19.1721,19.9578,30.2652,29.4744,0.099066,19.8938
-50.7931,7.82122,1.55418,10.1147,2.47889,19.8476,13.0709,25.5947,26.0561,4.82883,22.3785,45.7013,30.2634,26.4449,18.1671,19.2784,28.5361,27.233,7.92101,15.0085,16.9638,15.9207,24.4725,5.27741,8.57207,8.38603,45.4516,49.6913,40.9219,79.0222,31.4936,129.702,40.8885,10.7354,212.284,135.994,172.647,220.256,10.5509,48.9278,8.86729,13.964,53.9553,70.7408,26.6574,18.8561,6.46367,23.7824,43.1494,9.95513,17.4286,0.704754,14.0923,19.7468,33.7013,14.8385,15.2667,11.616,173.058,21.0814,13.5333,9.17626,4.61936,7.66438,11.7905,3.6111,16.7553,9.09692,15.3905,10.0398,33.8714,34.3797,112.85,34.2178,30.8418,8.86945,49.0856,53.1022,57.8425,27.4936,14.5261,17.4245,31.0333,44.9803,35.6084,23.2445,23.2403,16.7421,6.40344,64.6629,54.4695,0.157291,17.2743
-57.6293,8.88191,3.66617,8.88415,2.09268,21.9716,17.6091,29.5643,33.0707,37.5082,4.24221,45.7013,3.04472,20.8408,13.0566,19.8275,14.3226,28.745,14.4429,11.4917,33.736,12.9837,27.0697,37.8858,41.3775,7.90497,37.7193,46.3057,31.2457,86.0552,30.6105,115.184,46.2505,17.3604,169.116,171.279,146.823,229.079,9.34055,38.9495,39.5239,12.7965,58.3133,12.0895,20.8606,30.6979,5.35149,2.10145,12.7148,23.7498,17.3725,5.55713,17.9778,13.1905,11.8942,39.5168,4.24248,6.59177,173.058,35.7858,4.66204,19.3732,12.6828,6.14081,46.0329,12.3497,10.9739,5.98743,11.2342,33.2518,42.1716,47.8984,80.6884,6.90606,29.862,16.8625,8.89765,25.417,93.8982,0.756527,30.6376,24.8441,59.0254,43.8867,38.9312,29.2816,133.572,90.9539,41.0585,207.425,49.0154,0.0550287,22.805
-59.4933,8.097,4.47004,9.01846,3.8045,21.9716,22.0544,26.6017,8.79387,37.5082,4.24221,43.2708,8.93388,23.9118,8.08712,36.0497,4.77311,74.8093,3.61103,8.93689,20.4715,23.3013,47.0911,15.8322,44.2203,15.5877,38.7994,26.1133,48.7471,117.602,17.6405,81.0082,66.3624,29.6611,169.116,142.581,146.823,198.904,16.7569,43.1846,95.7323,11.4931,35.5163,5.71997,3.30308,15.6942,8.11319,13.2478,6.79594,37.7933,15.0835,12.0522,21.5823,11.112,17.822,36.9368,32.3586,55.6521,85.9187,26.4398,2.3535,13.4931,5.86051,30.6068,32.5853,45.3112,4.29691,5.54595,32.4867,24.1215,29.0168,20.4805,38.9551,65.7079,25.7894,21.4954,10.9616,63.592,154.529,92.1679,54.6809,16.476,18.4105,50.7738,2.11057,52.7736,110.947,17.3313,69.1921,110.786,101.694,0.0799317,30.0426
-60.1695,8.41037,5.44491,9.76251,7.2646,26.7381,8.06189,8.61081,0.913299,60.5424,1.38867,44.7794,6.78209,23.9118,12.4123,44.7652,33.232,68.2062,6.67197,13.6521,12.838,28.2327,27.8629,47.148,10.0163,7.92466,39.1073,33.5442,43.8095,65.9885,21.4414,76.8207,54.0352,5.89147,169.116,207.693,146.823,225.487,15.7273,41.1863,53.4246,64.2056,33.3817,1.79403,17.7356,23.1722,4.06046,0.854004,13.6699,55.0852,20.1107,8.36782,64.5397,45.9713,4.74728,1.36352,4.04132,45.0503,2.17971,34.464,16.0545,17.3254,21.3649,34.8401,28.6853,45.632,28.4474,2.64728,2.71711,24.4369,28.2746,77.004,109.922,20.7017,211.871,12.0754,21.4054,104.714,85.6847,30.2174,76.6061,23.3597,27.3588,42.2546,95.3932,17.8039,47.8547,33.7389,10.9973,98.502,223.784,0.0761476,37.2317
-60.1696,8.70707,3.49619,9.71508,12.656,33.2658,11.4538,9.20624,28.8132,72.3662,1.38867,4.79413,11.6071,53.6625,12.4123,59.6205,9.38742,52.4898,15.1159,3.18057,8.11357,3.71717,14.9017,26.1805,9.93766,28.4109,39.9996,9.63122,69.9049,48.6396,38.2459,86.4892,54.0352,9.86586,165.808,204.692,173.486,205.342,15.7273,34.2253,36.8558,27.0982,75.9953,11.6164,23.9617,14.8408,11.3716,8.97,8.40232,53.991,12.6106,24.1021,6.79854,23.3889,11.7324,37.1809,6.43274,11.1456,39.7896,19.1175,13.6307,27.0152,31.51,8.20892,8.8846,13.659,42.621,2.28281,19.3337,59.7103,82.5575,29.7155,32.453,22.3733,173.839,7.82549,26.2429,66.3921,100.576,26.1256,31.2498,90.6684,18.5074,96.9809,41.3724,76.153,9.95553,96.3627,18.864,69.6412,98.7408,0.0509895,28.1035
-57.9445,8.35367,5.30358,6.8041,6.64418,9.59176,13.0858,5.78323,54.2196,65.5318,26.318,5.56755,26.104,49.1334,12.1714,17.5279,20.0169,2.03116,17.283,3.60441,3.45136,12.9116,50.1822,21.743,16.4658,9.32227,36.037,11.381,70.4884,55.9827,13.6749,122.632,57.1361,3.70517,115.102,271.806,155.778,222.73,45.3992,31.7763,44.7981,3.95008,56.7432,35.3969,21.8885,3.80865,9.00194,21.268,22.1877,15.8373,3.65008,31.715,8.88944,40.566,5.79578,44.272,13.2469,1.82826,42.4046,31.7838,14.445,36.6513,46.2821,12.0276,12.6619,6.50092,8.85769,5.46251,60.3098,23.9703,24.3609,51.7174,93.5777,91.5815,15.0221,16.7781,30.0512,147.799,33.2613,29.6896,44.2831,17.6992,16.0654,64.4339,38.9876,88.219,19.584,72.1274,34.2903,163.953,55.7031,0.148535,21.4705
-59.7123,8.17055,6.8267,8.1859,4.00313,14.3361,11.6816,2.20303,40.7031,62.8295,49.8984,6.33277,29.8324,51.0958,6.91826,20.8708,1.73841,16.5877,39.7281,1.11148,12.5588,1.06818,46.7192,13.6892,33.6015,9.26184,39.0735,12.0174,56.1697,61.2398,6.16874,93.6142,84.0345,10.7848,115.102,242.163,155.778,230.611,43.4272,47.8436,78.3952,6.01888,14.0244,22.0527,27.3003,5.7267,7.92452,42.4312,23.7348,25.1782,18.1837,53.1789,6.67996,15.4309,97.3788,71.7119,6.96523,20.8176,37.9278,2.04925,14.3141,3.67912,31.6835,23.3926,7.92486,5.26859,8.60418,11.5249,56.3407,2.71903,4.83103,22.7479,72.4119,60.4831,16.5959,70.7743,93.9237,26.4548,82.8137,4.08824,36.8888,8.73603,91.8847,54.4391,26.4236,50.792,6.32326,36.0206,117.677,76.8454,14.3954,0.0104604,26.0302
