Year,Average prod (kg/ha),Average prod (Gaussian centered),Average prod (linear lagged)
1171,286.29817214496416,239.437184327376,235.778029185662
1172,272.34284134007584,233.875901001281,245.911019889765
1173,254.9305379969097,227.788112459807,245.898220549058
1174,178.18171442618345,222.550855646856,245.913081244387
1175,135.26429273774406,217.719331019842,245.354112812551
1176,169.8117274195814,213.20757337544,243.713674392167
1177,163.3278725944655,209.442441090671,243.674619783106
1178,241.2344518190757,207.211765737051,240.628119320044
1179,248.65770297794634,206.078073639204,242.670560657444
1180,187.12546530411575,205.940533374512,246.220988100255
1181,172.74830559067286,206.807545306865,243.4052087761
1182,153.1566933558084,207.65229759877,244.328364464584
1183,190.50988551762887,209.15220629235,241.777133922757
1184,268.1546477735637,210.711885141504,240.34365888127
1185,240.74652338811632,212.489904748411,240.770537344731
1186,213.525600505689,213.98733055573,239.603065640755
1187,235.3787487708948,214.488885438105,233.027595654334
1188,242.5874859530833,214.19387226464,228.268837880643
1189,230.7558382497542,212.915874005051,222.903108997689
1190,202.57592358477314,211.179078899712,219.30340484947
1191,228.61080383480825,210.307218718137,214.558804513134
1192,173.59217411153253,208.913473139589,207.593253094122
1193,198.3436490377862,207.768155764716,201.576025288099
1194,188.61528128950695,206.305653355227,196.85465511627
1195,185.30891803624104,204.225196290386,199.14130441888
1196,197.8835510605422,202.619781327561,205.600616551707
1197,208.80934822306503,201.515411204537,209.088073673646
1198,193.56953223767383,200.193521474681,213.295888418834
1199,218.46042281219272,198.795346076396,210.322698000716
1200,202.390732546706,197.148329383783,206.474376652869
1201,253.14113639556118,195.549031454991,208.505677219489
1202,190.24480264082035,193.27970292266,211.919734716985
1203,201.18557732827645,191.007813087127,217.32276511883
1204,185.04265873015873,188.229378572967,219.306383130261
1205,156.25737463126845,185.503624112825,213.746982611316
1206,151.72222222222223,182.828718647721,210.293843178641
1207,174.59647597977244,179.887570011347,209.146808750317
1208,177.86848574237953,177.243420626033,205.764162302089
1209,188.126861216463,174.96057356952,201.490415829781
1210,173.51273001826098,173.263711959212,198.044468030799
1211,188.0518857985672,171.896356015605,197.097456033455
1212,172.94854438825678,171.103261277484,193.542674578547
1213,154.267734232336,170.965019193,194.905931150953
1214,155.1150442477876,171.663825490027,193.831916821882
1215,163.54645139766822,173.249168256827,193.533776487711
1216,164.74316090743082,175.31429000453,193.44718537947
1217,139.22475066722853,178.204483243261,191.963511613638
1218,165.5224136114623,181.089760821995,189.299194232981
1219,166.93774582104228,184.201737851542,187.90502555049
1220,218.73094008990026,187.302865823379,184.249219704419
1221,190.65875649669897,190.501802113105,182.003507016465
1222,240.1716094254811,193.071567181148,175.087976112944
1223,183.25085159432504,195.153371009755,173.860016888225
1224,226.69005478297512,196.489424643739,171.747850776138
1225,230.89222503160556,197.067630637693,171.301705689427
1226,188.33627440651776,197.248002925045,173.611274307703
1227,217.87785327995505,196.37312840299,176.619517521856
1228,186.3553782132322,195.880130217686,177.59918746036
1229,181.17273317881725,194.638299211377,178.295706067356
1230,180.75553097345133,192.96367241,178.027734565266
1231,193.80475663716814,191.397058664027,179.176164715909
1232,180.5585229667088,190.803037336332,178.97041463184
1233,177.94454101699677,189.745035225392,180.159323276106
1234,166.63999508357915,189.470898559993,183.100046959876
1235,180.6674919230229,189.059482716702,186.074359117027
1236,222.23189703610058,189.545808046597,188.536229263315
1237,168.99211616800113,190.243785698967,190.907701381706
1238,232.1231826801517,190.716167259,196.00118669082
1239,191.4522580418598,192.019086737374,198.81622577743
1240,151.5113428852367,193.001878519149,201.435817334443
1241,197.68417263660626,193.917975581101,199.255825137778
1242,230.76112340216324,195.090450019852,199.801452951342
1243,176.89542070515523,196.813298902542,195.571989421942
1244,172.88646579575783,197.837568514762,196.472272769839
1245,177.6171073886782,199.536962835467,193.211100644334
1246,243.27217656974295,201.173426533021,189.621505905482
1247,196.70342569181065,202.075295559432,189.936855384864
1248,192.1985707262256,202.404753411239,187.455441059502
1249,239.34781921618205,202.347559300873,188.069110792167
1250,191.42254881303555,202.73769366336,189.198301569667
1251,187.27492449782272,202.771183913514,190.393642303171
1252,223.0921214355949,201.904198250439,190.529474923517
1253,249.92271562017137,200.274060394335,192.169788495089
1254,162.39218113499086,198.941756188326,193.980410556106
1255,228.77108793369857,197.802478271579,197.087684380984
1256,226.26035082174462,196.049634575812,199.117102904002
1257,179.91426113218148,194.734745763577,197.184745914992
1258,99.43644648124737,194.198723398039,199.79126220972
1259,173.58846045792947,194.67394355434,196.405193573809
1260,220.76462635201574,195.619473640935,196.843375092506
1261,195.000570655991,198.027614653882,201.100813953453
1262,195.16454207051552,201.062553297526,201.149815345375
1263,179.7948798988622,204.223840198387,197.971188124396
1264,193.70119574378424,207.286502308896,199.762195239676
1265,231.3981247366203,211.856220578444,202.170950026118
1266,171.40945006321112,215.618127954765,204.122773510495
1267,252.10254249192303,219.200522577849,200.144181034352
1268,226.94913260289366,222.064037408201,200.530045161445
1269,262.6984829329962,224.61747871803,201.630635983275
1270,261.446656833825,224.959448209694,198.540597451549
1271,269.0549322236269,224.044805290526,200.1434726076
1272,242.1571235426324,222.90865799469,202.36098979683
1273,213.50869152970924,220.888569757992,201.280911463987
1274,175.11908273633938,217.881743239053,197.437862954693
1275,239.01887554431804,214.357219268018,201.883853054049
1276,220.9169476050007,210.827263115728,200.261396473312
1277,221.93667474364378,207.437511819868,198.848471508475
1278,167.85921477735636,203.416188696507,201.596641076651
1279,180.1474838460458,199.98072071047,212.010374043244
1280,150.44892189914313,197.034643252195,215.582843667547
1281,181.74362621154657,194.193114689709,214.697648859311
1282,233.27094746453153,191.764167915773,216.32031355941
1283,219.11054923444303,189.724791564885,218.031734135954
1284,169.91577117572692,187.668035817814,221.097630023673
1285,183.2486392049445,185.813307088922,222.85406621753
1286,227.03900653181626,183.366128818576,221.164638225005
1287,170.13853771597135,180.655646713492,224.923224326827
1288,158.2941512150583,178.208791395581,220.939977821378
1289,159.22200273914876,176.08146957555,218.950213903833
1290,199.46977279112235,173.841887244326,213.436791687266
1291,158.27301060542212,NA,207.590532682189
1292,175.23752458210421,NA,200.646476314223
1293,169.15426148335442,NA,195.831645575008
1294,143.81433487849418,NA,193.319510574409
1295,155.29869012501757,NA,194.211537444154
1296,170.2129424778761,NA,188.996631058341
1297,134.5313070655991,NA,185.053390673334
1298,177.12104930467763,NA,180.823440784645
1299,167.05075326590813,NA,181.506123786781
1300,171.662329681135,NA,181.034959149924
