0.539637,24.6832,153.287,114.512,45.5332,81.9733,69.2512,136.384,48.4876,55.104,27.5625,189.131,107.802,186.917,82.801,34.4169,68.1983,30.3206,33.6118,73.8955,42.2514,19.4534,73.8118,72.9985,56.0481,125.986,77.5054,16.0197,9.92499,42.8134,3.50719,45.9899,329.855,35.2313,47.7882,32.4486,27.9925,54.9311,46.3698,55.4442,12.3084,69.4256,33.5253,34.2082,17.8256,46.4406,26.9995,15.0306,32.7865,45.4484,12.712,15.7713,93.3352,26.5536,11.4098,34.8597,3.84485,20.0389,128.301,9.14047,43.4781,20.054,49.6556,135.233,34.3187,37.4415,53.332,14.9207,12.4506,33.5809,82.0441,0.0668828,22.4209
-0.224441,9.63256,114.602,74.0228,70.2725,61.5103,123.453,132.025,45.4064,39.4146,41.8065,186.147,54.8818,175.54,78.4647,30.0797,91.63,12.7179,106.123,55.6355,41.5427,14.4132,123.281,23.8691,12.9553,213.612,49.5122,2.46031,43.259,87.4391,9.76784,68.898,360.96,23.4876,5.46862,36.043,26.6254,34.5846,53.6558,33.765,20.065,124.847,34.1767,41.2552,18.9549,4.57762,19.1089,8.93732,33.8726,46.919,9.90525,35.4931,55.9782,45.0191,7.78216,11.0895,7.36754,34.0157,106.904,75.5007,3.64842,14.9324,133.723,3.44274,44.2424,123.586,30.5919,14.9207,45.6618,66.8815,54.3835,0.239953,30.7737
-1.17251,119.836,49.6487,35.1437,32.4622,30.1503,96.9045,9.05803,15.6073,42.2247,38.7574,188.891,38.3939,175.54,138.938,35.7282,26.8468,268.859,135.355,47.0016,92.7292,7.60751,61.1975,53.5898,6.5735,91.0789,134.209,13.9406,71.9854,73.7427,18.041,11.6561,352.58,35.3106,13.6765,60.0169,25.2133,51.1267,24.7014,11.1288,14.5387,103.597,1.28026,39.9265,17.5441,38.2921,19.2747,33.4073,14.7308,76.2794,45.6865,60.4726,64.2282,79.1805,11.5839,22.8154,37.5017,8.32066,60.7514,127.63,37.6704,55.7743,129.392,88.8048,88.6751,109.432,12.7,29.0174,88.5127,11.8886,26.8698,0.116035,34.8115
-1.71079,68.6641,31.9529,13.3481,24.5103,24.6168,99.0736,18.3423,45.9773,54.2,52.6418,214.781,79.4363,269.322,86.6174,36.4783,15.5293,202.311,129.494,50.2484,130.579,7.60751,106.28,34.4527,46.3233,91.0789,113.64,31.2154,43.3994,3.5365,15.6641,74.4294,158.924,22.8904,2.84615,56.2958,21.9359,69.7027,46.6068,45.804,0.617077,42.0699,1.28026,73.0587,23.8157,82.0395,66.1668,10.9193,14.7308,14.6133,16.5693,33.4849,66.1883,109.377,6.92044,65.3815,47.504,32.0706,8.78669,26.0762,20.308,36.7274,16.1724,12.7776,93.1198,40.2092,3.20011,38.3588,41.3035,22.404,45.5808,0.249698,30.6162
-2.58632,22.7741,10.6236,82.6933,134.679,128.444,90.7957,69.2903,11.4289,86.7823,39.595,218.199,99.0066,109.062,59.9209,129.474,79.015,61.9933,57.3904,20.169,71.5532,113.842,54.1122,47.443,57.9368,62.3766,84.7166,26.9537,5.01699,109.028,15.6561,120.207,204.143,11.7754,12.6558,20.8512,21.369,30.1009,35.0869,17.3464,6.49377,51.8531,113.769,5.4719,15.3705,6.18468,66.2728,13.966,3.47835,15.8708,87.1156,68.24,49.0003,71.3258,14.1636,54.0549,38.299,31.2292,138.927,49.374,0.940409,20.3105,122.277,28.8363,31.1566,40.7872,10.8436,110.363,28.1805,29.9274,40.8928,0.181937,27.5207
1.20549,40.5191,52.1385,58.3939,185.049,203.824,135.048,9.39612,53.3973,34.581,25.1163,218.199,87.1741,101.276,74.4226,138.033,82.4388,58.4328,59.778,10.0148,54.9198,54.7452,27.908,92.2849,14.8242,140.365,41.0201,18.0633,8.46301,23.0392,23.5327,140.609,250.776,12.9746,59.3286,35.1719,13.1686,15.9538,29.3205,29.0359,31.5285,12.9206,60.6088,73.7908,48.9828,24.1177,71.9229,15.2638,9.40452,13.8458,60.2319,22.8715,42.0569,75.5324,16.1829,57.1234,61.6133,0.0613825,23.1218,14.5627,91.6318,58.9852,76.9976,16.9756,25.2934,34.2222,5.91708,50.2554,164.821,29.9274,55.1995,0.0216198,26.5743
1.35103,97.1014,58.5204,58.2134,68.7879,100.714,229.111,43.7516,34.2556,74.3873,146.63,114.345,30.7248,119.076,4.05632,98.055,8.54451,67.2499,92.1965,36.1277,30.4708,18.4221,43.5412,186.3,110.289,75.6978,32.4929,65.5019,115.166,9.47173,18.1289,97.3542,50.2996,61.3519,39.1708,15.0246,21.469,17.7567,33.9345,58.1238,57.5075,11.8416,47.1325,49.6878,4.7973,46.5828,65.5384,16.3227,73.8624,52.039,105.737,17.3168,14.8269,41.5581,41.2068,79.3834,95.7356,36.4561,22.1533,53.5661,80.3152,73.8081,11.2086,20.138,9.54996,15.3373,12.1106,62.8627,226.288,19.4961,68.7679,0.0140909,29.8128
1.83297,92.8784,18.0454,74.6463,60.4796,175.903,92.9858,11.3952,61.5778,7.26973,90.4893,150.258,111.194,203.869,4.05632,91.5718,33.834,51.9725,328.707,17.9086,39.9305,7.80226,20.1241,106.567,103.815,78.2312,58.2327,52.5224,63.8222,14.8735,56.5324,46.2492,152.318,94.2678,16.8975,1.28205,2.57328,13.1403,90.4213,0.944885,23.7526,16.823,52.3119,33.1894,7.96024,22.4545,29.7393,7.2476,66.2506,107.282,77.542,32.4941,20.2904,17.5632,36.713,75.5271,28.1271,32.222,44.5564,68.6996,65.4904,67.8115,32.8495,14.0906,5.55776,27.8877,55.1267,85.5158,76.7944,7.99559,99.384,0.114636,29.8654
-2.33674,103.052,16.7344,75.2099,24.2163,80.0298,71.7275,11.3317,40.5711,3.29545,151.81,178.561,153.59,128.9,63.8158,64.2306,69.4218,14.5955,146.186,33.9621,58.7546,74.0064,35.1934,81.8169,44.5427,76.1382,71.1692,138.154,123.058,33.0662,23.4098,87.6046,159.522,133.458,40.5844,68.3637,56.0593,16.0237,91.6701,66.5037,3.33965,23.428,27.0894,0.297208,24.0165,22.1572,27.2638,43.8511,7.10596,22.1945,110.265,21.3533,64.065,30.7235,80.988,50.2189,56.2229,0.598132,9.05337,63.8587,61.699,76.8118,78.4466,2.50222,83.035,30.7486,25.2203,28.112,11.2007,0.480772,49.4537,0.399199,36.2416
-2.18529,65.098,18.9719,78.1277,63.5286,39.442,4.88598,84.5556,36.8738,59.8966,139.334,86.7744,116.444,61.3398,79.4795,9.85584,106.994,47.768,69.9537,62.8393,3.16122,86.1836,27.99,88.9527,67.601,77.1841,156.937,225.082,112.544,28.1255,100.083,74.9432,260.286,9.81366,41.5747,46.7311,64.3974,19.3096,6.23385,57.4445,45.1323,9.80074,35.4158,23.1015,5.78293,0.786997,80.9879,44.2346,16.4837,53.2491,52.8643,37.6369,17.6607,63.2511,83.0377,16.5963,39.6367,20.8459,20.5844,125.678,65.4154,28.1217,8.34289,57.063,8.7299,22.4062,28.4511,41.4253,56.7599,34.2435,117.051,0.446193,29.6509
