-19.8959,14.8104,10.9914,16.6214,62.8254,16.8386,55.4639,10.9052,49.2157,45.7838,239.382,29.3236,33.8761,3.81853,39.6511,35.4614,72.1791,96.3554,39.5469,26.7025,19.318,17.1246,16.4367,41.2302,88.3728,44.3013,48.0978,73.5606,28.1499,9.86607,36.6097,11.7025,14.9116,92.8332,32.9851,27.8309,95.8296,15.167,0.260022,14.2467
-10.0613,27.8473,37.1927,21.6035,55.6203,23.6474,22.63,35.3886,34.8382,19.1427,25.5539,18.391,47.9615,47.414,17.8323,23.2809,132.047,184.342,34.4661,11.239,8.91168,42.5421,11.816,14.2026,86.6151,10.6781,34.8262,2.29865,52.8647,6.82383,18.7364,1.92985,33.2684,213.456,134.787,25.7652,86.2122,115.464,0.0132565,16.3254
-0.198007,3.05353,3.47953,104.124,64.4308,27.3255,44.0697,2.84911,23.283,23.4592,28.014,23.299,18.19,26.062,53.8745,57.6729,58.3957,97.8849,35.6808,133.358,32.1717,27.5998,10.6872,31.9805,61.5857,18.3404,28.3211,102.347,73.9592,38.042,8.1972,21.6724,15.3705,79.3866,112.772,12.1398,39.0003,64.2533,0.0352433,13.9264
-8.40087,35.787,6.34154,53.6769,100.34,39.3816,26.0995,21.0035,64.3326,21.3947,23.2678,24.94,7.78183,64.5164,22.7457,77.3663,28.2733,29.0238,34.5141,161.517,50.5249,26.2002,37.8393,8.17373,44.9717,60.9055,25.2353,86.7929,38.3381,54.8516,40.2973,48.718,33.8485,27.1806,63.8052,22.1494,55.5206,7.33416,0.11028,10.2735
-16.306,62.271,23.7912,27.2565,85.023,39.2378,105.231,65.6177,56.026,18.8444,23.3579,38.1957,60.6456,12.1293,15.8576,2.52449,9.49584,29.0238,122.044,101.452,2.11266,9.65756,20.8056,25.8377,27.6439,40.5223,65.1769,15.8293,17.3655,94.6529,165.597,78.8308,10.2929,3.57171,13.8404,18.7086,46.9507,22.8667,0.03988,12.1015
-14.8282,17.7076,0.0278927,18.0873,113.534,120.204,12.8167,115.033,42.6366,40.5894,23.0237,28.05,124.199,41.5683,39.9144,25.928,48.65,10.1473,63.1208,67.997,8.68328,52.7074,39.6621,47.3528,35.8061,55.3288,29.5149,11.3742,42.626,125.667,29.222,30.4616,6.64638,13.0226,10.2148,11.602,2.40848,44.5318,0.111518,14.4183
-7.62298,21.8596,99.1038,15.5076,147.422,40.9801,19.9976,32.914,46.8725,50.8617,23.1014,26.0566,99.1497,52.4823,16.3721,69.5224,27.7786,16.9778,20.1329,85.716,47.6687,34.6382,57.5198,60.793,27.8553,47.3984,23.4681,16.4511,92.5121,93.7823,15.847,6.41866,26.1861,8.88352,27.2772,8.13161,10.4599,62.9231,0.0063618,8.9989
-16.9458,16.5731,89.7033,16.8818,104.04,27.2669,95.1773,24.9233,15.6846,6.03931,33.9105,7.1393,76.1673,29.601,95.7016,40.0498,39.4048,56.929,17.5838,33.705,17.5903,36.1149,32.8519,37.7971,44.6039,47.4824,46.0255,56.108,68.6878,142.36,8.2256,14.2031,46.7097,32.566,6.88946,29.2778,0.242975,91.4595,0.00226058,10.7263
-10.2496,26.1627,46.5403,20.8385,116.797,15.8375,32.7266,60.3487,2.47193,46.6058,181.596,5.71946,34.4348,21.7768,93.3974,62.6222,49.3373,22.8505,24.6943,3.52634,25.9315,25.373,9.35521,1.12195,38.3916,47.6415,30.2199,10.9849,69.4425,102.212,39.2055,55.0408,122.394,13.6869,12.408,32.9164,23.6826,105.033,0.048413,14.5488
-16.5653,3.17961,52.5835,33.4868,121.441,20.1971,20.7707,45.8292,83.6387,22.5655,68.0928,9.63912,27.7446,69.0067,20.2547,7.0451,43.4821,19.0815,51.7832,25.7701,20.4512,27.1972,22.4702,15.798,40.9352,62.9358,6.71781,36.5414,107.968,101.046,101.104,92.0279,8.56025,48.1042,17.9614,33.7295,60.127,36.6146,0.112265,11.9028
-13.8548,4.20471,19.2491,54.9532,64.0902,30.0419,36.6225,56.0322,26.5382,49.945,32.0708,37.5417,28.0282,130.745,92.7585,5.5332,7.24243,43.8453,49.7223,26.7072,40.3148,24.8733,31.597,18.1428,1.44155,55.7251,38.1423,69.9702,18.4905,87.1407,30.3023,59.9451,101.852,46.2184,32.3003,26.9877,28.3762,42.223,0.186865,12.9947
-15.0369,28.9606,59.4472,27.2796,76.7567,12.7909,44.8435,64.1437,10.7208,68.3631,12.9116,21.3252,6.38181,73.1178,32.7014,23.6158,78.2715,30.3037,31.3332,33.6825,13.1236,18.9074,15.8115,19.1385,19.7795,45.3717,11.7702,13.1846,82.9937,40.2059,11.3573,23.8179,104.392,47.2735,24.3764,323.536,12.8564,65.9158,0.0537907,13.6612
-6.23267,64.5384,7.28114,59.408,7.38386,25.5273,41.0819,16.484,41.1491,65.5858,17.1973,14.7858,42.8977,23.3258,39.0559,22.6417,132.81,34.359,3.36336,17.2526,2.73587,10.0014,24.1766,2.11174,97.186,16.3768,42.158,20.3218,22.7081,48.2591,76.3909,23.6381,107.334,40.7266,20.2297,303.321,27.13,63.2047,0.307624,18.7333
-15.8493,3.89814,182.265,48.8512,2.92073,33.8582,82.1953,15.8813,40.5249,12.827,28.9086,51.7931,31.3815,23.2527,20.9654,9.13012,8.9601,1.48178,12.0063,52.3989,23.8562,10.3387,24.1766,44.2369,56.9261,33.3612,34.153,27.2465,121.087,49.1566,112.345,16.5272,161.825,51.0615,56.6942,53.739,16.5719,26.7712,0.393519,16.3626
-37.7088,3.63682,110.877,17.7517,7.70812,22.2191,24.0749,60.9432,0.795678,52.2459,5.00293,45.0829,43.134,14.674,57.9879,14.2861,4.01075,62.5774,32.2524,29.4287,79.9558,2.12369,17.4242,50.7976,46.7872,38.5907,49.0216,0.856998,103.545,66.7149,87.8148,74.6426,99.6764,26.7758,61.3291,84.3039,4.41508,43.9975,0.382521,23.4725
-14.1727,5.93853,30.4849,0.600185,6.20832,13.8096,16.2695,40.4204,32.3641,6.24957,71.0392,38.0259,102.337,38.2566,110.793,4.35826,78.3213,63.0951,58.5593,37.5855,67.8103,32.3278,47.6261,2.40562,9.86831,13.0067,20.2626,33.4827,120.353,13.3795,68.1152,86.8025,86.1678,64.392,23.988,98.3225,41.4398,30.014,0.105122,15.4804
-31.6862,13.1736,19.7022,16.9867,6.20832,22.4392,20.1302,31.3887,3.80451,5.04206,64.1611,37.0844,33.4571,20.2787,130.271,24.0729,120.834,93.3242,91.958,35.6314,54.3288,66.3272,25.393,70.3789,8.60628,44.1064,72.6064,42.471,17.3928,12.6978,70.1105,95.2002,51.2182,78.2294,15.6132,16.7477,0.635729,53.7768,0.0744221,15.7253
-20.2242,25.2652,51.9423,23.7905,51.2588,4.87537,58.7709,22.5181,26.7063,5.9908,93.7244,28.381,47.2842,32.0677,53.3507,14.3476,43.9258,70.5873,47.9806,41.8918,57.9585,92.1515,49.6651,33.1906,24.2924,24.9931,60.6212,29.0121,33.9048,65.0556,66.5192,7.57812,7.33293,46.0267,87.2005,63.4616,97.2987,33.5743,0.0835901,11.0725
-13.1381,12.3812,171.771,72.5317,52.6367,38.2342,12.8358,49.6934,25.9153,35.0252,4.2394,36.1014,29.7214,20.3782,84.606,12.4254,14.1697,67.4432,6.79032,26.9344,4.71941,45.6504,24.8393,95.9614,26.3337,84.4151,64.5952,53.2157,30.5774,119.771,9.49043,102.986,15.9091,42.6145,33.0735,7.93727,88.2844,67.9413,0.0607729,14.8907
-12.376,66.9241,29.8474,44.6301,142.847,49.7315,8.41954,35.7375,129.654,93.6548,38.2421,29.5105,10.4141,29.1206,64.8882,22.189,14.1697,16.9218,6.79032,40.4227,27.2906,32.4175,36.4555,73.7195,17.9634,23.3994,107.261,12.9256,19.37,27.1269,41.7493,18.2429,46.989,77.3284,90.5656,25.7446,8.52784,26.5307,0.055458,10.9602
-22.458,115.824,11.4094,25.0853,92.8083,32.0854,57.3184,104.408,17.8272,70.6865,47.3891,29.5105,5.64953,30.1856,4.87942,39.3809,70.2998,14.4938,19.9576,44.1764,63.5024,30.1814,11.6672,29.9516,17.8335,17.0767,89.5059,8.43031,58.7214,31.1796,16.524,9.78883,65.211,127.018,98.7896,30.0076,40.3719,22.3181,0.0298424,11.2262
-27.8826,12.115,16.6728,50.932,59.3336,31.2851,69.5079,128.208,41.7431,17.7011,60.4771,94.6075,143.663,49.0864,13.0049,20.1224,41.9721,15.9972,10.2034,24.3684,118.428,4.10579,8.48088,79.5757,52.7107,65.2207,12.643,8.08274,49.84,3.83407,102.198,20.4647,51.7669,25.6964,12.699,31.2736,56.2372,86.5559,0.0266797,16.6767
-40.543,7.67274,35.1842,25.5718,48.453,30.9294,14.5066,65.8628,180.105,52.9247,26.4353,76.9134,56.1441,50.0782,49.2355,38.1498,16.2206,19.6965,80.2092,37.1354,57.0164,83.959,21.5959,34.2169,30.2782,47.0632,26.6575,65.7389,37.6601,69.5268,18.7726,4.87738,87.2041,15.749,28.4175,2.08083,86.7127,24.1129,0.0886237,18.0828
3.75241,22.0834,44.097,24.5439,23.8917,30.5654,1.745,30.0092,97.2955,43.8963,58.6659,113.831,72.0093,30.7599,4.14166,6.75128,166.173,47.3294,23.1255,37.2777,56.692,29.8331,8.52212,49.4548,103.493,20.663,110.686,3.67098,20.2978,39.9522,41.4676,57.196,30.6585,9.83802,35.6719,12.137,63.3012,90.5988,0.0842237,17.8796
-13.3658,7.74012,54.7647,18.1335,23.5273,17.4214,8.4934,3.36846,4.87321,2.35592,171.098,51.3901,51.0597,17.9561,18.3226,60.5168,155.083,43.6991,22.8437,17.605,21.5299,16.6481,44.3839,1.79792,79.1915,6.28655,79.4387,14.4272,65.1631,43.4503,123.228,45.7452,36.9983,23.6296,98.5368,11.1455,58.5878,14.6776,0.0846998,15.8099
-27.4476,55.812,26.9509,15.6294,12.1782,25.0556,10.567,119.255,27.441,62.2739,58.4125,62.7663,83.6608,36.6631,27.7959,19.0496,128.656,2.27171,7.85801,60.035,63.2754,48.7041,44.3866,13.2904,12.8092,64.9125,62.1115,5.75594,37.2982,37.9774,121.093,57.5083,35.9985,27.2089,33.3669,53.5396,10.453,43.0058,0.219093,16.1686
