-14.1365,115.203,229.23,4.9082,14.7128,42.0998,95.1437,137.741,58.4699,276.908,173.272,36.7146,53.6908,34.7706,70.2125,74.6784,89.5886,136.217,17.5417,359.2,79.3877,161.073,113.343,193.82,169.821,97.1108,62.8475,47.9593,13.6614,70.0953,353.197,66.7585,135.69,58.6958,15.9612,177.281,241.93,156.75,143.198,45.5273,95.0962,25.1548,192.969,12.9056,130.388,0.0143095,27.605
-13.5246,125.499,229.23,4.9082,11.9852,37.1437,25.9969,130.091,68.0821,243.001,117.652,2.27481,91.8146,20.5197,29.8526,181.471,61.8765,231.995,205.869,90.0179,311.83,229.995,82.7075,164.806,26.2799,88.542,18.2018,130.402,46.8827,84.0599,267.412,66.9499,91.7236,249.874,13.0203,83.371,117.563,67.8126,97.642,149.83,104.099,55.5415,162.998,25.252,39.8091,0.00978748,24.0204
-24.4494,126.244,229.23,4.9082,9.1612,37.1437,25.9969,152.967,167.407,335.06,16.8748,10.2,41.0635,22.0656,24.3713,152.321,158.311,263.498,77.7789,94.5265,302.797,123.875,45.3141,211.783,59.7301,137.277,101.908,97.4707,178.757,89.6924,227.442,28.1297,4.04876,167.836,39.3401,17.6758,181.579,39.1952,244.129,95.203,30.5651,15.0443,148.665,209.536,39.8091,0.00447576,28.5079
-24.1176,126.244,229.23,4.9082,11.8816,31.7902,74.7132,205.826,142.667,170.811,22.4725,27.4274,24.3315,89.8862,70.5983,61.2042,141.556,158.539,45.5781,128.334,354.728,123.875,75.2685,144.489,70.4602,74.4783,22.0281,154.395,110.433,95.505,12.7233,8.68451,21.9596,319.7,212.623,200.44,94.5953,354.957,479.329,221.909,32.3288,11.8681,63.5875,166.386,33.7494,0.00169171,31.5833
-22.0063,94.1757,229.23,20.259,20.367,40.6028,161.052,188.54,191.527,147.069,36.9497,32.8338,9.59669,121.751,12.6939,6.58766,84.5781,91.8879,124.892,91.4214,541.757,56.7296,54.5617,9.1194,73.5507,89.8636,78.73,217.521,187.431,133.096,42.9616,9.59053,37.3784,273.045,23.9436,249.475,190.006,66.2557,168.363,180.087,14.7054,6.49694,40.4143,44.441,174.799,0.000555206,21.2236
26.0319,88.014,229.23,20.259,9.51325,48.156,98.6172,78.0512,95.9666,62.9465,304.469,22.8842,16.2539,151.775,45.9391,44.4882,97.0773,169.032,100.594,123.959,203.866,246.474,14.2718,8.72664,35.7219,27.8718,380.544,151.529,191.557,7.16219,36.9599,56.2125,88.3459,253.034,89.6262,363.469,138.565,59.4553,78.4645,27.859,41.5861,194.538,75.1707,267.139,173.582,0.00039195,26.962
-28.4093,105.644,229.23,20.259,14.8764,31.5582,198.518,78.8761,45.272,17.995,436.709,23.016,68.7007,198.305,31.8412,82.7258,65.3429,144.282,31.0502,21.8736,377.581,99.8708,123.402,99.0717,31.5285,16.489,18.0245,36.6331,21.981,6.3122,418.545,73.8258,53.4037,257.005,46.231,267.398,202.728,26.8189,99.9206,52.1383,15.7725,166.178,175.764,78.9754,39.5839,0.000262343,27.2156
70.1359,100.809,229.23,16.6586,14.8764,31.1321,122.049,75.2608,55.1562,77.5398,177.934,48.0373,102.545,180.484,117.797,87.9912,1.96341,124.755,8.35758,172.502,338.798,363.038,148.82,77.8992,272.588,15.7915,94.4238,89.8147,33.1886,85.3915,95.835,30.6559,36.669,175.807,17.8104,100.326,31.5094,14.7442,51.2036,41.8137,154.007,129.155,144.619,42.899,23.5742,0.000479563,23.0987
11.0762,106.637,230.475,16.6586,11.4835,32.9761,86.9069,70.7965,217.485,65.585,239.861,177.107,54.0149,158.487,35.3693,86.2381,35.083,82.5046,76.5507,190.028,253.046,172.62,19.99,207.012,256.811,18.499,190.186,35.8033,233.475,204.83,26.3064,106.08,138.051,65.8756,89.2395,54.646,139.967,19.4968,152.225,64.3347,42.3082,35.5471,222.955,22.8423,24.1657,7.39832e-05,24.4143
-15.138,107.657,235.652,16.6586,12.0879,34.7102,132.15,26.6602,21.8106,80.9643,347.872,1.7789,31.6731,88.3898,88.6606,86.8565,133.697,118.25,189.566,188.083,387.92,149.684,42.6471,198.171,16.1571,11.2276,97.2499,192.758,74.5884,195.849,53.7556,3.81115,79.8789,67.3296,94.5752,44.5032,16.4666,82.8435,86.7531,156.167,51.3427,17.7517,27.2087,54.4843,11.0814,0.000282496,19.5409
