"sampleid","geochrontype","agetype","depth","thickness","age","errorolder","erroryounger","infinite","delta13c","labnumber","materialdated","notes"
430696,Carbon-14,Radiocarbon years BP,27,10,650,70,70,false,,Beta-4180,bulk sediment,
