-7.78356,72.1584,27.6236,177.952,49.3535,86.4125,29.3385,16.4488,74.3418,156.925,78.7708,103.436,106.192,104.881,23.9177,99.8911,120.998,92.0242,24.6758,135.63,57.255,10.3084,24.2005,69.5154,169.629,57.9084,138.566,101.475,45.6164,38.5624,71.4667,0.108684,-4.72892
-3.37425,59.6747,6.54114,197.857,81.2182,37.2905,12.8271,94.7171,110.744,32.8345,24.0427,186.456,101.58,138.451,15.7285,178.083,69.9427,62.9341,45.826,196.336,8.66918,43.2651,27.8166,20.4738,170.913,12.5222,193.335,132.393,45.4789,33.0038,11.2575,0.148769,1.42644
-10.5749,32.6525,28.9075,164.875,25.6698,76.8568,56.689,104.622,221.086,97.2108,95.8908,91.0995,87.9617,82.298,51.4887,55.8701,100.16,40.2933,26.0665,255.648,47.8631,63.1354,33.962,20.0953,92.3028,49.8882,52.6597,90.3545,58.9537,134.82,307.185,0.109556,-3.20655
-13.3572,36.9395,27.0403,58.0847,35.526,85.0562,11.5308,27.055,325.594,75.2092,143.978,176.586,61.7205,52.7212,85.4472,13.2879,46.9873,19.1714,109.778,209.023,53.6397,67.4103,101.955,23.098,102.764,14.2731,103.561,40.4547,93.9793,68.7153,64.0778,0.0939985,-4.55086
-13.4602,35.7648,26.1695,30.2816,49.1682,22.9587,63.9523,4.74617,304.966,28.3681,156.576,166.824,115.002,26.0083,49.4876,16.3246,27.4889,5.84447,44.9169,120.003,113.427,291.562,59.1354,76.8499,110.578,5.92512,191.433,63.382,107.282,261.65,41.5241,0.0191053,0.248815
-13.4663,36.0589,54.8397,71.8424,46.6361,40.6388,71.5787,61.8541,251.911,24.2093,47.3952,258.235,117.956,24.9888,93.2133,10.1276,20.8111,26.881,35.1121,68.0604,70.0847,294.626,68.2404,64.0078,83.3074,34.2161,53.2301,12.3288,25.4396,264.542,151.815,0.0175363,-3.44675
-10.08,35.5849,97.2728,31.7202,20.3412,55.7142,180.757,61.8541,193.958,63.5633,104.003,67.9855,47.7612,17.7127,110.014,65.0626,12.8856,37.9575,60.1999,78.9812,4.42782,237.938,163.891,66.2418,23.0254,87.7093,50.2864,102.152,27.5093,176.938,101.916,0.0178675,-4.03143
-9.70621,35.7052,169.864,36.7216,77.0939,29.4109,88.2649,63.0717,139.261,74.2504,21.7419,91.0075,86.7974,88.771,46.5326,150.039,133.434,47.3818,110.222,86.3851,56.6873,131.783,61.4911,2.12466,88.5798,31.8224,110.779,107.145,314.281,285.983,58.4716,0.000554977,-3.51293
-10.3035,17.7299,54.4102,6.01673,72.9678,137.538,102.147,112.255,184.417,44.0992,186.809,23.0482,35.3927,135.107,132.203,167.884,102.995,44.6644,99.7783,38.9413,9.11874,169.024,23.4967,3.90117,87.668,2.76334,19.0426,27.7071,85.7277,20.7922,23.2624,0.00217142,-6.5144
-10.1299,41.0267,25.9421,17.4258,106.27,149.093,271.494,28.1987,26.6474,115.341,186.809,18.2705,61.5692,124.116,129.78,126.432,47.8954,21.3965,108.499,11.7516,68.8641,127.461,67.0211,6.85033,47.2248,21.0585,138.476,50.6292,4.41554,150.468,54.0716,0.00109728,-6.68237
-9.19915,33.6687,68.2339,7.66677,64.8529,33.7669,145.377,55.146,124.74,170.223,118.548,12.2715,22.0899,324.936,122.717,257.071,49.2473,15.6211,64.9317,64.9555,4.19538,38.2188,20.7755,32.14,28.8816,94.2931,58.6737,106.908,7.93096,109.169,119.976,0.000594271,-5.88686
-12.0249,67.0981,92.7644,20.0124,12.3262,2.57511,57.3663,87.1739,112.719,145.779,88.8228,4.70425,68.1332,272.716,52.0265,74.0831,91.2224,16.1995,138.609,154.321,4.19538,14.6175,27.9527,61.0566,25.0535,173.033,156.603,46.4285,30.1257,235.466,10.805,0.0029975,-2.02325
-15.1763,224.599,90.0116,46.9436,30.5457,17.9842,52.8867,93.6557,33.6784,135.892,48.1155,64.6668,61.7379,182.667,193.018,54.749,97.8219,16.7353,94.7162,91.1035,31.7563,31.8691,105.312,68.7567,59.7673,25.6502,125.32,23.9305,32.3908,174.244,125.963,0.0100337,-5.1813
-12.3042,290.507,75.2354,46.6768,13.0246,87.743,17.9094,92.1984,43.9052,10.915,186.682,102.952,32.1441,73.672,180.404,22.9499,67.6073,15.3324,263.702,146.236,31.7563,24.8247,37.6527,7.53775,91.3153,25.9966,81.359,55.306,59.4135,177.372,39.5318,0.0148044,-4.08703
-9.05328,302.824,21.2878,25.1409,13.0246,132.37,157.757,78.6774,56.2015,17.6913,140.659,66.4502,5.17238,20.0634,171.094,23.823,21.1408,36.1788,193.116,133.322,53.1906,29.5455,28.3355,102.2,140.138,20.4235,46.0382,21.7571,111.321,195.379,46.532,0.0339937,-2.34566
-11.0341,187.856,27.4492,4.9109,74.0132,119.539,51.2093,337.242,115.015,163.44,103.302,32.3961,22.8202,11.6066,117.618,2.68556,59.1821,69.0847,49.3127,69.541,22.2302,23.6987,41.9422,108.676,196.391,23.2943,11.8428,1.58404,283.146,82.7416,45.1369,0.0300954,0.263859
-13.5233,152.916,113.429,8.55117,23.366,102.736,56.7745,66.6949,166.665,182.674,127.039,104.889,77.7819,11.6066,110.027,20.943,32.7616,81.6978,50.6056,65.9279,129.345,9.62331,84.7831,22.5201,132.19,23.2943,51.7995,13.1686,196.498,39.5291,6.19158,0.124688,-3.07675
-10.9409,327.689,156.503,96.2496,19.4235,63.7175,65.2784,98.1335,122.587,106.847,71.8694,99.4382,35.4469,11.6066,54.7761,28.9856,101.824,54.8554,64.411,39.8051,77.0655,82.5571,54.7214,23.1712,76.941,29.8854,85.0571,140.75,72.805,39.5291,109.752,0.156527,-4.23286
-8.59372,289.116,156.561,65.4079,35.155,24.0392,5.1709,32.6756,127.855,5.18716,72.3153,97.7696,97.9301,11.6066,176.419,76.5102,84.8208,102.012,194.91,76.2691,63.6636,42.5505,31.8208,10.2184,22.0151,103.495,53.278,40.0717,49.2797,20.6917,242.258,0.246214,0.545252
-11.3918,232.801,150.387,131.157,154.845,102.488,20.9174,29.7148,134.622,36.7538,48.2156,95.254,28.8726,57.2241,87.1318,11.3576,74.972,34.2914,0.237802,46.3493,99.8785,35.8537,53.4858,24.8628,100.296,111.544,56.9965,40.0717,37.902,27.7832,296.176,0.0772249,-0.138569
-12.1527,81.0454,217.857,96.4756,148.155,50.0078,27.742,81.539,177.444,60.6003,46.3149,124.128,71.2564,76.9583,25.3524,3.75325,37.8767,51.8154,89.3507,44.3218,30.1819,41.2753,95.1345,59.4399,96.6374,168.497,54.2759,14.1853,49.9697,9.00731,278.221,0.225359,-2.61667
-10.9793,113.108,131.442,105.491,159.827,14.7934,13.5083,25.8217,131.172,53.2614,19.8111,213.481,77.0667,70.0862,14.0997,88.3953,51.8332,225.183,190.206,50.4586,21.3429,25.6027,32.378,20.9941,94.7993,50.3407,53.0703,14.3995,101.107,6.56804,120.489,0.174886,-3.56527
-10.7424,144.81,64.5669,117.385,145.036,41.7352,44.005,87.0638,109.269,48.0849,34.9147,129.914,100.771,44.334,2.06386,121.559,10,118.09,254.838,57.0613,56.9782,8.0304,42.8892,21.4986,36.7564,101.211,125.348,66.5812,98.3024,40.5693,30.4653,0.15159,-4.23537
-11.8647,38.8172,21.6294,33.8699,119.997,35.2993,71.9819,237.124,102.447,69.8088,139.041,233.42,131.313,14.0374,24.9852,61.4082,50.3829,163.222,122.325,74.6225,50.8526,53.3599,34.4345,31.846,39.1945,24.3491,106.32,95.0043,35.9566,123.958,44.4226,0.273884,-2.45438
-11.9211,21.3931,19.2948,29.2363,1.47917,46.7516,64.772,185.995,137.794,236.864,11.299,175.604,131.417,88.4771,59.7222,74.6224,34.1882,92.6189,24.688,186.365,56.5765,22.9037,30.4099,133.843,10.2212,59.8162,137.424,44.8932,25.8598,157.536,137.953,0.465437,0.719961
-9.85671,21.3931,34.0054,4.40996,21.1483,22.0897,63.2117,107.547,143.686,397.804,44.5073,104.52,153.617,24.3573,48.5045,62.2469,52.5269,45.7593,26.8423,84.5667,15.8158,26.8871,45.4261,155.562,63.3517,95.478,106.622,91.1143,27.1384,56.0477,117.965,0.562933,-2.17824
-9.64295,129.587,58.6634,24.9627,21.1483,51.7991,11.3309,71.9342,114.655,328.397,50.7734,131.686,153.617,43.7455,37.6589,77.1186,88.1918,58.08,6.75078,112.612,20.9698,70.4442,46.1674,137.376,66.1893,25.7361,162.885,37.5369,20.9497,90.827,98.3996,0.215593,-3.81778
-3.17938,76.6009,65.6772,88.5623,17.9718,149.901,10.847,100.783,77.9584,152.469,137.204,94.1265,80.8162,53.0822,123.52,9.90928,80.0625,22.2402,110.47,117.891,46.9554,125.358,66.4322,32.9869,28.5712,18.4126,111.157,29.478,98.7447,46.9109,35.8892,0.0918509,-1.94728
