-57.4966,28.6922,6.74664,1.62397,16.3326,7.50306,10.3434,6.08915,40.1858,26.6005,37.3145,49.917,4.03415,3.59247,14.3287,11.9854,6.83231,3.58611,7.0536,9.28122,2.17521,16.3667,6.2657,17.5803,21.6258,17.0119,11.1497,5.16966,12.5447,7.94486,4.93633,2.95938,45.2951,2.54209,8.08878,10.3248,37.5864,5.61812,12.7436,9.49735,14.5032,20.7616,12.1773,16.2899,10.7147,14.6028,7.16089,11.3283,27.9982,25.9648,13.9888,41.4773,28.623,8.71232,6.11543,16.3637,14.5097,5.40757,13.6806,21.9236,19.8481,7.86392,7.72796,29.6195,15.003,2.33014,0.426792,11.8205,10.1397,0.243555,25.0165,17.1855,14.7803,17.5984,12.7248,0.0978456,121.653
-57.5182,1.15068,39.6364,11.0387,5.49561,7.69104,8.0296,1.93275,64.3324,7.48473,11.238,45.9512,6.80393,2.61787,0.413946,29.423,3.6197,22.255,11.6558,7.30423,2.59494,6.91198,1.74127,43.6815,5.80002,24.7265,13.0112,6.54467,6.90141,2.83578,6.65987,9.58873,17.59,4.04233,4.92156,8.42395,8.23239,44.9968,22.2014,9.3551,23.7738,17.8837,10.4313,17.484,11.041,31.9253,12.4845,26.8856,7.50629,25.5219,19.1291,32.6889,60.3936,17.7697,6.58604,14.5685,23.6496,5.56226,22.9435,9.38908,5.06781,6.8611,5.27692,20.0998,10.3285,5.40895,3.88191,27.2467,2.19487,1.49366,21.9403,24.4293,11.418,78.2806,50.403,0.0925349,140.091
-55.748,3.078,39.6364,7.22915,0.346593,7.53924,6.12996,3.65702,74.2938,9.21633,6.41946,38.7827,6.18682,9.09913,8.06707,22.9682,1.31018,22.255,24.639,2.35189,3.81557,7.157,10.7597,29.2707,8.89002,14.5891,14.5072,6.15958,14.2862,4.66105,7.65393,7.84661,34.2603,3.95735,11.8976,5.41482,5.66973,43.239,17.7897,11.4326,8.42276,24.0817,1.88901,17.6864,2.68808,28.9369,20.2095,7.53001,1.65947,24.4332,40.0717,34.0973,20.1787,32.0943,2.09214,27.367,12.6007,3.11781,23.4999,15.1267,5.06781,7.29241,5.65149,3.71674,6.14921,28.017,6.17992,5.07657,9.60162,14.0705,14.1974,22.0292,6.30872,3.60847,24.8256,0.203194,126.577
-54.8936,9.75697,33.9858,6.30595,3.60926,3.41533,12.5791,3.92376,68.1407,7.44538,30.0729,38.7827,6.18682,4.21112,0.690636,5.30581,0.036133,35.0508,27.0094,4.48037,2.79874,17.6419,4.24603,26.4508,17.262,8.19559,12.7143,1.89658,10.8059,7.42791,8.39579,8.14739,16.0774,3.72054,15.8847,6.74882,1.19566,36.548,20.5994,6.37801,8.5838,39.5683,14.7724,24.538,7.3901,16.6644,25.861,15.1029,43.7539,29.9067,21.3853,10.5698,18.749,7.69258,12.6477,2.44062,10.909,17.7858,17.8188,2.89356,0.620629,17.6233,10.7566,2.9383,15.7497,9.24955,9.74667,18.1395,12.7779,14.9815,4.94687,38.2864,4.51589,8.57744,36.2886,0.150775,129.55
-56.1611,5.09624,19.0173,6.28877,1.37399,3.77109,22.0802,10.7802,49.9764,9.06115,43.6249,32.4511,2.59805,8.54326,4.32743,4.57554,0.036133,36.4358,36.428,2.40721,2.79874,7.60477,1.10684,2.39716,33.4945,23.3254,16.1176,1.35833,15.4404,3.13092,6.98567,8.43161,10.3889,12.5651,23.1155,23.2074,15.4492,9.3307,32.7538,2.66948,6.23189,49.919,3.18831,15.6595,4.57298,6.40699,22.4184,8.57765,50.8822,27.0996,17.1647,9.27665,17.2088,5.31935,15.2854,13.3253,20.5775,16.048,6.64386,6.1452,14.0233,1.84485,18.4736,24.2135,14.2257,15.8927,8.67084,24.6036,4.2712,26.6539,7.19754,8.95952,4.38505,6.47537,14.8154,0.242406,128.356
-58.6345,1.37432,21.1827,6.86722,1.37399,9.04111,14.9622,5.171,51.0109,8.72126,51.5134,28.0171,6.80266,6.07045,17.0524,5.20342,0.036133,38.3768,28.7433,1.87837,4.08119,3.54686,2.83764,2.39716,36.705,21.486,5.9146,4.28033,7.91624,3.13092,8.00286,1.49163,14.0045,12.5651,18.1809,28.6192,18.135,20.8961,23.8684,45.0668,0.83672,11.8418,3.18831,10.7832,12.1758,2.83102,27.6584,26.5004,50.8822,9.49595,23.3654,9.59653,17.1095,14.7702,12.886,6.05735,10.2579,15.8112,12.6633,9.67458,4.13769,2.48441,10.5877,30.3447,10.1743,9.34287,9.92391,15.3137,4.00222,14.4615,6.37088,13.1258,23.6208,5.47521,18.5519,0.235792,130.539
-54.4175,0.628541,27.3475,4.80918,9.57586,7.339,22.2071,5.171,37.3958,23.5646,20.391,9.6367,14.1685,23.5875,16.2463,26.8847,4.69928,28.9263,11.2323,1.97629,4.08119,3.61318,3.28431,10.5205,37.6971,15.9526,5.36084,3.91668,7.31511,6.52145,11.12,17.0277,14.0692,1.20583,8.86084,24.0934,9.66354,21.5185,9.32254,78.3098,3.4644,17.3135,3.18831,24.7994,20.3651,13.3515,19.9171,2.68194,31.3743,7.523,6.1905,12.7915,18.3457,14.7702,9.94315,13.1573,6.14431,6.10633,17.7786,36.5722,1.55897,2.93569,20.0169,23.0715,15.4715,7.87057,13.1863,28.7573,5.90256,6.27894,22.5613,13.1258,29.7662,1.77431,9.75927,0.123692,125.33
-54.8884,3.47699,22.9512,3.04014,15.3824,7.785,32.5109,6.87213,28.5993,28.1861,6.01347,14.1078,14.1685,32.1155,14.6811,21.3235,8.10099,12.2534,11.6802,0.0581609,9.32537,4.5092,3.54213,6.04853,13.0305,45.6557,21.3223,2.90077,2.36258,10.5342,8.43816,17.2175,19.3538,1.20583,17.5784,26.8513,1.8941,8.33977,6.63363,29.8617,7.26215,19.8768,13.5241,26.7056,25.4397,15.714,9.11666,31.5491,7.96828,35.8128,8.57047,12.4894,3.35185,46.2719,24.495,13.488,9.56032,18.879,7.97802,22.2543,6.9606,6.23021,13.1084,4.15365,11.0874,9.06052,11.9605,23.8527,2.57259,11.2326,17.0907,8.59554,3.09913,2.39907,8.75017,0.0507141,123.823
-54.5431,1.51037,32.8585,1.50549,20.1968,13.9546,30.8801,2.90375,39.233,7.79334,6.01347,10.0469,13.7085,44.3682,10.7463,16.2226,11.1587,5.93777,6.85454,2.68181,15.4694,2.81455,3.98266,16.4397,8.56248,45.6557,15.1881,1.5322,5.40194,13.7499,7.07249,23.0091,26.2057,1.20583,3.06088,32.1618,15.0159,11.2618,7.20148,14.6093,5.38367,18.9274,18.1207,12.736,30.3049,2.43666,3.74527,18.4025,4.68155,21.5543,9.80364,26.1917,33.3057,37.8856,2.16398,11.1769,26.9902,6.30458,27.4653,19.6342,9.11793,4.54409,9.10229,4.01268,3.14149,22.8219,4.98844,17.3145,13.156,4.83962,15.985,16.081,13.852,8.91332,8.38116,0.285361,123.701
-53.3856,5.60847,62.7579,1.90106,20.7403,7.64232,24.5448,3.91189,29.4858,5.83671,21.8004,5.83473,14.4279,44.3682,10.516,18.558,9.5394,5.69324,3.76298,2.36427,15.6966,1.86404,6.7878,4.99766,3.02302,25.3556,13.7656,1.87191,9.64342,3.77784,8.33644,16.3754,20.5626,27.3124,8.42644,10.4258,20.2416,15.386,7.50696,19.8686,12.2338,13.1378,18.1207,30.3639,21.9496,8.49731,10.7792,12.5401,2.54925,39.9174,24.6616,25.0334,22.5635,24.5885,4.47762,12.0994,2.69499,23.2539,14.439,12.0913,25.7235,4.54409,9.64207,4.2261,25.4261,3.10839,3.81615,11.1317,13.156,24.6579,11.9768,19.986,7.44885,3.73311,4.13716,0.270774,126.118
