"sampleid","geochrontype","agetype","depth","thickness","age","errorolder","erroryounger","infinite","delta13c","labnumber","materialdated","notes"
108804,Carbon-14,Radiocarbon years BP,175,10,6730,110,110,false,,WIS-140,wood,two wood fragments from the interval 170-180cm.
