13.0095,33.9067,212.354,279.417,117.228,202.418,171.485,189.719,58.7527,254.77,51.8617,21.4009,157.495,21.4548,106.549,123.666,165.455,180.262,204.622,100.365,47.1007,133.704,211.76,156.073,333.374,126.551,140.927,199.007,532.858,298.052,52.8272,86.4271,98.0528,191.937,184.31,652.491,88.2107,119.005,42.5152,140.15,100.117,94.742,58.4573,373.471,37.1032,34.989,35.2278,136.056,305.224,127.348,163.436,354.06,27.0856,5.3205,143.093,51.1901,63.3463,140.982,338.02,110.604,0.547995,51.7008
-99.9294,108.659,113.454,280.862,122.12,261.452,200.121,188.753,58.1793,254.77,132.861,26.2459,132.969,16.4919,86.2035,99.4732,167.2,67.0367,188.538,93.2706,111.11,260.594,145.684,31.7753,333.374,89.9614,304.9,79.3636,241.827,296.628,119.342,129.939,157.259,198.076,104.41,687.225,215.123,77.3595,75.5652,221.666,100.117,208.271,50.1023,373.471,38.3771,9.72825,72.2609,239.245,247.489,20.1667,352.935,137.731,11.1715,39.7556,155.014,51.0555,73.2653,95.1636,327.56,183.57,0.547995,52.8142
-123.486,108.645,245.055,271.94,178.727,278.909,88.5045,235.211,57.8511,151.02,100.021,55.3852,125.274,8.42745,134.1,128.068,333.691,78.1836,265.667,159.257,102.611,167.959,137.794,118.228,269.746,105.083,50.2264,33.7225,256.832,326.846,254.848,189.795,29.1136,188.266,300.276,87.8894,373.999,144.087,55.7918,289.389,100.117,54.4286,94.1285,486.379,50.9035,12.3944,23.9901,290.982,562.735,27.2609,330.845,40.3221,119.312,15.7021,35.4071,40.8251,77.2008,167.287,294.824,17.7312,0.355888,55.8152
-313.399,224.87,96.4065,312.57,134.57,153.78,96.6505,418.749,58.2934,137.203,138.26,114.775,105.287,15.6852,35.302,89.817,168.805,95.0443,167.108,114.408,326.635,195.107,6.9639,77.2018,536.923,55.5305,101.912,30.2614,230.143,522.464,188.294,117.392,24.7471,188.266,407.953,112.46,133.142,114.839,91.7582,405.716,178.137,54.4286,133.01,541.238,18.7438,29.3259,23.9901,250.306,371.651,79.0273,276.021,39.2375,122.221,27.1939,81.7557,38.4143,78.0769,181.257,61.2987,253.52,0.35507,56.1924
-328.942,221.549,96.4065,538.759,70.6887,206.072,120.439,186.209,73.5831,126.62,198.811,78.9837,204.633,14.8799,100.138,7.1322,115.192,15.5853,199.459,101.009,326.635,195.107,57.0707,86.9476,536.923,61.3401,27.0704,23.7337,251.961,522.464,188.294,186.129,118.084,93.5649,452.762,99.3631,185.992,102.363,57.6833,405.716,178.137,54.4286,86.5923,466.833,18.7438,152.485,207.436,250.306,64.7158,43.6274,81.6019,88.2777,151.459,22.5543,114.937,51.2922,83.7891,187.662,61.2987,253.52,0.406086,56.1625
-250.024,221.467,177.426,447.707,92.3733,183.972,157.563,213.542,94.3182,77.0899,213.88,71.7331,130.444,13.7598,139.768,23.932,92.9486,73.9515,124.948,96.6811,292.291,218.037,211.18,130.811,566.495,31.7903,119.975,100.435,316.326,481.485,203.269,24.3696,122.639,205.713,402.387,22.1991,243.74,83.8478,59.6408,435.407,46.006,141.737,62.5381,147.645,177.041,139.247,41.285,153.478,100.563,147.845,194.864,113.265,66.5859,11.1728,136.463,69.1601,67.8343,198.372,61.4532,62.927,0.457213,54.9524
-234.239,262.377,166.056,518.364,92.3733,234.339,164.271,117.527,102.74,81.9754,153.124,122.92,131.559,24.2593,155.932,62.5179,136.661,82.445,188.13,97.1453,289.806,50.2514,211.18,66.4738,566.495,8.50151,34.4421,111.704,215.194,584.646,131.455,24.6614,122.639,61.6045,402.387,22.1991,143.303,30.0791,315.687,415.354,46.006,230.972,59.064,131.18,296.909,196.549,55.1662,148.616,65.8138,24.1265,135.203,99.7891,66.4112,19.0999,144.278,240.828,59.001,337.99,60.1243,82.8014,0.443403,57.6047
-75.8117,196.017,95.7355,464.544,37.4814,266.03,106.868,117.885,39.2142,28.2321,138.429,50.8397,113.241,12.5688,199.864,104.802,125.85,174.527,188.13,62.561,324.733,176.663,186.897,27.0718,380.09,8.50151,34.4421,58.3819,163.476,584.646,192.88,80.3307,29.0322,66.1146,107.715,91.0198,188.04,270.255,671.164,236.878,142.21,285.102,69.0836,150.054,114.789,163.4,64.4788,52.4038,119.742,115.761,173.195,66.3706,58.0241,205.433,184.877,24.5706,84.8626,316.602,47.9207,113.182,0.29137,50.5345
-54.22,114.367,95.7355,414.459,85.9562,256.929,58.0552,179.24,35.2222,72.4141,129.651,72.2708,184.612,35.2018,180.065,187.422,85.613,174.527,188.13,64,371.333,41.3553,162.169,23.9681,144.804,127.034,82.6589,93.8509,174.293,471.153,263.174,76.7479,33.8667,66.1146,107.715,128.558,188.04,398.578,509.45,224.692,142.21,310.964,162.535,152.175,72.0155,102.362,64.4788,71.2047,52.2811,242.643,275.533,201.662,21.1145,193.17,292.711,51.851,142.007,171.339,64.8432,11.8866,0.360328,48.6857
-44.4509,162.315,146.181,399.978,77.6706,253.306,115.402,266.134,54.7864,67.2627,114.785,81.4689,197.715,42.6142,159.972,378.252,99.5602,232.387,94.6575,53.4563,360.469,5.80527,141.585,72.3924,65.5543,370.485,57.3179,89.249,108.461,427.508,327.625,40.2664,33.8667,157.024,139.624,207.137,261.175,186.462,373.909,74.0933,142.21,139.609,93.0115,255.829,261.858,26.3121,32.5288,144.309,66.5877,261.608,195.903,350.15,70.2683,131.545,100.01,46.0397,77.7424,207.48,10.2808,55.3447,0.112401,52.3431
