site.id,dataset.id,sample.id,age
246,250,3380,-0.034545455
246,250,3381,-0.031400966
246,250,3382,-3
246,250,3383,9
246,250,3384,24
246,250,3385,43
246,250,3386,61
246,250,3387,89
246,250,3388,116
246,250,3389,145
246,250,3390,166
246,250,3391,194
246,250,3392,224
246,250,3393,254
246,250,3394,284
246,250,3395,314
246,250,3396,343
246,250,3397,373
246,250,3398,404
246,250,3399,433
246,250,3400,462
246,250,3401,491
246,250,3402,521
246,250,3403,550
246,250,3404,580
246,250,3405,609
246,250,3406,638
246,250,3407,666
246,250,3408,695
246,250,3409,721
246,250,3410,744
246,250,3411,767
246,250,3412,796
246,250,3413,826
246,250,3414,855
246,250,3415,885
246,250,3416,947
246,250,3417,977
246,250,3418,1006
246,250,3419,1036
246,250,3420,1066
246,250,3421,1096
246,250,3422,1125
246,250,3423,1154
246,250,3424,1183
246,250,3425,1211
246,250,3426,1240
246,250,3427,1270
246,250,3428,1299
246,250,3429,1329
246,250,3430,1358
246,250,3431,1387
246,250,3432,1416
246,250,3433,1445
246,250,3434,1474
246,250,3435,1537
246,250,3436,1611
246,250,3437,1687
246,250,3438,1761
246,250,3439,1837
246,250,3440,1911
246,250,3441,1986
246,250,3442,2062
246,250,3443,2139
246,250,3444,2289
246,250,3445,2441
246,250,3446,2592
246,250,3447,2743
246,250,3448,2865
246,250,3449,2988
246,250,3450,3050
246,250,3451,3112
246,250,3452,3271
246,250,3453,3578
246,250,3454,3722
246,250,3455,3886
246,250,3456,4093
246,250,3457,4299
246,250,3458,4498
246,250,3459,4645
246,250,3460,4791
246,250,3461,4935
246,250,3462,4981
246,250,3463,5137
246,250,3464,5212
246,250,3465,5415
246,250,3466,5607
246,250,3467,5786
246,250,3468,5851
246,250,3469,5932
246,250,3470,6014
