-72.3002,12.0542,17.6926,4.6666,59.4502,13.5548,6.77662,27.5112,13.7765,0.930745,96.9587,33.3271,41.7906,0.300667,47.2896
-72.3266,24.0207,17.6926,2.11146,48.8894,9.67967,6.77662,27.5112,16.3379,0.930745,96.9587,42.2389,31.2467,0.333405,46.3103
-72.6747,18.4267,17.2881,2.11146,39.3979,20.4604,2.79031,31.9148,16.9196,5.95228,95.0788,41.037,25.9465,0.333405,45.7801
-72.6259,17.5924,21.1499,5.74915,43.5943,31.5144,4.10802,20.1852,12.981,9.75489,88.6744,15.1284,61.1034,0.333405,45.9011
-72.6873,13.5292,37.8685,2.03772,39.9295,26.0729,2.26035,20.1852,15.6518,2.06504,96.2035,33.4429,32.0798,0.103796,43.9039
-59.5927,10.9887,26.0973,1.83258,40.0986,26.1576,23.7337,11.4713,16.1878,1.21543,93.6538,22.685,48.264,0.138681,48.9989
-63.3563,28.4674,26.2058,2.40863,40.786,11.6995,18.4662,8.27359,16.8013,13.1557,84.7871,35.917,17.1208,0.094706,44.4122
-69.1343,28.4674,26.1137,1.66836,43.761,11.1344,25.7881,8.27359,7.15408,17.6818,84.6016,37.9231,14.5443,0.0413566,42.6347
-63.8031,24.4141,25.7264,5.09769,43.761,9.98468,21.904,4.35936,16.5113,17.6818,89.5026,32.8875,14.5443,0.0556276,42.9551
-57.442,19.9102,28.3493,5.19689,43.761,16.5786,19.8301,1.4176,0.413907,30.015,106.318,17.2899,4.0163,0.0807879,48.0572
-59.5371,21.8137,28.1837,1.92048,42.217,23.7233,19.8301,1.4176,0.413907,30.015,106.318,15.4494,4.0163,0.0807879,47.431
-66.0502,19.4897,28.1837,1.92048,41.4536,25.746,21.844,3.9284,0.413907,26.7717,106.318,18.5604,4.0163,0.0807879,45.8935
-59.879,16.3239,23.6779,2.18281,41.4536,25.746,21.844,6.6901,0.413907,26.7717,102.188,18.5604,4.0163,0.0807879,46.3428
-63.4523,1.52704,22.2819,22.5617,36.9783,21.9461,29.8087,8.28188,13.0676,22.6533,94.9633,13.4349,19.206,0.0807879,45.9018
-72.165,10.7774,31.8342,11.4842,35.9559,21.9461,23.9062,5.94003,17.5365,16.8356,94.9633,12.5418,31.0705,0.0807879,43.2333
