-49.1475,5.09013,37.4458,41.7265,8.54526,20.0113,2.3255,4.24954,18.1805,25.8118,13.6003,22.272,43.8682,40.091,15.8839,119.79,30.9453,95.6602,22.716,37.6117,4.8741,1.88947,2.15416,1.17437,9.6093,2.39637,44.1189,43.7187,20.3385,12.8396,8.78911,8.04152,7.69666,16.7837,91.9734,89.3683,44.1411,3.44998,7.01209,3.51412,0.840745,10.3886,41.6801,38.2774,55.3119,25.3909,18.4417,90.3769,16.7063,46.1248,160.226,32.2132,21.4976,59.9996,48.704,36.2481,53.6688,33.115,31.5688,35.1085,30.7967,27.7864,101.572,96.1582,14.0549,14.4031,88.9017,9.36191,31.8752,40.7454,42.9466,19.2321,24.9234,5.04128,8.32831,89.2421,40.9432,57.7325,55.1868,16.7574,57.9662,17.8883,21.9228,47.7658,0.0384521,129.566
-48.9415,4.45512,16.6563,35.3123,0.512561,20.0113,2.3255,8.49385,18.1591,25.8118,7.1062,22.272,43.8682,44.7955,45.2951,95.689,30.9453,122.075,22.9178,8.98344,11.0853,5.27482,2.15416,7.95437,5.13047,0.709414,44.1189,37.7789,18.5124,46.7673,7.53453,19.194,2.62928,34.7026,105.276,35.5123,44.1411,16.8023,8.28379,2.10037,5.75002,15.7612,46.9615,20.2134,46.6059,23.0618,18.4417,43.1895,19.1843,48.6043,160.226,45.8916,33.5128,68.9636,48.704,15.087,41.0764,20.6164,39.279,42.8765,27.3613,24.9711,101.572,96.1582,77.4018,14.4031,102.036,3.49282,13.6328,31.6283,6.2168,22.6558,8.74578,6.02002,6.42987,70.8488,71.774,57.6093,76.0551,10.0307,21.7191,72.2796,32.6589,21.7782,0.0228245,121.07
-50.3044,4.51656,16.3708,29.3364,10.6952,20.0113,1.49517,9.50121,18.2338,20.6595,7.1062,20.215,53.2323,44.7955,45.9697,95.689,30.9453,122.075,22.9178,1.38261,15.9787,5.38462,2.15416,6.92869,8.38913,0.709414,28.6692,34.433,28.1315,67.6155,4.65003,22.365,2.62928,36.3201,93.4343,30.7538,53.3781,5.2257,7.81669,8.44045,9.43225,17.853,31.4239,20.2134,37.9317,22.6624,26.97,53.5806,22.7292,56.7217,160.226,39.3043,15.3148,85.7483,48.704,51.1912,41.0764,20.6164,39.279,36.2281,44.2552,26.0256,101.964,96.1582,81.9376,14.4031,52.5672,2.09313,17.6917,16.7599,11.6765,14.3976,18.015,2.08826,7.65377,70.8489,45.2535,60.9555,81.1249,10.0307,30.6694,70.882,14.1261,20.5041,0.0313562,120.624
-49.3454,2.8182,16.7332,36.8827,12.1249,6.6761,1.49517,5.03857,18.0222,41.6616,4.26237,18.0621,33.7288,49.4653,43.3941,92.1543,37.9607,122.075,22.9178,7.15102,7.70522,12.4233,2.15416,12.76,13.8689,4.26125,29.2098,0.975841,26.6321,58.2208,28.2213,15.1088,3.69265,32.8245,112.662,40.3729,53.3781,11.4611,13.3907,11.9688,4.07196,22.9332,28.2313,17.3607,34.904,18.7726,0.265745,55.6138,29.9074,44.0327,120.169,47.1242,15.3148,82.5921,87.5099,40.1269,58.8488,20.6164,47.0249,36.2281,87.4069,9.58225,57.3463,96.1582,81.9376,14.4031,31.84,4.45915,13.2045,17.0168,12.0401,13.3438,27.209,0.11918,33.2466,70.8515,66.7933,80.0183,77.3009,50.4715,22.5207,50.3098,2.09638,19.2976,0.000197504,119.478
-49.3815,4.34787,16.7332,37.6577,8.59233,6.6761,3.11284,2.75104,17.1987,35.1853,17.6261,18.4142,22.7661,49.4653,44.122,99.9654,37.9607,120.51,22.9178,10.2894,10.062,12.5777,8.5071,1.52231,12.9894,3.90046,23.6078,1.86739,22.5899,60.5687,41.5377,12.6355,5.3961,29.8722,112.662,32.7759,53.3781,19.1451,21.2823,8.26253,5.47501,22.026,24.621,23.7878,15.5739,24.839,22.2748,55.6138,43.727,48.939,91.151,38.2203,15.3148,85.2713,87.5099,56.0883,68.0056,13.374,47.0249,17.2891,102.147,9.48351,66.2668,96.1582,81.3845,14.4031,20.8124,6.96202,13.9346,17.5178,9.62566,3.87197,41.3502,6.18879,28.0551,64.4364,74.858,135.581,62.2105,26.924,12.8601,39.6313,16.7898,21.571,0.00842922,117.584
-48.4039,2.83382,27.6341,31.7491,6.98555,21.4319,9.18876,3.98418,17.9808,35.1853,17.6261,15.9923,18.3871,49.4653,56.0294,89.4413,33.5714,120.51,12.9633,7.38173,1.17706,15.9679,5.85641,6.58869,3.8756,3.32385,26.7035,13.2181,33.811,57.6666,36.8505,15.7181,5.3961,32.6746,98.0046,29.3749,53.3781,6.07701,18.181,1.56406,16.2038,22.026,36.8112,18.1993,29.6416,18.3588,26.5796,55.6138,47.9474,50.0043,69.8813,35.4675,40.513,44.2883,89.047,73.1925,57.1302,26.3374,58.1261,24.6746,99.594,14.7775,79.2907,96.1582,76.2158,6.94508,24.0292,6.96202,10.8521,30.1756,4.34715,8.84712,43.4947,6.18752,14.2393,51.9412,83.4037,120.932,74.4565,14.2186,15.9963,36.7574,15.4124,11.8059,0.00842922,117.25
-50.5888,3.37336,27.6341,30.1391,3.82302,19.2395,1.28784,2.46208,18.4201,46.519,2.88602,28.0499,13.3225,38.8245,51.4629,86.833,38.6583,133.511,31.6266,5.20405,4.07345,16.5998,5.85641,1.84571,3.8756,3.32385,29.0448,13.3729,7.71997,57.6666,32.5192,13.2794,7.95696,46.0042,98.7953,30.9179,27.7921,23.0609,20.5189,2.6065,20.1873,22.026,20.6338,39.1926,22.3328,30.2697,47.2952,43.4629,40.908,25.5238,75.2516,77.42,3.57978,52.2522,85.7723,73.0703,84.6169,26.0183,46.0862,9.60549,99.594,14.7775,47.467,118.893,102.114,3.12863,9.47515,33.9065,10.362,32.6145,4.34715,12.5983,46.5997,6.19304,4.5029,49.4311,83.4037,110.606,70.4525,20.6975,15.9963,11.7976,17.521,12.1098,0.00842922,122.826
-54.9053,2.95248,30.0614,40.4969,3.82302,13.9674,10.3776,3.9899,15.3428,46.519,4.65426,25.0859,24.4578,53.3705,47.9496,76.9141,38.6583,132.784,23.6772,8.3871,12.5125,10.8969,4.8223,5.85897,12.8388,7.92874,15.9887,15.3664,7.71997,38.4603,28.4326,5.16026,7.34306,55.6666,95.0049,31.6881,60.1283,22.958,27.5908,16.4605,10.5847,16.1837,24.7978,17.8062,16.1325,21.663,60.1312,43.4629,37.7696,46.9832,75.2516,85.5307,9.82851,58.9666,46.145,55.6165,83.6091,13.7562,52.5641,47.3883,82.4655,14.7511,26.035,89.0363,99.583,23.6242,9.47515,30.755,10.362,17.9707,11.6358,12.5983,28.0217,8.79797,22.1387,48.1249,37.2971,73.4808,71.3575,24.3326,29.8174,47.1298,2.50969,11,0.00842922,120.974
-46.2705,2.57918,16.2364,57.5976,5.21427,0.865375,9.54052,13.2455,7.02397,48.4127,2.09842,25.4253,22.1424,53.3705,71.7518,72.6387,32.7635,118.401,23.6772,5.21394,22.9215,2.48682,4.8223,5.85897,38.1397,5.53556,15.9887,15.3664,7.71997,38.4603,19.3449,17.1288,17.8803,43.9432,94.6571,23.2603,54.161,16.5877,21.2203,6.39215,3.45251,22.3933,28.4219,19.5332,16.3736,11.0955,56.4939,48.9994,36.0814,46.9832,64.0149,77.5655,15.2633,58.9666,38.1022,59.2056,91.9462,17.5571,31.9205,49.8266,137.442,14.7511,54.2538,85.161,3.41436,30.5292,9.47515,23.047,49.6774,18.6831,19.5189,16.8235,25.0628,30.0674,18.3202,77.4216,50.0297,90.0795,85.3088,44.7038,26.3485,34.0318,2.50969,3.85876,0.00842922,120.654
-47.6831,2.57918,16.1995,57.5976,5.21427,11.1019,11.5251,15.7445,11.0498,35.3411,2.53221,18.8866,18.2709,49.4684,70.8004,70.8113,32.7635,118.401,19.7493,7.33843,19.5895,5.80759,10.7446,5.17479,47.5464,4.10522,33.0708,19.529,7.71997,29.4121,13.5452,12.9291,8.86598,36.1504,124.3,38.0235,45.0902,7.91856,21.8424,6.37299,6.91806,37.0195,7.91619,16.3458,16.7429,24.2477,70.7261,48.9994,29.3192,46.7437,64.0149,91.3064,9.95953,20.171,53.2952,55.7558,78.5809,38.6701,15.3979,50.0665,43.7319,38.363,33.9695,96.5622,5.63726,85.5974,115.388,36.1718,16.8121,17.4972,16.6228,24.4755,38.9408,42.2069,23.135,77.4216,52.4187,90.0795,11.0428,34.1151,23.4052,46.9888,15.8856,12.391,0.00842922,120.184
