-46.824,19.3618,30.387,23.2166,8.97966,54.822,8.24682,13.4715,6.26631,22.1574,5.29518,7.57088,8.20501,11.5614,5.10245,8.39372,8.5404,8.28519,11.0708,18.7839,3.28748,20.6473,27.926,9.58138,24.1006,17.4837,50.2549,43.4816,32.0942,33.0842,29.8848,80.8143,28.0532,110.33,35.2728,3.74079,7.60341,91.6929,15.8746,34.1283,47.0721,61.259,12.0294,24.4581,45.8819,14.7934,6.91072,113.883,8.23762,5.76047,11.2647,22.6595,36.29,4.20493,66.0172,34.6374,16.4232,45.761,82.0429,61.6688,9.32609,22.3775,10.7312,17.3353,61.3974,6.29492,32.9926,3.97422,6.59569,41.6569,7.44817,25.6749,0.000564623,93.0917
-50.2916,23.716,30.387,14.7489,8.97966,54.822,8.24682,13.4715,10.6166,22.1574,4.19327,10.17,9.70795,12.2781,4.02023,7.35216,6.66836,8.28519,11.0708,15.6108,3.28748,19.578,27.926,9.58138,28.6841,18.1407,50.2549,42.9465,30.8061,33.731,29.8848,80.8143,28.0532,110.33,35.365,4.23005,7.60341,91.6929,16.4762,47.2849,47.0721,61.259,5.98749,24.4581,47.1944,14.7934,7.8771,119.646,8.23762,6.48133,12.4703,25.1637,36.4015,2.75471,48.5769,34.6374,16.4232,28.5397,128.817,61.6688,13.0235,23.8508,1.14788,4.11215,55.5121,11.0169,31.9256,7.67469,9.31026,78.5767,9.88254,17.0465,0.0049207,97.223
-48.3053,25.9245,30.387,14.7489,8.97966,45.5248,8.91276,19.497,9.9508,14.9577,5.06699,4.10072,9.70795,12.4943,4.02023,7.35216,2.65516,6.89349,4.17964,15.6108,6.65793,20.4652,28.8753,9.58138,15.8809,21.0688,41.6731,83.9712,33.3601,31.1401,29.8848,80.8143,28.0532,116.547,37.0256,4.23005,23.4433,91.6929,11.2997,47.2849,48.5665,47.056,0.903589,20.9,47.1944,10.6082,11.0762,130.151,4.9994,5.14252,17.5284,25.0199,36.4015,2.75471,43.5128,17.9007,16.4232,38.3319,128.817,52.2934,19.4797,21.7798,21.2454,4.11215,34.4291,13.0453,29.8511,6.28283,19.2013,92.6185,9.14488,27.6749,0.00422097,102.156
-42.5465,25.9245,30.387,14.7489,10.4887,45.5248,12.5941,19.497,12.268,18.9398,6.33692,1.49099,5.70411,12.1472,3.7505,6.50071,3.22731,6.89349,12.5638,6.42834,6.65793,22.5443,27.9208,35.9239,11.9826,22.3369,26.4185,83.9712,33.3601,26.4807,16.2537,80.8143,28.0532,116.105,37.0256,7.03358,23.4433,84.0719,16.5623,47.2849,53.5647,47.056,0.903589,20.7516,50.4524,29.779,9.36163,123.622,9.12848,3.13998,17.5284,25.0199,30.5963,2.75471,43.5128,17.9007,16.4232,21.996,130.731,49.8634,11.6525,21.7798,22.6084,4.11215,42.2508,23.9865,24.899,6.28283,10.7225,79.9735,17.8742,27.6749,0.00422097,104.077
-40.6456,25.9245,30.387,14.3024,10.4887,45.5248,9.34367,21.189,12.268,17.1637,4.89916,3.60141,6.65094,13.2619,2.35936,2.3427,3.22731,14.503,9.78563,6.42834,6.65793,22.6136,27.9208,35.9239,11.9826,21.237,32.3619,93.2361,38.6344,14.7774,16.2537,79.9823,28.0532,116.105,26.9313,11.533,10.1638,77.2814,24.3188,36.0242,53.5647,47.056,19.222,30.8478,50.4524,31.6689,10.0337,93.387,11.8988,3.13998,16.3333,35.0372,33.237,9.49824,43.5128,7.93122,16.4232,42.9742,142.957,45.407,4.85408,18.0418,27.5922,2.72559,42.3092,46.6138,24.899,10.737,12.367,90.3333,21.6517,28.5035,0.00441725,108.029
-48.7613,25.1366,32.0792,8.86391,10.9152,45.5248,16.825,27.3241,22.0104,10.3978,2.75646,3.60141,4.87535,7.486,2.18952,2.33841,10.376,14.503,25.685,6.57925,5.78903,13.0601,19.3865,40.028,11.9826,21.0349,30.5693,93.2361,37.569,26.9377,16.2537,61.4696,28.0532,113.443,25.6433,11.533,10.1638,49.1642,45.1193,27.9734,53.5647,45.0595,9.73626,39.0208,58.636,38.6156,31.5498,2.17345,7.84774,6.4401,10.1721,34.9715,29.0439,8.62,65.4806,28.3384,18.006,17.0039,105.765,45.9487,3.3694,11.9694,74.2607,20.593,11.8755,38.3225,24.7909,30.6437,12.3685,39.6183,27.8792,17.6112,0.0130633,107.082
-48.7613,25.1366,32.0792,8.86391,4.35563,48.1062,25.8162,27.3241,19.4211,15.7453,2.75646,13.4768,4.42863,1.16848,1.23828,2.33841,10.0102,10.4134,21.8828,7.19954,5.78903,13.6728,24.2554,16.9365,13.3748,19.4133,23.483,93.2361,37.569,46.5117,16.2537,59.0608,31.3558,113.443,26.2076,18.6999,15.5759,50.009,45.1193,31.4174,53.5647,11.7868,31.5468,42.8204,55.7385,57.2544,54.49,4.76639,7.84774,12.2236,10.1721,36.7049,29.0439,14.6346,49.2937,27.5695,23.7835,4.40639,105.765,1.65436,59.7138,9.34166,71.4651,20.593,17.4302,43.6201,8.5413,41.8801,12.3689,36.26,46.2305,19.8036,0.0178482,103.097
-49.7428,26.7723,24.4108,7.68,4.35563,45.5384,25.8162,36.3414,14.8099,8.88123,2.75646,17.0451,8.47933,3.15264,2.32981,2.33841,10.0102,8.54079,10.8746,8.35973,5.78903,11.1986,25.6114,15.0668,11.5954,18.6596,25.3461,98.3641,51.0971,41.2067,16.2537,59.0608,33.7377,106.49,32.9218,32.1598,26.987,33.7835,41.2535,26.0271,53.5647,11.7868,31.5468,53.7527,35.4356,57.2544,54.49,27.4508,7.84774,5.44854,17.1964,33.4685,37.098,14.6346,26.3469,45.4248,38.0606,2.02019,10.1448,1.65436,110.261,42.3153,75.9281,39.849,12.9615,30.963,21.1357,29.8399,12.409,40.8635,69.133,15.685,0.00605772,100.724
-47.4017,26.3868,24.4108,7.68,4.84428,45.5384,25.8162,36.3414,7.39985,8.88123,3.94018,12.9036,8.09641,3.15264,2.32981,13.8808,7.61689,7.78176,2.10913,4.33046,5.78903,10.2765,19.0764,18.2136,8.63854,16.7207,25.7818,98.3641,51.0971,52.0835,16.7115,59.0608,33.7377,106.49,32.9218,25.9715,31.4473,27.2256,42.48,16.2576,69.3631,13.2998,24.8499,62.422,50.6081,27.1411,7.98574,57.9504,33.6713,2.54507,15.9357,23.254,27.7637,7.07026,33.0976,19.6351,71.3472,9.28812,25.9228,9.34581,114.027,4.73473,75.9281,65.901,21.9057,34.0142,28.6564,21.742,12.4117,38.8249,69.133,20.05,0.015003,102.203
-44.0955,24.9595,24.4108,7.68,5.49836,45.5384,25.8162,36.3414,7.39985,9.78331,2.19116,8.18213,8.09641,3.15264,2.32981,16.6072,11.4836,15.5343,2.10913,8.36201,7.58985,8.94739,19.6181,15.1018,8.63854,16.7207,27.8166,98.3641,51.0971,51.1278,16.7115,59.0608,33.7377,115.441,27.5957,20.5046,15.8049,15.0688,42.48,16.2576,98.9962,25.6099,22.756,62.422,50.6081,26.43,7.98574,39.6002,30.1441,2.54507,24.7398,16.3657,27.7637,7.07026,45.8109,21.2051,92.9822,12.3402,30.0949,22.7744,101.329,33.5222,33.6688,52.6009,29.303,15.674,5.24333,3.42598,12.3586,92.6971,21.6065,7.0104,0.0112625,99.0749
