468.065,129.162,10.5511,57.2013,6.46236,14.313,121.668,25.6824,16.9288,381.914,650.64,110.72,49.8701,240.268,93.4912,0.00882747,39.4833
10.2873,140.451,34.2307,39.6331,8.95398,52.2375,39.8055,72.6568,87.2715,204.738,153.36,245.485,183.472,211.458,54.2874,0.0361707,41.1522
-39.4207,122.449,50.4594,31.6591,9.9415,81.6418,27.6313,85.2459,79.7354,213.112,425.902,215.604,196.868,110.886,45.4108,0.0186861,42.0731
329.574,113.816,33.1936,26.6397,2.56693,65.6432,26.9711,70.7767,64.7867,237.557,428.54,213.298,222.352,99.8209,58.1783,0.0186861,38.9189
666.027,76.2061,23.309,47.6306,14.7043,35.9129,1.17928,93.1603,77.3224,66.7121,335.528,600.537,223.497,112.685,72.2014,0.00605149,39.8679
603.436,82.792,23.1602,26.33,28.4698,12.7386,92.6153,12.7569,112.222,63.6723,832.91,51.1452,333.396,73.7909,169.154,0.00992106,38.6472
877.347,38.4233,18.6902,38.1831,39.4644,6.76399,44.3224,73.3959,103.499,20.7969,628.373,147.667,210.609,80.8653,238.703,0.0362495,40.3621
897.14,15.539,8.0061,38.9809,52.4803,14.9619,43.881,44.0292,121.714,73.1193,611.527,148.48,20.5553,25.1556,104.21,0.108149,41.8023
894.978,12.9395,30.9426,23.4474,45.7633,35.7355,46.7744,34.3814,132.808,92.0821,78.1168,84.0019,239.033,70.5085,218.541,0.113515,42.7969
1036.65,58.928,2.35288,28.0495,22.6535,13.0372,74.7465,48.0901,109.142,68.4152,47.4075,57.2374,118.721,19.6856,338.824,0.111931,43.52
980.824,46.1684,22.0131,13.0718,47.0717,11.0998,59.6955,70.2051,46.6951,71.1545,52.9752,60.9849,157.495,76.7421,235.888,0.0480142,39.3573
802.862,55.8251,29.6667,11.0545,27.1572,17.3488,32.6594,138.456,24.6432,103.281,93.0937,697.24,467.46,186.6,102.374,0.00889775,40.7555
378.346,119.119,29.4449,42.1599,20.2257,7.38971,88.3003,103.003,24.6432,159.738,92.0439,87.8746,321.652,74.5195,30.1605,0.00612261,38.2534
378.346,119.119,33.7452,23.3437,26.5347,12.7107,81.6773,69.8146,63.6244,168.988,93.4905,220.01,290.486,38.83,11.2614,0.00610021,35.8802
431.913,112.408,61.8066,9.75791,15.5052,10.7419,95.7869,66.7156,57.6329,43.6927,324.717,33.1712,202.618,243.924,12.5586,0.00354152,40.0437
219.375,133.691,41.2203,11.5509,18.6887,41.1709,85.1327,65.4984,22.4523,246.779,245.425,92.7314,188.496,184.044,154.556,0.0185359,39.4995
270.017,133.691,39.8183,11.5509,16.3293,16.3041,80.0123,64.3869,22.4523,412.725,387.086,64.832,167.959,19.3737,160.37,0.00463393,37.7669
540.152,109.717,28.6233,15.3195,25.0668,37.0223,59.9616,65.533,32.0317,459.222,246.264,87.6324,142.058,141.264,317.542,0.00528265,38.3306
442.224,156.913,18.3459,20.2501,44.3618,19.2897,56.1451,34.0135,32.1636,322.793,23.5693,218.226,211.191,71.7231,172.923,0.0655607,42.9882
550.41,112.666,38.9669,18.9294,43.3365,14.904,47.8606,31.8805,49.2846,375.868,92.7012,116.425,443.324,121.355,259.506,0.0738781,41.2677
