-59.1793,0.462425,4.22601,2.44101,5.96149,13.6072,29.6551,7.64575,28.6814,7.66243,0.844114,3.70276,16.992,6.83102,25.9876,4.6989,17.2493,9.63544,47.0673,13.9163,78.1509,6.93695,23.948,5.42547,11.3716,4.48538,8.46867,15.2949,5.42695,4.76997,0.432459,42.8288,8.98258,13.9083,11.7269,9.89482,35.4244,11.7563,22.5686,18.4604,24.4672,23.5491,8.83496,3.83472,9.34134,5.62638,4.4343,6.21832,30.5963,25.8332,13.6955,13.6553,9.79381,29.8536,17.9614,37.6705,20.1567,20.8434,6.68869,16.8494,32.2436,4.95506,185.727,20.4439,11.1249,17.4406,32.6831,8.20258,28.8836,3.8021,23.9888,16.761,25.6828,5.61826,0.933095,19.1971,10.2188,0.0417205,186.368
-53.5589,0.280422,2.72638,2.55109,5.96149,15.1573,25.5504,8.65774,28.3901,7.66243,6.22884,5.95627,16.8785,5.41485,25.9876,4.6989,17.2493,8.68312,47.052,14.9273,78.1509,6.93695,24.9143,5.42547,11.3716,2.6842,13.6636,10.9053,5.84142,5.4534,0.432459,45.1346,9.18089,13.9083,12.3639,11.2071,36.8081,11.7563,20.9226,6.29142,25.8737,23.5491,6.80766,3.83472,7.68405,7.68556,10.1623,6.21832,30.5963,27.9013,10.7167,13.093,22.5008,19.1971,7.24484,36.1479,27.3506,20.8434,6.68869,13.1294,37.4239,5.86108,185.727,17.0466,5.3689,20.2551,29.2828,12.9884,28.8836,10.5583,23.9888,16.761,25.6828,3.68677,4.8788,3.02284,12.8234,0.0959591,186.33
-55.3452,0.280422,3.46904,8.24155,5.59195,15.1573,25.5504,9.22923,28.3901,3.53587,5.93336,3.61002,17.199,5.56552,13.0585,1.70005,17.2493,12.4659,47.052,16.3719,78.1509,1.01825,24.9143,16.9029,9.15863,7.1451,12.461,15.0936,5.10084,3.33083,2.48368,45.1346,14.4423,13.9083,11.7631,11.1822,38.7683,11.7563,21.8795,5.08284,34.8778,23.5491,6.80766,4.70161,6.23416,1.72218,10.1623,2.14754,20.9051,31.091,10.7167,19.5276,23.8703,19.1412,9.94496,31.265,25.8746,15.1823,8.66422,10.4038,37.4239,4.66757,185.727,17.0466,5.3689,20.1451,27.6509,17.6678,28.8836,10.5583,23.9888,31.2045,11.8899,12.4336,4.8788,3.02284,3.73638,0.0959591,189.948
-37.2626,1.17097,3.85978,8.24155,5.59195,15.1573,25.5504,9.22923,28.3901,5.80371,5.16531,3.61002,17.199,3.68439,12.1041,1.70005,24.0008,7.01668,47.052,16.4313,78.1509,1.07814,28.2371,16.9029,7.31094,9.66948,12.8033,14.3674,4.01921,2.68239,3.79313,41.4513,8.26326,13.9083,9.42948,10.8856,38.7683,13.5065,13.8152,15.7228,29.9794,14.7467,10.1623,4.70161,1.84678,3.24614,20.3044,2.14754,17.5483,21.2399,16.0398,25.8612,15.9585,14.9225,7.91915,33.9005,31.0664,16.2794,8.60166,21.8711,37.4239,0.556592,185.727,18.4071,5.3689,19.8134,27.6509,18.8158,16.6515,13.25,25.9791,39.4881,11.8899,2.69791,3.5331,3.96406,0.148309,0.0977759,196.243
-37.2626,0.765333,3.85978,7.09467,4.41689,15.1573,26.4912,10.2937,23.1203,5.80371,5.54388,4.5294,17.199,3.68439,12.1041,1.70005,24.0008,7.01668,47.052,11.547,78.1509,1.07814,22.2109,19.4824,9.69275,9.66948,11.0839,14.3674,4.01921,2.68239,3.79313,44.4562,7.19096,14.4364,24.1015,10.159,44.0388,13.5065,12.6984,21.3466,29.9794,15.087,6.13696,4.70161,10.0397,3.2403,28.8622,2.14754,17.5483,21.4382,16.0398,25.8612,12.9764,18.1959,4.0222,33.9005,25.3497,16.2794,7.42998,17.4637,37.4239,0.556592,185.727,18.4071,6.13347,18.137,16.1128,17.5553,9.31815,18.24,25.9791,40.1793,11.8899,2.69791,8.55739,3.96406,0.148309,0.0516294,192.134
-41.3333,0.579739,3.57767,7.46301,5.95219,15.1573,27.5605,10.1389,21.9496,6.04884,5.65384,4.13493,17.199,1.66994,12.1041,6.47952,24.0008,6.14411,47.052,9.60733,78.1509,9.25071,22.2109,19.4824,7.32207,4.54356,9.54088,17.1566,4.2535,2.68239,2.46014,44.4562,7.19096,17.452,20.8923,10.241,44.0388,13.5065,4.07311,15.1128,17.1975,15.087,6.228,4.70161,5.96921,3.2403,28.8622,7.55784,15.8279,11.8658,19.4466,25.8612,11.0093,18.5326,25.5777,54.4119,25.3497,16.2794,9.06723,14.7589,34.9955,3.04323,185.727,7.44116,6.13347,26.9399,10.1404,21.4605,16.3478,15.0206,24.4499,43.9552,11.8899,9.21457,12.0297,7.97463,7.63553,0.00182722,183.614
-60.1779,0.799279,2.84007,7.46301,5.95219,22.5572,27.5605,10.3219,21.9496,4.34288,3.26725,4.26576,16.096,1.87756,13.6463,1.8383,24.0008,4.42692,57.811,12.0695,76.5537,6.88093,7.68132,19.754,13.4413,1.56217,14.1311,5.07681,5.24439,15.3413,3.8435,63.1022,5.08061,11.2174,23.9436,10.241,44.0388,3.47346,4.9842,17.5147,14.4417,17.0586,4.64174,2.29845,8.21014,8.29127,28.974,7.55784,9.91974,9.77969,14.8754,24.5257,12.6726,23.6346,20.4053,54.4119,25.3497,16.2794,17.335,16.3229,36.4341,0.251622,185.727,7.44116,6.13347,26.9399,6.00054,21.4605,8.85292,15.0206,23.9528,40.2672,11.8899,3.94353,8.46063,5.69955,1.59481,0.00227726,188.698
-49.2086,0.509267,2.84007,6.03922,6.45025,22.5572,28.3176,9.91248,21.9496,5.4652,9.11397,4.26576,16.096,1.87756,13.6463,3.44116,24.0008,2.44351,57.811,10.9063,76.5537,8.69602,16.0252,11.3071,13.4413,2.5991,14.0644,5.07886,3.99592,8.98549,4.40338,63.1022,5.08061,10.2589,31.7194,10.241,44.0388,2.35757,4.9842,16.4496,12.3898,16.1579,4.58211,2.29845,20.5288,13.4192,28.974,3.24801,8.71407,4.09786,17.3292,24.1041,12.6466,25.9563,26.2285,54.4119,25.3497,16.2794,17.335,9.57441,29.5184,4.43585,185.727,7.44116,6.13347,30.2735,9.03004,21.4605,8.85292,15.0206,22.8273,34.041,4.57425,7.00696,19.6712,1.86662,1.50986,0.00199067,190.498
-51.0069,1.01547,2.45405,10.0952,7.16917,22.5572,28.3885,12.7663,21.9496,5.4652,9.17232,1.08099,16.096,1.87756,13.6463,5.44378,24.0008,2.44351,57.811,11.7191,76.5537,8.69602,2.50212,11.3071,9.68088,5.74414,13.0797,5.71914,7.23398,6.17907,4.36149,63.1022,5.08061,10.2589,36.247,14.3958,44.0388,3.26087,3.22132,17.3039,16.3854,5.84558,1.24678,2.29845,16.9889,18.6685,26.2084,22.1234,2.56246,2.44008,13.6924,29.2256,12.864,25.9563,10.9711,54.4119,26.316,14.6967,15.8239,9.57441,23.4955,4.43585,185.727,10.0522,19.1795,21.038,18.7004,23.3843,9.23686,3.94574,18.4999,34.041,22.3399,5.46565,19.6712,10.9397,0.393895,0.00163646,188.358
-55.3684,1.09029,1.68861,10.0952,7.5011,22.5572,28.3885,12.7663,22.9797,5.4652,9.17232,1.93716,17.1227,1.7017,11.124,17.5012,24.0008,25.3227,40.2463,12.3081,62.9673,8.69602,2.50212,15.2714,5.54081,8.91349,13.1456,6.3952,12.2802,8.52957,4.36149,63.1022,5.08061,9.43008,26.6448,19.3981,44.0388,4.70808,3.22132,8.82272,16.7981,6.49419,5.44245,2.29845,15.4104,12.9648,23.0538,18.797,5.96819,5.53433,13.6924,29.9366,16.2774,25.9563,8.79042,67.2223,23.1939,14.6967,8.5599,9.57441,24.0813,5.22859,185.727,9.13671,19.1795,26.934,14.9424,25.9876,8.52829,3.94574,19.6538,25.6566,16.9154,3.96297,14.1624,5.81953,9.42143,0.000806296,182.969
