-2.23995,29.2838,44.3559,8.40414,15.3719,21.1893,5.70574,8.56886,4.35259,10.4688,10.0901,6.29597,49.1604,5.09618,17.7428,2.19777,6.19674,59.9898,9.3818,10.3784,22.3373,3.63601,15.5374,13.4806,1.34138,8.46994,14.871,8.15666,14.6829,16.9412,11.9627,5.5074,43.9938,6.02406,6.83734,5.37788,15.2689,11.7528,4.81203,4.1648,0.504685,46.5524,4.08439,45.8644,2.9455,19.4816,76.6771,64.8516,30.0096,35.1006,30.9862,8.71935,47.3416,27.8787,3.36486,4.67464,55.7327,16.2018,21.1356,45.8021,23.8445,43.9984,69.1481,0.135253,36.9512
-17.5621,14.4393,10.1383,10.1694,7.81218,6.895,23.0725,6.1596,31.6607,4.11096,24.8547,12.62,10.4029,21.2722,11.29,9.026,2.45059,0.598373,7.5731,18.8914,4.65111,6.90068,39.1213,19.0344,35.4411,4.02498,11.547,25.2049,13.3098,13.2965,21.2825,16.2569,1.87968,25.0878,3.9278,3.58154,6.89113,15.3259,5.13289,11.9199,0.623733,28.7219,111.44,3.85569,12.5466,42.4513,42.5769,2.73888,42.7791,117.683,8.50457,42.5299,6.30365,19.3977,17.5971,27.2318,39.8509,27.7015,32.046,19.8214,20.9516,18.7385,84.6964,0.314386,32.9738
-17.9213,16.4304,9.7854,14.9708,15.9037,7.516,19.6534,4.31239,64.6847,6.3391,7.18832,1.39888,15.256,9.62034,13.8453,16.5923,4.59062,16.2637,16.2784,12.8602,2.76974,8.80821,5.98847,31.9032,13.6138,2.71026,4.76401,33.6893,7.61372,23.0197,18.7011,9.0416,2.85718,16.4595,26.1667,4.59506,3.24536,19.3855,5.62248,9.93258,0.754479,82.6264,31.7427,22.6236,12.3019,14.492,15.8898,29.1163,4.22552,93.0524,14.7676,64.7017,24.5894,19.2332,15.8252,76.5864,74.5382,6.07644,27.4375,28.903,27.8182,26.265,2.74027,0.454279,34.9342
-11.0664,20.1907,4.81861,12.8301,17.4402,6.79857,4.75689,15.2149,31.9439,3.20739,26.6578,10.572,33.9081,14.347,19.9422,27.9216,13.8995,16.1778,18.1447,11.1182,9.2665,4.49791,12.1403,32.7355,2.12548,0.701013,7.81046,0.592291,2.06771,42.4719,7.85981,0.960169,3.3179,6.15397,31.294,0.908422,3.87278,15.4463,7.36194,6.01447,0.739398,11.8267,3.06985,19.4887,15.222,22.2772,20.4423,19.8,76.5607,93.0524,54.9607,72.742,14.7608,33.9351,100.175,70.2895,80.2967,41.5898,25.3642,10.3624,98.1767,38.1124,11.2903,0.526685,42.4897
-13.9779,32.7111,6.46973,29.1108,3.41108,38.1982,6.36055,0.692233,17.7104,0.721442,50.5569,24.9018,12.6361,20.8737,14.951,16.2471,12.4227,9.86537,19.1966,2.74267,9.88111,9.53265,19.7072,7.94635,4.29127,27.6395,3.2275,9.31978,6.45468,10.5029,4.27084,23.4323,8.10009,18.0262,11.1493,24.664,25.4473,1.3122,9.51942,2.39929,0.661174,23.9025,28.7447,19.4981,20.0947,4.64278,16.9809,20.6542,47.2486,124.935,45.3403,7.43475,8.95105,13.6915,58.6211,93.6599,72.9128,19.5286,28.3134,30.2876,3.22483,28.1326,3.6542,0.0777723,35.947
-12.933,18.2759,6.74559,16.9068,4.50319,9.26079,16.035,58.9243,7.84879,19.8071,3.51083,0.638677,6.3892,10.0592,29.5281,27.6443,29.8275,6.65784,4.24175,19.4865,25.4525,6.65285,18.0718,5.07599,2.38759,10.9857,2.54578,7.12984,22.2783,5.39783,28.0654,5.43337,4.51795,6.14063,12.5746,63.5489,11.0197,1.60276,9.93345,4.38454,0.647268,23.6028,10.0869,19.5514,5.51595,17.1488,20.1428,80.8304,47.3793,100.401,70.8748,37.1077,81.7455,46.8718,65.6684,82.3385,83.5933,23.2133,40.5229,39.6796,15.1555,47.3928,52.8124,0.0365334,43.4376
-29.9729,3.44865,6.75104,18.6021,17.7023,2.91276,17.2665,18.0004,2.56751,32.7589,41.4055,6.82731,15.4225,1.30862,42.3107,14.9051,2.46135,15.4347,20.9511,27.3763,36.8008,2.1144,9.27704,21.6671,6.02408,4.26748,1.86131,22.552,13.0795,3.47133,2.70007,25.8018,8.46896,1.85932,8.07076,37.4197,10.7661,7.19684,8.31615,8.04044,1.36967,31.9414,26.7474,21.7429,17.9379,23.6216,20.2198,48.0498,58.218,76.1123,68.2931,75.1647,10.4981,85.3544,37.2054,8.42771,34.1727,4.15713,12.9453,29.2231,24.1459,41.4217,84.0183,0.796514,41.8133
-12.379,10.9442,6.75707,24.4171,17.4774,13.3017,0.723616,24.9363,14.8655,4.87956,24.3841,6.61456,8.17425,23.3172,15.1443,23.1504,13.0284,34.433,10.1928,4.43372,5.71881,4.20089,34.5689,22.0346,6.63559,11.7768,2.16307,14.6551,45.0523,44.3352,6.00634,9.39475,8.22421,11.1255,16.4032,28.7681,16.2373,5.44339,9.79977,5.28048,0.794971,48.4881,28.7299,54.8939,24.1559,36.264,17.9186,44.7519,4.02439,67.6151,32.1897,22.3857,71.2945,52.5202,3.6008,10.0167,9.79937,24.5108,12.3906,43.9086,24.9273,24.9636,130.52,0.645784,39.2817
-12.8261,10.5149,6.85404,10.0519,9.53091,24.9507,25.7065,12.2059,19.6148,3.83098,2.12415,10.1423,4.80043,19.5195,25.6211,9.89946,18.0234,5.70718,22.0564,27.6639,8.03479,5.10494,13.1843,17.9452,20.5318,10.6817,2.81137,5.1672,33.3948,16.5665,4.5662,2.10101,8.42832,23.6178,23.4645,21.4579,13.2457,7.07098,36.6285,3.84132,1.07506,25.9584,69.5904,126.804,9.401,37.4148,18.7994,56.7779,64.1462,21.9034,41.9096,12.3167,15.2111,23.944,31.2492,50.4273,21.8374,7.80118,19.7181,35.1767,20.1892,50.2442,23.939,0.10899,34.8611
-13.2681,4.66657,7.4672,8.08014,11.7625,4.24309,11.0274,2.65855,21.0441,12.3551,4.32227,8.46476,5.50328,53.346,28.1123,13.8897,21.5429,8.56004,11.8496,20.6792,14.5113,5.0598,27.0331,34.6085,10.2508,0.926068,5.72407,15.354,9.68311,9.03395,43.2548,6.78097,7.69552,32.8434,8.75636,13.5106,0.534997,10.9341,12.7462,5.19837,0.0911321,64.2784,75.7696,16.8443,18.6892,16.9444,8.44442,22.0525,101.427,88.8817,13.8542,21.1754,9.01907,13.0241,13.1773,8.94997,13.5337,2.64028,48.1199,15.7435,30.2192,3.98357,22.3568,0.000645333,27.3821
