-32.5585,18.4922,23.8788,31.8114,9.60481,7.01417,10.9614,12.1026,14.2919,13.7418,25.247,36.2302,3.65382,0.651711,10.5787,35.3726,7.31068,16.2919,14.0679,1.04448,7.68769,1.9897,4.98878,45.2203,26.754,2.28813,20.8321,0.274176,5.13285,18.5032,24.5685,6.55876,1.16056,7.91307,19.3658,24.323,12.7896,0.518787,1.42622,22.9543,49.7444,1.53059,1.47938,7.14761,3.33048,6.76536,9.90417,45.0278,0.276436,43.5897
-31.3016,15.4205,8.41835,34.3019,2.06358,2.51903,5.70176,1.18254,1.61325,3.36833,35.0266,34.4646,1.14071,10.4669,9.71466,30.2663,8.66966,3.15044,17.668,4.47603,46.8655,2.59476,14.5272,20.9129,8.84689,5.11582,13.6063,36.8244,26.0924,7.23537,17.7763,0.21367,9.99254,15.6775,32.3714,21.8816,11.1775,15.9775,3.42074,12.6197,28.0439,19.9737,53.7489,9.89089,15.8652,12.4461,2.17274,14.5996,0.246225,43.6305
-69.5338,39.583,16.9367,26.1025,5.25,4.56636,7.62183,9.42768,43.7158,2.92752,24.2232,5.71294,1.14071,7.71692,18.8135,2.52765,22.1635,10.1484,30.65,13.1434,50.051,6.75809,6.67946,8.76551,5.46867,0.905122,3.78001,26.3604,40.9557,15.399,6.5531,16.0099,27.5376,0.64046,13.6317,3.49062,38.6369,7.71845,36.8436,19.0493,4.94597,2.64115,42.9529,3.81213,13.1704,8.57871,23.2066,22.6019,0.578417,48.7584
-44.6756,9.4891,17.0547,12.2888,5.3218,0.912023,6.16454,7.11418,27.7465,4.56197,14.3587,33.7399,13.8821,16.3747,10.2152,55.2131,7.71105,3.95824,34.5392,16.5498,10.5181,1.7106,5.13238,4.14978,47.8844,9.79262,6.79714,43.6021,7.06826,8.3762,7.87751,15.7765,38.7696,20.3593,23.025,11.0709,53.5125,15.9096,14.9378,26.9443,4.18999,5.31851,6.39296,1.5121,10.9739,6.21921,7.73625,63.0661,0.13725,47.3195
-58.4228,28.118,11.2053,25.5183,10.7433,19.8685,18.4412,14.0936,14.8504,10.0768,8.39164,36.9008,5.59439,5.12553,6.77313,41.0827,12.0225,24.7468,13.7541,24.8241,7.69125,7.06422,6.56192,41.445,37.0159,9.55776,5.52271,10.2527,8.70708,4.26087,12.2116,4.31803,27.034,17.6526,7.08633,33.2542,0.649008,14.2836,18.1653,44.1659,3.07912,5.55798,6.34707,34.4543,11.3022,13.2111,6.58937,6.96917,0.327236,42.8778
-38.9177,21.4892,39.7672,7.47203,20.2431,5.02923,17.7649,1.31939,19.0009,9.12581,6.69835,28.5161,20.6145,7.01492,0.596232,79.6935,3.97117,18.3181,1.4915,31.7534,13.1438,13.2978,9.82316,45.877,15.73,20.0776,3.90368,0.985558,4.46863,12.9937,8.11174,6.63686,10.8238,13.5228,10.4174,16.6976,6.02809,1.0153,45.3876,19.2974,8.01027,12.9863,7.5276,26.0053,20.7582,21.3924,16.2958,9.89928,0.403458,45.1566
-21.0094,8.59061,5.03376,12.936,8.65936,10.7927,31.167,3.51837,29.9881,31.0049,6.6513,21.8439,4.40682,13.4873,5.62552,21.7598,1.75089,10.2775,8.2876,4.3758,5.1186,47.5082,6.41836,25.4081,2.12602,4.40054,8.21194,19.9879,5.17075,10.4275,12.8537,0.488222,17.6494,6.76929,7.33159,45.0195,6.76188,9.30546,16.3669,13.5932,24.1975,11.0666,8.84499,22.1328,47.2316,61.3647,15.9218,24.6824,0.240096,43.4411
-51.4428,17.1464,6.32651,38.1096,5.55776,29.3456,41.9763,2.11476,10.1544,21.1129,10.8258,4.07589,16.9179,13.3199,14.3159,7.34198,2.63282,12.9797,6.1653,34.1114,45.0772,4.5549,1.77731,27.4123,22.5141,4.02617,15.1816,5.36605,6.47012,14.7003,5.80173,12.4593,7.68779,19.0754,2.45087,3.58445,22.2531,50.5225,2.46357,22.0098,7.74735,23.125,16.7947,5.13243,14.495,22.607,32.1875,1.27323,0.138197,42.176
-34.3759,11.1285,10.5282,14.4971,2.49105,29.7116,19.2491,30.0157,9.7175,38.4239,0.51545,26.2233,16.1003,17.9725,38.1782,3.33841,5.61601,16.6859,3.95016,13.3221,40.3725,5.20968,3.56785,4.7226,45.1249,4.02755,28.9461,15.2878,24.5081,1.46196,2.17559,25.3922,24.5359,11.0557,3.3165,0.417722,8.98848,31.4644,3.35402,22.7226,7.27046,10.9423,13.1312,14.1217,22.1584,0.766978,17.5646,31.5391,0.41786,45.5629
-31.4697,18.9167,6.53577,9.53013,6.99423,25.1022,21.9013,19.4847,11.4802,3.52161,15.3818,29.9012,15.5387,25.0712,27.8766,6.94441,22.0388,15.7578,14.8003,11.3961,18.437,13.4132,5.06643,20.215,17.6839,3.9492,10.2857,14.7038,23.4941,0.674168,31.8884,10.4794,0.924102,5.08228,21.6243,3.01845,4.6508,45.5568,14.6842,1.50938,38.14,27.095,12.627,12.9315,3.43208,16.7714,13.4241,18.3232,0.196332,40.2645
-30.0505,9.53833,4.90912,15.6153,4.71544,10.3663,7.35123,20.3047,14.0911,53.2837,25.8292,14.236,46.1397,4.89863,25.2253,6.21926,14.0304,4.45849,29.6057,14.4425,29.4893,10.8435,9.80057,7.74212,2.32665,4.34377,6.12211,1.38167,35.6819,21.1494,28.6204,8.82707,2.40024,1.08311,0.405372,16.5308,41.0118,36.275,31.4081,3.52615,7.49425,14.7983,9.68307,3.24989,4.34368,7.13775,16.3539,23.1321,0.134168,42.1654
-36.7485,13.8268,1.10989,27.8283,3.28145,2.37962,5.05488,6.01875,52.8158,34.5626,27.4417,14.3173,14.5656,5.56016,15.6256,2.52223,8.40756,2.63892,3.62151,29.3097,30.0219,19.5665,5.16406,7.37889,8.73194,4.57523,9.60092,13.8397,34.0396,3.75565,37.9772,16.3606,15.4101,8.21679,12.8496,19.1247,25.9159,0.897431,8.07329,2.97083,13.7202,33.7081,0.39576,10.6085,15.6359,12.7104,40.8982,17.4335,0.160449,42.9203
-39.7093,5.37134,22.4033,12.7052,8.05313,19.4928,11.1554,22.0831,3.15304,44.471,39.2387,14.435,0.800655,0.906192,7.92472,36.511,13.8431,2.23267,7.62814,36.079,27.919,31.0463,0.707819,14.363,3.02655,5.08567,41.2828,14.9187,24.8861,16.6775,14.485,23.6063,12.5564,3.17947,16.1531,24.6053,17.1052,10.809,4.66031,9.19315,4.54228,1.88299,8.97274,29.8286,22.8018,6.90826,10.0085,69.3635,0.128769,47.7968
