-45.3184,47.2291,16.1799,24.9111,26.0714,7.06586,26.5984,38.2123,46.239,31.6267,31.0383,13.1281,6.2222,3.11861,10.0451,8.37246,4.44385,4.88913,2.80889,0.75185,17.9907,8.66932,0.831181,64.3182,0.368402,80.0128,537.064,82.037,46.4703,4.19712,187.879,49.237,39.7876,107.554,34.8366,80.2226,23.5459,19.5392,21.0897,16.1017,0.0268696,73.9223
-45.2958,34.2788,13.9544,10.1079,26.5891,6.39715,9.8638,57.3478,22.0279,25.4092,16.9612,1.30459,1.58248,7.49861,7.83236,5.7353,22.8105,15.2053,10.8052,20.6154,5.71868,21.7631,0.823861,121.371,0.0949611,13.1033,537.064,139.078,31.8974,9.99777,213.513,75.4919,16.7771,124.414,119.786,83.8628,28.3652,30.9053,39.8441,40.3793,0.0376047,79.6073
-45.2464,5.36037,53.2848,26.8413,30.7845,2.89499,12.4176,37.6972,17.1193,26.7582,26.9938,20.9859,5.37025,10.9591,2.05056,6.27376,7.23812,7.0302,43.6906,8.48941,15.6406,17.2421,0.841255,112.266,0.82201,13.1033,537.064,124.293,54.3458,4.35038,142.368,122.507,90.0033,65.1212,99.1313,29.9771,26.8629,81.8739,21.4072,55.0533,0.139837,78.6825
-45.2543,5.25268,49.7317,33.1308,44.7772,5.77614,31.5628,31.3398,10.4007,24.3754,28.3789,25.2216,4.2052,5.86599,1.2206,4.07714,15.7669,29.4836,14.8013,6.02295,1.256,29.2154,0.202473,72.6202,0.707113,13.1033,497.164,220.126,54.3458,54.2568,121.54,37.8215,20.1114,42.5012,12.4466,131.514,36.2208,67.6508,31.6397,65.9144,0.00937538,74.9525
-45.2717,26.6623,61.3991,14.8807,29.7012,5.77614,15.9905,26.162,41.9538,23.4401,24.7269,35.4928,7.39082,7.97088,5.92262,19.9735,12.4722,20.7921,0.428152,5.85804,40.4995,32.9768,0.0597291,32.015,0.245636,13.1033,497.164,237.152,81.5753,31.9363,121.54,47.2869,20.1114,16.6028,95.7886,108.218,38.584,69.1464,53.4733,89.4607,0.202492,81.6567
-44.1454,20.4657,64.5139,10.2814,11.5853,5.77614,4.46589,33.3619,35.3954,48.5306,13.8422,40.1895,66.9525,14.5849,11.155,10.6489,4.95365,8.88143,20.4073,6.60109,16.519,8.81201,0.122287,22.6897,0.0589404,29.4126,445.469,261.918,147.629,113.045,17.0101,13.4496,40.9301,16.5364,38.5199,140.701,43.0652,69.8176,63.8783,136.396,0.324608,84.8749
-43.8884,37.3308,34.7411,12.2978,7.13717,35.0369,15.3974,74.0352,10.4882,20.3557,10.0874,7.73927,54.4929,2.1319,17.8865,8.69626,12.6657,5.47718,12.6029,11.1301,18.3925,23.8371,0.685091,9.09242,0.0572143,42.4326,445.469,258.181,150.006,86.6435,32.8779,79.3082,90.9546,19.9998,54.9741,85.2048,58.2885,35.4739,149.132,40.9007,0.385848,82.2061
-43.4188,36.394,73.5138,25.0551,17.5104,22.0474,35.1456,22.6165,5.13169,2.87964,42.242,5.28074,26.1836,16.4971,24.6411,2.63097,1.85886,10.0687,9.41744,11.7006,24.0025,24.5399,0.947932,86.9377,0.0449855,42.4326,445.469,273.48,141.498,22.5784,27.8885,84.0667,75.476,35.9769,50.8054,44.8613,30.6499,12.5491,16.8484,98.3949,0.310921,81.0245
-45.1718,37.7212,34.998,18.1443,5.85477,16.0493,51.4179,35.4521,15.867,2.87964,52.675,7.78554,23.5555,16.7459,17.0411,2.63097,8.76617,10.4822,8.97537,9.77823,11.7045,6.49851,0.97051,98.8315,0.936452,119.672,421.493,174.049,111.018,7.80299,52.5222,142.128,14.2336,6.94635,177.037,54.2905,9.49187,53.07,96.6874,61.5533,0.155719,78.5744
-43.4521,36.932,24.4565,16.1061,6.84347,11.0282,62.8568,26.4591,16.971,34.8233,25.0204,10.2872,6.8387,18.487,31.2584,38.5528,12.265,10.2744,9.23897,4.77099,15.6396,2.60578,0.413771,26.9065,0.411643,117.319,422.046,135.938,181.646,9.87594,88.4801,37.1088,13.585,29.6064,98.1749,63.8175,72.0159,127.677,128.743,137.051,0.0391115,81.3522
-41.7307,35.9581,17.6208,4.14953,23.9236,24.2583,69.1736,14.4839,8.10217,31.0879,24.5221,10.8097,8.73216,15.4222,9.05567,30.7121,11.2814,10.5811,4.48046,11.1812,25.427,8.91562,0.430048,4.40878,0.391582,78.5374,454.768,115.749,269.953,26.8469,42.1833,100.896,13.585,38.0228,115.957,68.5148,45.2382,44.6132,42.2479,259.8,0.00616204,79.8239
-42.957,44.8137,21.083,4.14953,33.5169,24.9834,49.2183,27.6623,17.9803,27.4298,12.219,9.23628,3.08109,15.8277,15.537,2.95421,14.122,20.8566,4.38539,5.80052,20.3165,24.1804,0.744153,16.6899,0.306844,78.5385,454.768,121.107,258.767,30.0158,46.1164,42.865,42.8715,53.9048,52.2499,40.702,63.3767,13.4258,65.1528,93.1038,0.00360284,72.0028
-42.1573,5.15603,40.7667,37.0895,60.1449,27.2562,45.8391,23.0998,8.46989,2.02829,7.70431,33.5842,7.7339,9.76485,39.1538,2.27698,7.50744,31.1881,8.74062,5.54758,5.22868,1.31001,0.983965,38.2152,0.574521,247.701,250.849,180.944,175.176,26.8432,30.0665,30.6713,51.5934,82.1003,23.1622,91.0705,50.49,175.343,24.64,132.111,0.0092509,81.2354
-41.52,10.0876,34.5312,14.0599,25.6046,75.4502,48.1933,14.1963,8.46989,16.6575,9.39015,54.6404,5.67774,1.76985,30.337,3.65711,6.5843,26.656,4.67061,6.08022,9.02976,7.22573,0.767228,69.1899,0.0727988,153.855,254.344,181.783,180.686,81.1582,53.402,29.5904,12.4036,148.86,39.6583,30.3532,46.8554,69.5935,29.1999,32.8026,9.38518e-05,72.4757
-46.2125,16.5045,61.2408,37.9724,27.6897,33.1055,30.8458,11.8946,19.4975,6.01969,17.9323,28.5264,5.98696,7.77905,9.7451,9.1383,3.71601,26.656,8.86534,6.1102,10.9101,48.0603,0.214652,67.5119,0.434461,214.994,92.6678,197.377,173.813,53.6149,214.349,3.11131,80.828,90.9002,29.5792,67.42,62.4092,47.8174,19.0592,37.4537,0.00174307,75.9225
-39.3699,10.8931,40.3522,37.4876,6.56138,44.2881,60.0416,24.82,13.0565,13.0525,17.739,7.80482,6.09465,1.41871,14.2366,11.163,5.15041,11.9479,12.5872,7.93715,14.621,42.6257,0.166226,32.5399,0.757629,204.106,116.185,239.015,187.65,53.5539,170.245,7.42233,36.7015,8.83214,67.8559,28.5969,103.724,0.614669,27.2841,12.5989,0.00174307,76.2954
-46.4607,31.5469,6.62602,37.4166,10.3563,23.4358,60.0416,37.7511,2.05978,28.0075,34.5339,3.30969,5.17655,0.210486,26.8123,4.51432,1.78108,9.39856,3.43079,8.6656,37.0589,39.9114,0.00748524,33.4694,0.878528,210.419,100.502,313.525,219.652,96.4108,69.1747,13.2928,11.3989,94.0156,88.3384,7.19349,128.551,35.1607,54.4487,20.69,0.00632499,80.3233
-42.1654,55.8118,17.4826,20.9914,13.2633,23.4358,28.2864,18.553,17.3184,31.4613,14.3543,2.71485,11.6248,6.2651,53.0421,8.35459,5.77207,12.2536,41.4733,15.4537,3.55471,22.7396,0.203903,91.269,0.82031,243.5,132.57,313.525,101.79,108.608,18.1652,19.039,32.5997,123.736,45.4457,13.1061,46.7257,31.7152,56.2743,27.4934,0.0464118,75.5624
-42.8603,55.545,59.19,20.9914,13.1949,6.01647,67.8003,6.13113,6.94386,27.1256,6.98858,2.71485,11.2851,8.33808,13.6078,12.7804,16.6835,9.75863,34.4725,23.3393,3.29238,10.214,0.426449,108.341,0.511877,199.255,142.306,261.204,197.471,128.693,18.1652,19.3888,37.3041,180.746,46.6039,5.01044,16.1384,88.8901,17.2411,24.827,0.0493995,77.6607
-42.6912,49.6625,57.1951,3.74884,25.7846,37.4668,20.4283,6.13113,23.934,3.13554,6.89725,2.71485,58.951,10.5149,11.9573,22.683,13.2248,19.5389,35.4917,22.0407,13.2202,12.255,0.544484,61.3059,0.335213,222.904,151.856,261.204,24.8711,172.688,108.261,23.847,30.4041,96.5491,34.082,10.9785,95.9565,65.8611,5.42406,61.7251,0.0748509,83.1366
-41.6422,38.6733,49.7529,0.420946,2.29848,39.7278,35.3731,6.13113,30.1777,9.57912,10.0223,34.7375,25.8139,10.7587,22.9161,10.5435,5.70713,9.77942,3.26465,18.4941,14.9009,11.6269,0.274036,81.8028,0.254595,299.789,139.839,237.597,12.9639,109.586,175.651,12.5968,41.9505,205.803,78.2114,7.44141,63.4621,37.0507,12.0073,49.1686,0.0216965,78.5779
-41.5933,61.1784,61.7911,0.773393,25.6833,7.08389,32.2168,11.8734,39.1466,20.502,9.88161,56.6639,2.6106,0.988101,7.66963,11.7502,21.0582,8.35981,2.76153,6.67771,1.28749,15.0529,0.493407,21.4653,0.494935,332.753,124.633,224.206,50.7664,78.6506,204.339,44.9107,87.1461,222.239,66.9619,8.10564,14.2173,8.13455,0.432232,7.57826,0.0703066,83.9332
-39.9869,42.1591,44.0206,64.1352,19.5301,22.4097,3.96358,10.6813,21.8147,18.5011,13.9759,56.6639,27.9997,21.5746,8.07368,23.4138,23.7226,16.0611,9.27406,4.48702,1.28749,4.25303,0.80758,15.2283,0.979771,332.753,103.629,293.203,9.44587,35.2966,151.534,29.7679,87.7961,134.56,33.2988,3.57583,55.2247,25.5302,74.0694,18.1244,0.0430323,79.0531
-43.5924,41.2361,39.7934,44.5449,17.1559,12.8911,11.4556,4.81103,30.8092,15.2711,13.9759,49.6119,21.5167,18.8175,22.4327,34.3136,11.7954,11.8699,19.3816,6.54954,11.4551,14.8034,0.77304,27.743,0.685928,317.727,112.527,270.427,23.4161,53.3228,116.935,38.3721,76.5486,101.659,68.0925,3.65676,71.7757,18.1096,73.2269,34.8584,0.0472944,78.335
-38.8957,46.6794,29.9577,36.4665,41.7739,5.30565,33.0647,14.347,17.5051,30.727,14.4918,14.7611,19.7827,7.90578,31.3928,15.9842,16.9668,8.47295,22.6893,0.174321,16.2214,7.04387,0.676648,17.5123,0.117697,272.04,112.527,316.957,6.75189,63.6231,197.017,78.4073,92.505,54.9394,68.3689,13.2625,13.5461,16.6838,13.1605,51.427,0.0477124,77.1619
-41.9753,34.3943,17.7326,44.8906,23.0028,9.83739,12.1528,8.18209,20.3454,29.009,12.2947,28.6808,27.2296,11.3223,24.1874,15.0142,12.5825,2.14105,24.3837,9.67544,35.0275,31.8894,0.320664,67.6004,0.243426,278.26,112.527,316.957,24.2434,13.0032,173.054,97.6288,100.841,101.921,35.929,20.1005,10.3948,33.7083,73.3676,251.458,0.0497997,83.1658
-43.0389,6.02267,10.1391,45.1941,38.2285,18.5178,21.4224,14.2633,68.165,30.7942,10.4544,52.1551,26.2742,6.87055,10.3397,17.6959,9.03971,2.06268,9.57015,4.27466,10.545,9.58388,0.299536,120.348,0.350217,274.147,87.1045,262.869,41.9528,51.9487,102.341,49.9615,55.7134,119.261,42.3186,62.1067,77.8956,73.9664,162.043,84.2303,0.0503766,82.6599
-35.1891,4.64922,11.0703,46.6625,7.53413,19.8302,13.2258,14.5807,70.9422,27.214,12.0395,35.2114,26.9246,16.9667,11.0124,37.7552,10.6646,20.0753,3.07689,15.4991,3.08159,6.97661,0.64336,194.964,0.650395,202.161,87.1045,290.655,74.5946,54.8256,86.4602,54.8069,35.9744,97.4439,36.7163,53.5711,114.363,16.7894,168.492,230.212,0.047134,90.7611
-46.3712,34.1676,40.7232,14.6339,4.46513,30.0449,3.3074,14.8763,70.0933,50.5767,15.2288,16.4284,42.0813,13.0024,22.0017,19.9876,12.7509,1.48235,0.314871,7.73914,8.56341,52.2345,0.11225,169.942,0.773454,208.279,55.6282,222.926,99.7176,97.3913,74.5281,77.4168,27.0529,18.5877,23.7081,63.7661,177.323,53.6915,136.783,114.961,0.0251797,89.6912
