-59.8596,67.6858,57.9408,91.8252,134.713,94.9658,4.10224,41.0816,107.298,103.649,89.5172,30.2049,54.8813,67.521,9.85779,20.8582,18.8684,24.2658,94.377,16.9554,68.2285,28.8318,43.3043,1.54757e-05,21.4612
-32.6665,24.5442,49.2565,88.83,105.543,112.167,4.10224,85.6241,135.788,111.72,79.7039,16.663,60.3325,55.8425,12.2049,20.8582,4.06649,32.3087,41.6486,69.708,25.6896,32.7373,33.3923,1.54757e-05,21.7603
-3.64752,29.6851,26.0806,94.5316,156.492,111.197,19.2408,74.829,97.8655,87.588,81.7693,28.1633,35.7496,25.6665,47.6711,35.5996,16.4967,68.7098,147.63,59.5402,25.9466,77.4325,13.5469,1.54757e-05,25.4936
18.4907,14.0739,34.0179,100.828,187.694,92.5351,19.2408,92.5431,79.2657,87.7948,70.4651,33.6795,38.5712,15.5275,28.3534,11.7215,14.7935,53.0137,158.124,140.639,11.3682,48.3064,22.5693,1.54757e-05,23.5065
-27.4132,14.0739,42.6117,99.808,180.068,91.3273,9.06865,104.39,62.1186,87.0482,91.9012,20.3469,25.0709,28.7365,45.613,27.5446,26.7137,17.1209,135.819,132.41,28.9422,19.4292,47.0939,0.000275537,25.3706
-26.7766,32.8741,42.9888,106.895,180.01,52.0565,27.42,101.893,52.5945,92.1431,106.534,13.0181,28.0128,9.98858,41.7308,33.7593,55.6623,14.5267,132.204,86.5595,2.1513,25.9197,20.601,0.000210581,23.1361
-37.2385,67.1973,39.4307,99.3091,176.113,78.4738,27.42,91.4961,18.8128,104.912,94.7396,13.0181,29.94,5.51471,38.8259,67.0884,45.1509,34.0665,14.8169,105.447,15.3538,17.7519,33.051,0.005149,24.2654
-58.2607,60.1684,49.12,22.6183,171.908,78.4738,13.6387,188.08,15.1823,95.8428,113.774,3.55648,48.8204,44.2749,80.4252,13.7344,30.1551,21.9682,31.0157,46.8363,28.3145,35.2148,59.7815,0.005149,26.5673
-31.1002,46.5479,45.8331,59.9529,177.011,93.1162,2.71644,184.356,22.5375,95.6168,22.6729,61.2454,17.1922,35.8773,75.9032,72.0105,3.0044,81.5832,9.92013,103.293,18.7128,29.1712,52.5206,0.000316871,29.403
-18.6649,25.6583,64.9313,32.6748,169.576,121.039,2.71644,177.143,27.4741,88.9935,59.1508,24.7525,18.3965,38.5967,17.3761,68.8157,26.8755,56.7161,42.9838,41.0464,84.3,24.2247,45.5355,0.000316871,21.9972
-28.3,29.8051,64.9313,4.55812,155.96,104.303,22.8683,182.487,64.1862,87.9017,69.4368,12.999,21.2626,34.6718,51.2629,64.5193,7.47335,35.8817,79.5327,14.9367,23.0015,41.1483,114.106,0.000316871,24.1177
-33.943,41.6864,37.4993,4.55812,153.541,91.2305,58.5817,187.055,60.2575,79.3568,64.0193,13.3908,34.2928,8.27537,47.7735,61.5434,14.2911,52.6284,106.355,2.44574,22.0832,57.43,101.14,0.000508085,25.9168
-11.9667,41.6864,21.5751,4.55812,153.541,88.8284,58.5817,187.055,83.483,75.4509,61.7006,5.73074,42.8408,13.077,44.7124,78.5701,23.6334,57.507,38.6779,68.7841,22.0832,58.7525,157.075,0.000508085,28.6576
-11.7094,39.9441,21.5751,4.55812,153.541,88.8284,37.8678,187.055,83.483,70.1142,79.1909,18.439,26.4467,11.9511,19.3211,98.033,10.5133,57.507,39.3977,49.1968,104.933,58.5539,170.518,0.000508085,29.3134
-12.2133,44.0548,29.2534,5.21762,135.599,88.8284,40.783,185.768,102.615,73.1506,86.4192,22.7606,36.5835,12.3406,7.64367,68.2643,17.3254,46.6771,48.2413,4.33634,66.6076,58.3106,79.5209,0.000508085,23.6884
-23.8691,35.3014,49.8059,5.21762,129.265,99.3307,40.783,173.42,112.777,38.6471,122.137,22.7606,45.1019,7.81315,30.0411,69.9237,17.3254,26.2549,36.7409,4.33634,16.7256,4.20741,74.9854,0.000508085,23.9338
-46.8196,35.8421,46.5699,15.6617,90.6551,82.9594,64.2611,185.849,117.861,38.6471,133.16,16.6462,9.58729,10.8023,98.0304,50.6412,15.5248,40.3024,19.1981,4.33634,16.7256,4.20741,49.7983,0.00265762,24.2322
-8.20732,21.6686,48.6026,19.6512,91.1385,73.5032,69.7669,182.157,118.709,76.4912,58.7927,7.74622,9.58729,59.9831,94.3427,14.6906,27.319,44.3752,21.3398,11.7044,17.3023,3.39882,4.96801,0.0052761,25.8779
42.2399,37.5874,58.3493,5.61783,75.7045,110.79,15.8874,227.024,114.664,59.2578,62.9857,38.2205,40.7246,72.8012,19.006,30.104,36.3466,31.2968,13.5923,79.8738,9.87465,61.2505,22.8752,0.000117482,25.6236
26.7885,67.2305,55.3444,30.4944,63.2894,98.1482,40.8766,203.216,71.3079,29.2572,118.172,24.1482,44.1168,42.9225,52.7713,23.9451,28.7381,28.5697,12.0445,9.52459,13.5157,87.6044,113.208,0.000117571,25.601
-37.9239,70.803,96.2149,24.5229,28.9954,100.312,24.8963,186.028,112.831,29.2572,116.11,78.6884,1.84535,51.7409,55.4789,18.4389,30.1076,20.5329,12.4469,54.3563,15.4558,27.2924,113.208,0.000117571,26.385
14.7614,2.64226,85.6382,45.123,52.6263,38.8321,135.889,157.7,112.831,49.281,119.356,62.1748,30.0765,13.9495,9.11879,116.271,25.0274,2.25872,33.6091,33.5255,37.3625,4.63557,61.453,0.00354951,28.7451
-2.08752,3.51233,133.314,72.1229,64.1656,8.5381,135.889,121.366,82.8265,49.281,119.356,54.4227,9.65199,41.2778,17.5471,32.7792,32.4712,15.3534,36.3675,49.8724,38.39,12.6014,16.2075,0.00349454,26.4723
-1.95148,3.51233,119.158,63.895,61.0636,42.1637,130.839,118.327,82.8265,51.8396,139.121,86.3193,9.65199,21.5435,34.9294,32.5537,31.4212,29.8413,42.1732,58.1673,7.36685,73.9471,24.2339,0.00199019,26.4764
-17.986,3.51233,121.296,63.895,61.0636,7.62181,130.839,138.685,82.8265,56.6271,149.102,86.3193,13.2483,21.5435,75.634,20.3342,25.2149,29.8413,42.4919,71.2916,40.7275,29.7162,48.3308,0.00199019,28.171
-25.8363,162.558,37.4332,50.3366,120.614,14.7382,80.7253,72.6401,113.551,44.3917,94.3734,62.9998,8.25799,0.5373,9.77593,37.6748,46.4352,55.0904,45.6868,102.205,92.0923,44.0568,33.8267,0.00553347,29.689
42.5665,138.797,45.4879,44.4785,140.164,27.694,73.3931,72.6369,76.3093,48.9585,118.36,48.279,15.8324,24.6124,9.77593,64.0874,50.1762,23.5133,7.97099,49.8576,2.63738,76.9498,73.2468,0.00252349,25.8259
-7.66165,141.431,43.9285,30.6411,228.737,7.35233,61.8052,61.7971,62.4091,17.458,98.4951,132.632,5.79959,14.4002,7.19466,64.1899,44.7307,23.5352,8.35841,43.1731,13.0373,70.1607,63.4768,0.00110729,32.1148
-31.5227,164.71,43.9285,65.1619,228.737,8.50374,80.1573,61.7971,22.9832,4.38105,112.444,95.0228,12.3468,16.9504,7.19466,35.7497,36.772,26.8201,21.0874,60.554,13.0373,70.1607,31.5831,0.00435481,29.5721
-63.5697,205.23,52.7951,65.1619,134.301,3.89702,77.0193,56.4374,11.0472,72.6471,127.098,128.75,12.3468,29.8305,7.19466,35.7497,36.772,30.1101,21.0874,14.3719,9.45075,22.7648,33.7193,0.00366006,28.6258
-39.1143,205.23,52.7951,65.1619,110.859,3.89702,107.045,53.7624,11.0472,72.6471,127.098,128.75,6.43253,64.908,11.1523,34.9846,29.7162,27.7104,12.4563,14.3719,10.4742,10.2609,30.1632,0.00179838,27.8412
-19.66,205.414,52.7951,45.956,110.859,46.4346,107.045,39.3755,11.0472,72.6471,127.098,61.6938,0.698155,36.7969,45.7398,23.8986,39.5163,26.0378,12.4563,30.8721,14.4949,10.2609,48.5572,0.00179838,24.1598
-2.53138,206.999,75.4453,33.7487,131.487,30.1861,102.119,21.8704,42.6044,56.9596,94.2403,42.3821,27.9123,32.2452,52.2357,23.8986,55.4311,24.7217,11.6342,21.0227,10.2551,7.56965,6.87381,0.0051347,25.1858
-22.6986,179.633,44.6872,50.0703,112.616,48.8169,89.9396,7.4674,59.458,98.0484,94.2403,30.7783,36.2256,24.1336,64.4126,29.1261,39.9314,8.8369,11.6342,93.0701,7.42241,9.82604,49.2221,0.00349076,25.5037
-12.0606,200.903,9.43091,86.5845,112.616,50.2708,89.9396,11.4742,54.0788,83.2686,101.705,21.8686,17.9241,20.5436,47.6747,54.8771,20.9488,11.569,63.9652,106.453,2.56067,4.39243,61.8817,0.0098234,26.3341
17.7116,106.116,20.7068,90.0488,101.874,34.3152,89.9396,3.90855,158.091,83.2686,101.705,49.6941,2.58986,19.382,47.6747,40.9372,52.3816,14.3838,37.6884,62.2798,6.66788,28.5417,28.3926,0.0060379,25.6442
17.4015,41.4594,35.1829,143.343,101.874,35.0313,64.9442,10.1974,158.091,106.179,93.3814,21.8052,20.766,34.1761,62.1983,40.9372,31.3631,20.7712,47.9379,51.5941,48.5289,53.5199,79.5641,0.0060379,25.73
