1303.39,17.1023,24.9917,11.9135,118.416,6.74717,920.472,1.97825,48.0565,13.9789,9.40491,41.2512,68.0405,1.56358,3.81743,9.98524,10.7893,32.9782,7.4816,39.6218,18.1662,18.1475,5.53876,12.3414,35.8345,8.43343,19.8767,1.99016,33.9086,20.259,3.94701,7.55284,7.3754,6.55912,42.2763,12.6935,6.35938,8.4235,7.92118,9.27019,13.0294,28.6765,46.4407,4.40036,2.51625,52.296,25.2724,63.3206,23.55,29.0272,20.4754,20.0634,7.83525,15.271,55.4345,94.5658,15.8661,7.76094,4.49767,1.98561,47.0938,16.7198,108.752,4.47043,49.1247,11.4336,71.1563,93.5299,14.3683,12.3013,18.8545,34.6311,61.551,14.6318,113.61,17.6998,15.9585,23.1419,109.606,64.9307,41.6288,31.7849,5.4272,100.343,73.9101,41.4783,76.8746,40.8059,38.5453,8.38586,12.8038,6.08489,6.90865,0.00357772,133.664
1257.53,22.297,25.9934,0.170442,98.3719,43.8593,797.972,0.801842,20.0763,31.6057,0.102785,23.5935,68.6748,0.907043,7.0646,9.75064,3.61363,53.1256,16.0105,36.7068,48.4696,7.93561,15.9579,9.26849,5.13047,16.6525,16.553,2.76479,61.7107,29.721,0.911896,8.01638,7.27522,1.12464,20.1323,7.11686,20.766,82.0249,12.6907,2.68761,12.3539,8.65389,34.1068,24.8088,9.5121,44.9488,11.1812,24.1276,50.1035,7.11195,10.9627,3.95382,2.62318,16.0083,44.3257,35.5063,22.0859,25.5745,7.53893,1.51023,80.5883,38.1418,38.1409,95.1605,18.0707,9.70225,67.5633,7.85074,28.4626,40.8064,20.8467,36.0667,31.6401,31.8724,7.48842,46.7574,15.9585,41.5713,69.373,81.0352,49.3413,62.6726,34.1185,36.7938,136.771,35.741,12.6354,22.0049,69.038,39.9917,10.7728,6.21002,31.8192,0.00211662,135.999
1044.86,9.27292,43.945,14.6,143.564,13.9614,838.605,0.633984,14.509,37.0109,22.7384,42.2681,12.0202,0.803529,67.8336,13.17,67.834,37.2451,7.66452,7.28797,39.1225,25.9503,17.6548,35.7835,2.35053,21.7726,8.05862,0.231431,29.195,23.6587,2.36712,10.0535,5.25896,5.00245,20.723,86.0439,19.9935,46.4673,8.59521,11.8439,4.8476,21.6293,27.6742,37.2045,11.1834,45.6483,26.6908,10.0183,44.2227,19.0948,2.62977,30.3206,19.6871,10.7621,7.46529,50.2776,3.7665,36.6757,42.9333,0.271326,12.5378,19.8896,30.2781,6.99157,38.589,7.24247,50.193,9.53925,13.6987,36.1351,34.1103,26.6647,43.1184,7.50438,12.7538,66.8417,17.9138,18.954,26.042,43.3071,18.0254,38.4614,37.0314,0.41479,8.86097,44.9861,12.0289,44.7088,63.4353,20.8218,8.17116,9.69738,17.3683,0.000402607,130.837
1107.31,34.527,25.109,21.7888,60.9646,44.2569,1021.82,0.725488,38.1604,31.8429,61.2875,42.177,6.63393,1.22461,25.3676,26.1684,82.309,25.4452,11.7601,39.4894,2.09559,35.913,10.5071,9.98494,2.72685,7.38809,8.05862,16.0279,1.60499,42.6118,24.7664,2.16062,4.74703,17.3939,30.6028,74.7395,3.42469,19.6081,2.21754,11.3418,5.16577,29.171,22.7467,57.9035,32.5555,52.7827,0.243033,7.27193,5.49726,5.61803,13.7756,14.9152,47.3797,7.04491,22.4424,32.4601,13.5512,23.524,39.3218,0.420342,11.1076,196.349,45.1332,6.99157,46.6949,1.2507,15.5016,13.4644,32.0528,7.16924,73.0617,23.9765,29.7954,52.6086,4.08081,49.1054,19.2852,40.8117,4.4879,53.6262,5.72964,25.0346,19.9233,29.4134,102.687,21.9474,7.81457,25.1325,22.1451,31.1782,7.11199,28.1065,17.5572,0.000402607,134.461
1281.71,16.5825,23.9485,3.41966,58.9609,90.9049,968.922,0.47643,21.7991,31.1872,49.5097,33.4338,54.7383,1.78993,5.90113,39.4523,36.5049,8.44131,13.5446,36.9412,19.9615,22.7086,5.78029,4.66856,0.902279,15.0964,29.3855,22.5361,9.09398,4.28925,13.5336,16.2742,4.98847,5.19336,22.4531,45.5697,4.30264,0.623981,15.2202,0.363693,9.12828,9.15028,8.75068,41.7585,44.3597,7.93646,5.37471,26.2807,10.7338,2.57979,0.730315,46.2654,45.8598,6.9528,4.20142,25.6209,6.54667,25.6126,39.5374,0.731065,12.6498,16.2206,44.4593,71.6534,12.9494,45.9009,27.1826,21.3949,25.2921,54.1071,3.56742,9.26811,29.6516,20.392,16.1384,22.3247,18.0052,32.5613,9.59903,30.6268,5.72964,24.1487,98.018,5.41713,17.9115,15.3803,28.1651,25.9904,34.9682,56.9231,10.0707,0.79119,48.4427,0.000402607,117.288
1281.98,22.2111,21.2371,9.05598,39.3756,116.247,918.395,1.41279,95.0033,23.1726,55.0286,44.6214,38.3409,1.16403,0.159259,21.8917,31.8945,0.74222,24.3418,11.4226,16.6193,21.7871,40.5796,14.2113,38.9488,16.9229,48.0109,1.20649,29.5566,8.75428,14.3631,37.4936,35.3678,3.18447,45.6543,20.9046,9.11556,28.7394,8.39616,56.0964,6.13044,2.80838,4.52333,17.841,36.0928,1.21268,22.6966,27.0964,7.6305,2.27322,10.8651,32.4261,24.3214,5.14653,10.2592,31.1403,1.46116,16.8971,34.4938,0.792225,8.45231,85.7455,55.9904,10.1847,29.1118,7.23265,52.1524,20.3465,17.0867,9.62491,37.0792,35.488,20.7661,37.4256,42.547,8.4633,14.1143,11.9324,20.7876,47.0704,57.5203,2.21505,77.0232,42.0512,17.9908,10.5574,17.6273,21.2729,2.77985,20.825,14.6251,4.92974,77.8582,0.00107425,123.702
1413.36,24.0669,7.38032,2.94824,44.956,138.284,905.405,1.09275,71.0117,49.8777,66.5887,79.1711,69.3501,0.452961,10.6495,17.4632,44.0309,1.86678,14.3681,49.7973,5.85921,11.4271,17.4623,7.26684,9.10225,18.3903,42.7692,2.2255,20.2987,8.4418,7.85699,17.7998,43.6331,3.39225,22.8977,38.7561,26.5032,11.7559,8.16686,5.17608,18.7683,27.9576,2.45637,53.366,0.590054,5.99225,41.0672,13.2231,8.07574,10.0918,10.043,73.6663,30.189,21.861,16.3,20.5477,57.9786,9.04258,2.62968,0.724158,55.3532,87.2676,35.2525,87.3917,23.9998,46.2035,32.2314,50.7614,22.1085,65.4019,84.9038,16.3997,26.7577,4.64142,33.3239,69.5182,15.3737,18.9574,7.09461,4.1587,44.4038,88.4283,30.126,50.4918,13.7001,32.0934,8.89028,7.45448,41.8141,101.481,13.0694,13.903,7.88081,6.2538e-05,133.22
1265.54,28.0637,10.4693,5.52115,56.2897,102.53,909.845,0.595163,21.6641,46.9317,94.793,10.3158,39.6909,1.05817,15.7732,12.2409,45.9245,0.980172,7.99704,8.92662,6.90283,7.16444,7.48209,4.26181,7.77871,20.0526,12.5983,29.8684,8.44305,15.8351,34.1606,49.0348,40.5088,19.6069,24.2368,43.2192,13.6122,19.7984,10.198,23.2872,4.47899,8.36357,3.43736,32.7386,16.0281,27.8724,33.5482,31.488,15.4914,9.21299,27.9253,2.79066,13.6648,12.0358,10.5498,41.4096,49.6218,9.09248,14.4916,0.948973,23.9562,28.6594,16.0816,57.3914,49.6218,42.4656,117.42,37.6218,40.2969,23.2287,38.4103,22.5203,26.758,20.8296,26.4527,66.1579,75.4198,33.7794,17.6346,26.6478,23.7769,90.2182,8.34837,14.0905,22.1565,16.0247,38.1418,31.8308,41.339,26.1432,6.1584,23.6578,21.4442,6.2538e-05,117.307
1248.1,20.6561,1.81402,15.0034,65.2372,93.2921,986.859,1.02371,103.8,46.4472,5.62812,19.8992,116.025,0.431924,9.11313,14.6715,44.7889,8.588,34.9488,14.998,1.41184,15.9635,22.2626,2.24335,6.72225,33.0717,7.29243,38.9584,27.2765,43.9855,29.4106,18.5495,28.1826,16.0177,34.299,14.9283,12.6736,2.3637,13.6094,23.2671,20.0504,0.776773,14.5911,2.19052,36.0632,64.8782,8.94624,35.3931,11.6358,29.4888,19.6656,2.90923,0.656755,8.39226,13.6004,34.1137,6.11418,24.4223,26.5046,0.639603,41.2865,19.8661,19.2449,18.8605,4.10971,0.951692,64.3574,6.28398,12.9512,11.8021,32.7418,30.7659,31.7219,28.3202,63.8548,16.5197,59.4627,84.6126,11.6889,13.0653,69.6071,65.5442,27.6376,4.37598,73.1518,7.46952,39.1384,23.7672,43.473,15.7493,24.2699,57.4315,17.3261,6.2538e-05,126.355
1244.33,12.8193,44.7243,11.6403,42.4235,76.5772,843.338,0.827355,208.767,40.3312,9.98413,6.82923,17.5663,0.543443,18.3028,17.2969,85.1537,23.9503,19.1688,10.0704,11.2724,22.0054,22.5752,5.2192,15.5349,16.4251,17.1437,37.8486,32.4672,21.7177,1.75417,10.8257,4.465,10.747,17.618,13.9779,28.7901,18.8053,12.7124,19.6406,69.0307,27.1639,40.4432,4.10853,3.97028,4.45311,4.34859,60.8126,27.3322,69.7179,40.5573,16.978,97.0148,2.57615,20.833,3.87288,22.8131,11.4854,10.7832,0.920415,14.225,8.45676,7.75211,116.721,37.4377,38.6313,45.0696,8.14092,53.2326,40.0405,10.4931,16.844,32.453,57.7897,11.5218,2.77805,37.5465,86.0906,65.4132,2.54353,8.73053,76.538,3.68764,9.51594,62.7981,16.9064,43.8059,13.7871,31.4192,63.7281,45.0918,10.8384,5.73095,0.000118386,135.037
