108.757,1.36264,23.2449,47.177,99.7376,61.4353,23.9191,20.2752,36.7718,20.3407,49.3755,11.8744,3.78441,33.2289,3.46495,6.96074,8.67162,3.81508,0.226504,5.70822,32.2837,12.952,8.83092,7.63915,9.57788,10.4624,29.2765,0.462822,27.2139,20.5257,4.60208,2.67253,7.3236,11.0891,8.86264,12.555,10.0586,1.8116,11.9248,26.7257,3.82878,26.4265,0.805794,44.1809,41.9086,50.7722,2.04236,48.4299,11.9681,46.1577,33.2033,20.8374,16.5144,24.4463,9.63759,22.6786,54.0263,14.8118,35.5186,53.1101,5.96808,1.61535,0.310782,0.842618,1.92639,6.5203,0.322264,0.735866,2.48589,5.92283,1.70996,0.745484,3.1868,3.49145,1.52262,4.08373,2.39667,1.41184,6.22192,0.172627,0.0729488,6.53538,3.70695,0.0300438,93.9381
107.914,1.98343,21.6166,60.0219,96.3848,70.278,18.3594,14.1333,20.9257,14.1181,43.5145,42.1832,3.29815,21.0619,20.5696,8.6695,12.7574,3.81508,2.10048,4.4781,32.3878,5.92426,17.0586,6.16999,9.96689,8.04162,11.6222,1.70246,17.7194,26.0358,17.393,0.831487,5.52171,0.107197,15.3636,7.25849,17.4488,3.811,17.5591,0.867318,8.8007,12.9549,9.25446,65.8248,42.2403,60.0785,5.49364,27.102,9.55357,36.8368,28.6882,9.54214,28.8953,37.0155,3.83171,25.6642,101.948,13.3717,15.7218,35.9153,0.115687,1.15658,3.91974,3.78868,0.0178791,0.804467,0.251786,1.40635,2.14568,3.17235,2.581,0.662687,0.38322,0.0344681,0.848443,10.2662,2.15911,0.254412,4.7786,0.438211,0.410996,3.61927,1.34473,0.0145604,90.8067
107.751,1.29795,21.6166,60.0219,89.1853,70.278,13.9578,29.9831,7.45146,14.1181,47.7412,27.203,5.86824,18.4132,23.047,1.54779,8.68864,6.65652,2.89982,5.22301,18.0055,3.86518,11.6285,4.80165,19.2592,9.70653,31.773,1.70246,20.4008,42.7959,19.5603,24.9229,2.13224,0.119405,13.2571,0.117155,1.62671,2.50584,17.6644,2.43638,18.3462,27.9004,10.2678,65.9171,23.913,35.5474,1.57962,44.9988,8.61653,27.6659,3.16812,18.2088,25.1621,56.8741,6.43588,17.7656,101.948,11.299,17.5275,33.5373,13.7787,0.717561,2.90912,5.53868,1.50323,2.01526,2.01174,1.42426,3.52027,1.90006,4.60816,0.820733,3.00227,2.53289,0.961917,3.86001,3.47207,0.886402,1.20364,0.349041,3.73463,1.48655,1.34473,0.0163193,88.3843
107.185,0.0188141,20.621,40.5327,89.1853,70.278,29.3496,44.5938,20.2235,6.60208,54.6715,27.038,6.78479,16.4644,11.3518,11.038,9.18825,5.22801,1.78094,4.97197,8.61656,4.83433,11.0623,2.55069,9.3284,4.29219,31.3376,6.20079,5.19769,48.666,12.6611,32.7712,0.971587,18.994,11.1793,9.19326,12.2534,4.9548,14.7566,17.3493,4.40897,4.47652,8.03661,63.8154,35.5842,36.053,10.6027,44.9988,8.50963,61.3281,4.54406,9.47924,19.1595,56.8741,10.5445,18.511,90.1576,33.6674,15.3366,18.6224,7.37659,0.96361,0.903875,4.00637,0.868478,1.16488,1.08541,1.50676,0.129498,1.84795,0.771141,1.7435,0.102832,0.162402,0.88345,2.23369,1.71719,2.65659,0.00494376,1.21652,2.04381,2.46654,2.45716,0.000708279,75.9051
106.765,0.899763,17.468,22.2777,99.7115,77.4585,9.79847,45.1605,32.1024,6.60208,46.7524,12.8333,11.2123,12.0211,2.59164,11.9158,8.28666,2.10825,2.85174,29.0838,8.08874,18.3619,11.5419,32.9055,2.73093,13.3439,27.7405,3.32396,2.19603,24.4112,4.85618,32.7712,4.05256,1.13119,4.45526,14.4018,19.0049,6.14668,16.4041,12.7982,26.4169,4.55682,18.2564,55.3737,35.018,29.2763,21.1577,46.2662,7.80038,61.3281,7.05469,30.4178,18.8295,50.5739,7.41976,11.9553,75.3701,14.4649,15.3453,22.8579,7.33904,0.548849,1.56145,6.50171,3.20808,2.70973,3.28977,1.59535,2.4491,0.313184,0.493157,1.44364,2.25274,1.18268,0.142061,2.16482,1.54389,1.29848,5.69148,1.21477,3.66285,3.75742,1.20216,0.000708279,83.1494
107.026,1.5675,5.82608,29.6193,98.4894,77.4585,35.1297,52.9982,23.4343,1.05286,43.1349,18.5684,16.7177,4.9072,7.12325,7.58902,1.07301,2.92042,5.92058,16.8294,28.9687,5.06375,10.3149,11.8169,9.27244,8.92798,20.9181,12.7671,16.4171,2.52524,14.2194,25.0997,4.79646,0.838003,8.30161,27.2386,12.9097,11.3393,4.7842,13.2267,21.4734,27.923,20.5119,46.7307,27.2537,46.9562,26.0079,29.128,6.63794,61.3281,4.8892,25.0402,10.6245,21.131,18.2624,30.648,84.6814,28.5635,17.8444,16.3767,8.17329,1.88015,0.977692,0.681168,3.34496,6.34589,3.56438,1.48618,4.97998,1.29807,0.814717,1.99,0.509297,0.964438,0.340571,3.06592,1.19766,2.02464,2.93444,1.49352,8.64576,4.60118,1.51603,0.0412731,85.4227
107.208,1.16418,17.4645,25.8476,83.2969,91.5081,25.6513,66.8407,24.8431,6.01393,18.9847,12.8119,25.1769,14.347,4.78694,10.0306,10.3974,0.407076,3.11315,15.4363,11.0867,10.6221,10.3149,10.2504,14.6791,8.15946,5.94932,17.8746,23.7324,2.52524,8.52087,17.7344,18.7136,15.3689,4.8996,22.5687,7.07692,29.0668,0.0714791,6.50976,21.4734,26.3156,20.5119,44.166,10.4322,45.955,35.733,18.0291,5.89398,40.126,8.42768,44.574,5.90759,23.5214,17.1696,11.6521,118.453,35.6743,12.2822,16.3767,16.1605,1.88015,0.568294,0.90383,4.0787,0.714763,1.05231,3.66516,1.77525,2.01262,0.479116,1.8504,3.31047,0.964438,0.659564,3.353,3.80482,1.47341,0.696601,0.405744,2.28479,9.43665,1.02395,0.0366539,84.3767
106.199,1.62674,33.2339,41.1953,71.4043,91.5081,29.6839,47.2239,19.8921,6.01393,7.9529,10.1727,26.7145,11.4983,4.78694,10.6461,8.68392,6.95525,21.436,4.61769,8.73888,15.3345,12.6382,4.89309,23.2368,8.11694,8.32017,8.49254,23.7324,13.3385,15.2963,9.39699,23.9004,14.6202,5.46145,28.5873,7.07692,14.4126,0.0714791,4.9085,17.0424,24.418,1.13604,51.3628,8.11418,37.1851,40.3527,36.8131,10.1384,40.126,8.75909,63.0758,6.84763,0.645674,20.1441,20.1419,133.184,19.7355,14.9662,16.3767,20.863,0.708751,0.393388,0.693247,6.73761,1.12708,0.203849,2.58041,1.82195,1.76739,0.68292,0.317488,0.496454,1.80481,3.66365,4.44271,1.56352,1.84744,0.660554,1.40256,2.1692,6.99099,1.84304,0.0113764,88.4468
106.199,1.48438,42.8894,23.2933,71.3384,91.5081,38.5536,41.101,34.645,9.59707,7.9529,4.69596,2.10769,11.4983,0.352288,19.9577,6.62727,22.9436,14.3533,2.24311,15.6386,19.1269,14.9551,6.22388,25.809,29.8232,8.32017,37.3289,4.62657,8.75885,7.86114,6.4753,16.1363,11.7989,8.80448,31.1501,3.08382,12.509,0.0714791,6.27347,18.3084,20.4914,1.13604,41.8327,12.2287,33.107,36.9564,35.7027,2.23556,64.0425,2.36785,39.6933,6.83743,6.93547,48.4674,23.0369,106.659,26.2771,9.96734,27.7646,6.70774,1.20479,0.310492,2.50264,4.66709,0.910754,1.7452,0.637525,0.947259,1.95739,0.554615,0.734229,1.08468,4.81115,4.18202,4.47547,1.68734,1.12571,1.11598,0.386179,1.75092,6.24236,0.596391,0.0039902,93.215
106.453,1.12411,42.8894,18.8423,70.2992,91.5081,31.2151,22.4026,34.645,1.87855,9.23241,10.6721,6.54176,14.8735,5.07186,17.678,7.949,21.9547,19.4174,15.8961,15.1058,14.9593,7.51847,5.92585,27.7342,26.4744,2.24022,40.4429,6.69732,21.5995,5.74628,3.75138,11.1584,15.6543,5.16493,24.0338,1.75238,12.509,0.0714791,8.53894,18.406,17.5112,1.13604,60.1145,11.7608,27.4892,40.0922,27.4563,13.7113,72.646,4.88926,35.4464,2.46292,0.86373,55.5891,26.1877,106.659,38.753,3.15196,25.6671,0.536272,0.272364,0.321218,3.89763,0.464009,5.35238,2.2092,0.637525,0.947259,0.515762,0.302689,2.94218,0.340855,3.93859,4.17154,3.11027,1.32627,0.847812,1.4979,1.25693,1.62371,6.95081,0.519086,0.00481653,94.6195
